Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
04:22,RB 18241,Potsdam Hbf (an 05:19),Berlin Jungfernheide
05:22,RB 18243,Potsdam Hbf (an 06:19),Berlin Jungfernheide
05:40,RB 18501,Berlin Südkreuz (an 05:56),Berlin Jungfernheide
06:01,RB 18601,Berlin Südkreuz (an 06:15),Berlin Jungfernheide
06:22,RB 18245,Potsdam Hbf (an 07:19),Berlin Jungfernheide
07:01,RB 18603,Berlin Südkreuz (an 07:15),Berlin Jungfernheide
07:22,RB 18247,Potsdam Hbf (an 08:19),Berlin Jungfernheide
07:41,RB 18505,Berlin Südkreuz (an 07:56),Berlin Jungfernheide
08:22,RB 18249,Potsdam Hbf (an 09:19),Berlin Jungfernheide
08:41,RB 18507,Berlin Südkreuz (an 08:56),Berlin Jungfernheide
08:57,RB 18606,Nauen (an 09:33),Berlin Jungfernheide
09:01,RB 18607,Berlin Südkreuz (an 09:15),Berlin Jungfernheide
09:22 Ausfall,RB 18251,Potsdam Hbf (an 10:19),Berlin Jungfernheide
09:54 Ausfall,RB 18608,Nauen (an 10:33),Berlin Jungfernheide
09:54,RE 3168,Brandenburg Hbf (an 10:40),Berlin Jungfernheide
10:01 Ausfall,RB 18609,Berlin Südkreuz (an 10:15),Berlin Jungfernheide
10:01 Ausfall,RE 3171,Rathenow (an 10:53),Berlin Jungfernheide
10:17 Ausfall,RB 18510,Nauen (an 10:50),Berlin Jungfernheide
10:22 Ausfall,RB 18253,Potsdam Hbf (an 11:19),Berlin Jungfernheide
10:32 Ausfall,RB 18250,Berlin Gesundbrunnen (an 10:40),Berlin Jungfernheide
10:40 Ausfall,RB 18511,Berlin Südkreuz (an 10:56),Berlin Jungfernheide
10:54 Ausfall,RE 3150,Berlin Hbf (tief) (an 10:59),Berlin Jungfernheide
11:01 Ausfall,RB 18611,Berlin Südkreuz (an 11:15),Berlin Jungfernheide
11:01,RE 3151,Rathenow (an 11:55),Berlin Jungfernheide
11:22 Ausfall,RB 18255,Potsdam Hbf (an 12:19),Berlin Jungfernheide
11:32 Ausfall,RB 18252,Berlin Gesundbrunnen (an 11:40),Berlin Jungfernheide
11:40 Ausfall,RB 18513,Berlin Südkreuz (an 11:55),Berlin Jungfernheide
11:54 Ausfall,RE 3170,Berlin Hbf (tief) (an 11:59),Berlin Jungfernheide
12:01 Ausfall,RB 18613,Berlin Südkreuz (an 12:15),Berlin Jungfernheide
12:01 Ausfall,RE 3173,Rathenow (an 12:53),Berlin Jungfernheide
12:17 Ausfall,RB 18514,Nauen (an 12:50),Berlin Jungfernheide
12:22 Ausfall,RB 18257,Potsdam Hbf (an 13:19),Berlin Jungfernheide
12:32 Ausfall,RB 18254,Berlin Gesundbrunnen (an 12:40),Berlin Jungfernheide
12:40 Ausfall,RB 18515,Berlin Südkreuz (an 12:56),Berlin Jungfernheide
12:54,RE 3152,Berlin Hbf (tief) (an 12:59),Berlin Jungfernheide
12:55 Ausfall,RB 18614,Nauen (an 13:39),Berlin Jungfernheide
13:01 Ausfall,RB 18615,Berlin Südkreuz (an 13:15),Berlin Jungfernheide
13:01 Ausfall,RE 3153,Rathenow (an 13:56),Berlin Jungfernheide
13:18 Ausfall,RB 18516,Nauen (an 13:50),Berlin Jungfernheide
13:22 Ausfall,RB 18259,Potsdam Hbf (an 14:19),Berlin Jungfernheide
13:31 Ausfall,RB 18256,Berlin Gesundbrunnen (an 13:38),Berlin Jungfernheide
13:40 Ausfall,RB 18517,Berlin Südkreuz (an 13:56),Berlin Jungfernheide
13:54 Ausfall,RB 18616,Nauen (an 14:33),Berlin Jungfernheide
13:54 Ausfall,RE 3172,Berlin Hbf (tief) (an 13:59),Berlin Jungfernheide
14:01 Ausfall,RB 18617,Berlin Südkreuz (an 14:15),Berlin Jungfernheide
14:01 Ausfall,RE 3175,Rathenow (an 14:53),Berlin Jungfernheide
14:17 Ausfall,RB 18518,Nauen (an 14:50),Berlin Jungfernheide
