Ankunft,Zugnr.,von (Abfahrt),Gleis
00:02 (+3),RE 3138,Hennigsdorf(b Berlin) (ab 23:00),1
00:03,FEX,Berlin Potsdamer Platz (ab 11:41),
00:03,RB 21962,Flughafen BER (ab 23:42),
00:09,RE 73792,Potsdam Park Sanssouci (ab 23:30),
00:09,RE 73826,Erkner (ab 23:43),
00:09,RE 94749,Potsdam Hbf (ab 23:32),
00:15,RE 7,Berlin Ostkreuz (ab 00:12),
00:36 (+21),ICE 947,Köln Hbf (ab 19:27),3
00:37 (+3),RE 3141,Cottbus Hbf (ab 23:03),6
00:41,RE 1,Bad Kleinen (ab 00:06),
00:51,FEX,Berlin Ostkreuz (ab 00:00),
01:02,RE 2,Liberec (ab 06:27),
01:02 (+3),RE 3140,Berlin-Charlottenburg (ab 00:42),1
01:02,RE 93240,Berlin-Charlottenburg (ab 00:42),
01:05 Ausfall,ICE 901,Hamburg-Altona (ab 21:26),1
01:14,RE 3742,Dessau Hbf (ab 23:23),
01:33,RE 93994,Potsdam Hbf (ab 00:53),
01:33,RE 94791,Potsdam Hbf (ab 00:53),
01:36,RE 73752,Erkner (ab 01:16),
03:38,ICE 1707,Hamburg-Altona (ab 22:34),2
03:48,RE 94793,Berlin-Wannsee (ab 03:18),
04:21,RE 93752,Berlin-Wannsee (ab 03:51),
04:21,RE 94751,Berlin-Wannsee (ab 03:51),
04:40,RE 73801,Berlin-Charlottenburg (ab 04:20),
04:49,RE 94716,Erkner (ab 04:24),
04:50,RE 21813,Berlin-Charlottenburg (ab 04:29),
05:10,RE 94758,Frankfurt(Oder) (ab 04:15),
05:20,RE 21817,Berlin-Charlottenburg (ab 05:00),
05:23 (+1),RE 3103,Cottbus Hbf (ab 04:00),7
05:23,RE 92303,Cottbus Hbf (ab 04:00),
05:26 (+4),RB 94753,Potsdam Hbf (ab 04:49),
05:26,RE 94753,Potsdam Hbf (ab 04:49),
05:36,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),1
05:47,RE 94718,Eisenhüttenstadt (ab 04:21),
05:55 (+21),RE 3704,Dessau Hbf (ab 04:05),1
06:05 (+2),EC 430,Opalenica (ab 03:43),7
06:09,RE 94713,Berlin-Wannsee (ab 05:39),
06:10,RE 94760,Erkner (ab 05:48),
06:23,RE 3105,Cottbus Hbf (ab 04:57),7
06:36,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:46,RE 94755,Potsdam Hbf (ab 06:10),
