Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:27,RB 61041,Klosterfelde (an 00:51),Berlin-Karow
05:27,RB 61003,Basdorf (an 05:39),Berlin-Karow
05:57,RB 61045,Basdorf (an 06:09),Berlin-Karow
06:27,RB 61005,Basdorf (an 06:39),Berlin-Karow
06:57,RB 61077,Basdorf (an 07:09),Berlin-Karow
07:27,RB 61007,Groß Schönebeck (an 08:07),Berlin-Karow
07:57,RB 61049,Wensickendorf (an 08:16),Berlin-Karow
08:27,RB 61009,Basdorf (an 08:39),Berlin-Karow
08:57,RB 61051,Wensickendorf (an 09:16),Berlin-Karow
09:27,RB 61011,Klosterfelde (an 09:51),Berlin-Karow
09:57,RB 61053,Basdorf (an 10:09),Berlin-Karow
10:27,RB 61013,Groß Schönebeck (an 11:07),Berlin-Karow
11:27,RB 61015,Klosterfelde (an 11:51),Berlin-Karow
11:57,RB 61057,Wensickendorf (an 12:16),Berlin-Karow
12:27,RB 61017,Groß Schönebeck (an 13:07),Berlin-Karow
12:57,RB 61059,Wensickendorf (an 13:16),Berlin-Karow
13:27,RB 61019,Klosterfelde (an 13:51),Berlin-Karow
13:57,RB 61061,Wensickendorf (an 14:16),Berlin-Karow
14:27,RB 61021,Groß Schönebeck (an 15:07),Berlin-Karow
14:57,RB 61063,Wensickendorf (an 15:16),Berlin-Karow
16:27,RB 61025,Groß Schönebeck (an 17:07),Berlin-Karow
18:27,RB 61029,Groß Schönebeck (an 19:07),Berlin-Karow
18:57,RB 61071,Wensickendorf (an 19:16),Berlin-Karow
19:27,RB 61031,Klosterfelde (an 19:51),Berlin-Karow
19:57,RB 61073,Zühlsdorf (an 20:13),Berlin-Karow
20:27,RB 61033,Groß Schönebeck (an 21:07),Berlin-Karow
20:57,RB 61075,Zühlsdorf (an 21:13),Berlin-Karow
21:27,RB 61035,Basdorf (an 21:39),Berlin-Karow
22:27,RB 61037,Basdorf (an 22:39),Berlin-Karow
23:27,RB 61039,Klosterfelde (an 23:51),Berlin-Karow
