Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:01 (+42),ICE 947,Berlin Ostbahnhof (an 00:28),Berlin-Spandau
00:23,RE 62038,Berlin Ostbahnhof (an 00:52),Berlin-Spandau
00:28 (+28),ICE 790,Berlin Ostbahnhof (an 00:55),Berlin-Spandau
00:34,RE 62045,Wustermark (an 00:50),Berlin-Spandau
00:35 (+1),RE 3140,Lübbenau(Spreewald) (an 02:15),Berlin-Spandau
00:38 (+32),ICE 907,Berlin Südkreuz (an 00:56),Berlin-Spandau
02:29,RE 62046,Flughafen BER (an 03:18),Berlin-Spandau
04:24,RE 62048,Berlin Ostbahnhof (an 04:51),Berlin-Spandau
04:35,RE 62001,Wustermark (an 04:51),Berlin-Spandau
04:41 (+1),ICE 646,Düsseldorf Hbf (an 09:07),Berlin-Spandau
04:41 (+1),ICE 656,Köln Hbf (an 09:15),Berlin-Spandau
04:46,ICE 275,Interlaken Ost (an 13:59),Berlin-Spandau
04:50 (+1),ICE 908,Hamburg-Altona (an 07:26),Berlin-Spandau
04:52,RE 3144,Berlin Südkreuz (an 05:11),Berlin-Spandau
05:04 (+6),RE 3102,Lübbenau(Spreewald) (an 06:32),Berlin-Spandau
05:08 (+1),RE 3145,Stendal Hbf (an 06:13),Berlin-Spandau
05:18,RE 62000,Berlin Ostbahnhof (an 05:43),Berlin-Spandau
05:29 (+54),RB 18240,Berlin Gesundbrunnen (an 05:40),Berlin-Spandau
05:29 (+1),RB 18243,Potsdam Hbf (an 06:23),Berlin-Spandau
05:47,ICE 946,Düsseldorf Hbf (an 10:02),Berlin-Spandau
05:47,ICE 956,Köln Hbf (an 10:12),Berlin-Spandau
05:51,ICE 1158,Bonn Hbf (an 10:10),Berlin-Spandau
05:51 (+1),RE 3164,Berlin Südkreuz (an 06:10),Berlin-Spandau
05:58 (+1),ICE 608,Hamburg Hbf (an 08:14),Berlin-Spandau
05:58,RB 18601,Berlin Südkreuz (an 06:17),Berlin-Spandau
06:04 (+13),RE 3104,Lübbenau(Spreewald) (an 07:32),Berlin-Spandau
06:09,RE 3167,Stendal Hbf (an 07:15),Berlin-Spandau
06:23,RE 62002,Berlin Hbf (an 06:38),Berlin-Spandau
06:26 (+1),IC 240,Amsterdam Centraal (an 11:59),Berlin-Spandau
06:28 (+1),RB 18242,Berlin Gesundbrunnen (an 06:44),Berlin-Spandau
06:30 (+13),RB 18245,Potsdam Hbf (an 07:23),Berlin-Spandau
06:45 (+1),ICE 277,Basel SBB (an 13:48),Berlin-Spandau
06:48,ICE 674,Berlin Ostbahnhof (an 07:18),Berlin-Spandau
06:49,ICE 808,Hamburg-Altona (an 09:21),Berlin-Spandau
06:52,RE 3146,Berlin Südkreuz (an 07:11),Berlin-Spandau
06:56,RE 3105,Hennigsdorf(b Berlin) (an 07:23),Berlin-Spandau
06:58,RB 18603,Berlin Südkreuz (an 07:18),Berlin-Spandau
07:04 (+2),RE 3106,Lübbenau(Spreewald) (an 08:32),Berlin-Spandau
07:12 (+2),ICE 644,Salzburg Hbf (an 15:49),Berlin-Spandau
07:12 (+2),ICE 654,Köln Hbf (an 11:15),Berlin-Spandau
07:12 (+1),ICE 701,München Hbf (an 14:35),Berlin-Spandau
07:23,RE 62004,Berlin Ostbahnhof (an 07:52),Berlin-Spandau
07:26,ICE 1052,Aachen Hbf (an 13:11),Berlin-Spandau
07:27 (+4),RB 18244,Berlin Gesundbrunnen (an 07:39),Berlin-Spandau
07:30 (+10),ICE 649,Berlin Ostbahnhof (an 07:58),Berlin-Spandau
07:30,RB 18247,Potsdam Hbf (an 08:23),Berlin-Spandau
07:35 (+1),ICE 791,Frankfurt(M) Flughafen Fernbf (an 11:51),Berlin-Spandau
07:49 (+11),ICE 1606,Hamburg-Altona (an 10:25),Berlin-Spandau
07:51 (+9),RE 3166,Berlin Südkreuz (an 08:09),Berlin-Spandau
07:56,RE 3107,Hennigsdorf(b Berlin) (an 08:23),Berlin-Spandau
07:58,RB 18605,Berlin Südkreuz (an 08:20),Berlin-Spandau
08:00 (+3),ICE 944,Düsseldorf Hbf (an 12:07),Berlin-Spandau
08:00 (+3),ICE 954,Köln Hbf (an 12:12),Berlin-Spandau
08:04 (+4),RE 3108,Lübbenau(Spreewald) (an 09:32),Berlin-Spandau
08:09 (+1),ICE 505,Nürnberg Hbf (an 13:32),Berlin-Spandau
08:09,RE 3169,Stendal Hbf (an 09:27),Berlin-Spandau
08:11 (+2),ICE 1035,Saarbrücken Hbf (an 14:40),Berlin-Spandau
08:13 (+1),ICE 841,Berlin Ostbahnhof (an 08:40),Berlin-Spandau
08:23,RE 62006,Berlin Ostkreuz (an 08:55),Berlin-Spandau
08:26 (+1),IC 148,Amsterdam Centraal (an 13:59),Berlin-Spandau
08:27 (+1),RB 18246,Berlin Jungfernheide (an 08:32),Berlin-Spandau
08:29 (+1),RB 18249,Potsdam Hbf (an 09:24),Berlin-Spandau
08:38,RE 62009,Elstal (an 08:53),Berlin-Spandau
08:41 (+1),ICE 751,Berlin Ostbahnhof (an 09:04),Berlin-Spandau
08:45 (+36),ICE 279,Basel SBB (an 15:48),Berlin-Spandau
08:49 (+8),ICE 806,Hamburg-Altona (an 11:20),Berlin-Spandau
08:53,RE 3148,Falkenberg(Elster) (an 10:34),Berlin-Spandau
08:58 (+1),RB 18607,Berlin Südkreuz (an 09:18),Berlin-Spandau
09:00 (+2),ICE 541,Berlin Ostbahnhof (an 09:27),Berlin-Spandau
09:03 (+1),RB 18606,Wustermark (an 09:18),Berlin-Spandau
09:04 (+10),RE 3110,Lübbenau(Spreewald) (an 10:32),Berlin-Spandau
09:08 (+1),RE 3149,Rathenow (an 09:55),Berlin-Spandau
09:12 (+2),ICE 642,Düsseldorf Hbf (an 13:08),Berlin-Spandau
09:12 (+2),ICE 652,Köln Hbf (an 13:19),Berlin-Spandau
09:12 (+13),ICE 703,München Hbf (an 16:06),Berlin-Spandau
09:17 (+1),ICE 876,Berlin Südkreuz (an 09:45),Berlin-Spandau
09:23,RE 62008,Berlin Ostbahnhof (an 09:52),Berlin-Spandau
09:27 (+3),ICE 1050,Köln Hbf (an 14:21),Berlin-Spandau
09:27 (+1),RB 18248,Berlin Gesundbrunnen (an 09:39),Berlin-Spandau
09:30,RB 18251,Potsdam Hbf (an 10:22),Berlin-Spandau
09:32 (+18),ICE 741,Berlin Ostbahnhof (an 10:02),Berlin-Spandau
09:36 (+1),ICE 793,Frankfurt(M) Flughafen Fernbahnhof (an 13:51),Berlin-Spandau
09:39,RE 62011,Elstal (an 09:52),Berlin-Spandau
09:42,ICE 998,Berlin Ostbahnhof (an 10:16),Berlin-Spandau
09:49 (+2),ICE 1604,Hamburg-Altona (an 12:25),Berlin-Spandau
09:49 (+2),ICE 1704,Hamburg-Altona (an 12:25),Berlin-Spandau
09:51 (+5),RE 3168,Jüterbog (an 10:56),Berlin-Spandau
09:56,RE 3111,Hennigsdorf(b Berlin) (an 10:23),Berlin-Spandau
09:57 (+6),RB 18609,Berlin Südkreuz (an 10:20),Berlin-Spandau
10:00 (+25),ICE 843,Berlin Ostbahnhof (an 10:28),Berlin-Spandau
10:00 (+25),ICE 853,Berlin Ostbahnhof (an 10:28),Berlin-Spandau
10:00 (+3),ICE 942,Düsseldorf Hbf (an 14:07),Berlin-Spandau
10:00 (+3),ICE 952,Köln Hbf (an 14:12),Berlin-Spandau
10:04 (+7),RE 3112,Lübbenau(Spreewald) (an 11:32),Berlin-Spandau
10:06 (+2),ICE 1155,Berlin Südkreuz (an 10:23),Berlin-Spandau
10:09 (+5),RE 3171,Stendal Hbf (an 11:27),Berlin-Spandau
10:12 (+3),ICE 507,München Hbf (an 16:48),Berlin-Spandau
10:13 (+1),ICE 1132,Bremen Hbf (an 12:45),Berlin-Spandau
10:22,RE 62010,Berlin Ostbahnhof (an 10:52),Berlin-Spandau
10:24 (+4),ICE 996,Berlin Südkreuz (an 10:41),Berlin-Spandau
10:26 (+1),IC 146,Amsterdam Centraal (an 15:58),Berlin-Spandau
10:28,RB 18250,Berlin Gesundbrunnen (an 10:44),Berlin-Spandau
10:30,RB 18253,Potsdam Hbf (an 11:23),Berlin-Spandau
10:45 (+1),ICE 371,Interlaken Ost (an 19:59),Berlin-Spandau
10:49 (+2),ICE 804,Hamburg-Altona (an 13:20),Berlin-Spandau
10:52 (+4),RE 3150,Falkenberg(Elster) (an 12:34),Berlin-Spandau
10:56 (+1),RE 3113,Hennigsdorf(b Berlin) (an 11:23),Berlin-Spandau
10:58,RB 18611,Berlin Südkreuz (an 11:18),Berlin-Spandau
11:00 (+6),ICE 543,Berlin Ostbahnhof (an 11:27),Berlin-Spandau
11:00 (+6),ICE 553,Berlin Ostbahnhof (an 11:12),Berlin-Spandau
11:00 (+1),ICE 640,Düsseldorf Hbf (an 15:07),Berlin-Spandau
11:04 (+2),RE 3114,Lübbenau(Spreewald) (an 12:32),Berlin-Spandau
11:11 (+7),ICE 705,München Hbf (an 18:35),Berlin-Spandau
11:12 (+1),ICE 650,Köln Hbf (an 15:15),Berlin-Spandau
11:17,ICE 270,Berlin Ostbahnhof (an 11:44),Berlin-Spandau
11:23,RE 62012,Berlin Ostbahnhof (an 11:52),Berlin-Spandau
11:26 (+1),ICE 758,Aachen Hbf (an 17:08),Berlin-Spandau
11:28 (+1),RB 18252,Berlin Gesundbrunnen (an 11:40),Berlin-Spandau
11:30,RB 18255,Potsdam Hbf (an 12:23),Berlin-Spandau
11:32 (+83),IC 141,Berlin Ostbahnhof (an 12:00),Berlin-Spandau
11:35 (+1),ICE 795,Frankfurt(M) Flughafen Fernbf (an 15:51),Berlin-Spandau
11:48 (+18),ICE 1136,Berlin Ostbahnhof (an 12:14),Berlin-Spandau
11:48 (+1),ICE 602,Hamburg-Altona (an 14:25),Berlin-Spandau
11:51 (+5),ICE 1156,Bonn Hbf (an 16:10),Berlin-Spandau
11:51,RE 3170,Berlin Südkreuz (an 12:11),Berlin-Spandau
11:57,RB 18613,Berlin Südkreuz (an 12:16),Berlin-Spandau
12:00 (+16),ICE 845,Berlin Ostbahnhof (an 12:27),Berlin-Spandau
12:00 (+16),ICE 855,Berlin Ostbahnhof (an 12:27),Berlin-Spandau
12:00 (+4),ICE 940,Düsseldorf Hbf (an 16:07),Berlin-Spandau
12:00 (+4),ICE 950,Köln Hbf (an 16:12),Berlin-Spandau
12:02 (+10),ICE 9590,Paris Est (an 19:55),Berlin-Spandau
