Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:02,RE 3138,Cottbus Hbf (an 02:02),Berlin-Charlottenburg
00:43,RE 3140,Cottbus Hbf (an 02:39),Berlin-Charlottenburg
00:54,RE 3742,Berlin Ostbahnhof (an 01:15),Berlin-Charlottenburg
00:54,RE 73797,Brandenburg Hbf (an 01:42),Berlin-Charlottenburg
01:12,R 5090,Erkner (an 01:52),Berlin-Charlottenburg
01:12,RE 73794,Möser (an 23:38),Berlin-Charlottenburg
01:38,RE 62042,Berlin Ostbahnhof (an 01:58),Berlin-Charlottenburg
02:36,RE 62046,Berlin Ostbahnhof (an 02:56),Berlin-Charlottenburg
03:05,FEX19801,Flughafen BER (an 03:46),Berlin-Charlottenburg
03:20,FEX19803,Flughafen BER (an 04:00),Berlin-Charlottenburg
03:36,RE 62044,Berlin Ostbahnhof (an 03:55),Berlin-Charlottenburg
04:23,RE 73800,Berlin Ostbahnhof (an 04:43),Berlin-Charlottenburg
04:31,RE 62048,Flughafen BER (an 05:15),Berlin-Charlottenburg
04:36,RE 3702,Altdöbern (an 06:25),Berlin-Charlottenburg
04:58,RB 18141,Flughafen BER (an 05:46),Berlin-Charlottenburg
05:11,RE 73717,Magdeburg Hbf (an 06:47),Berlin-Charlottenburg
05:13,RE 3102,Cottbus Hbf (an 06:57),Berlin-Charlottenburg
05:24,RE 3707,Potsdam Medienstadt Babelsberg (an 05:38),Berlin-Charlottenburg
05:37,RE 3704,Senftenberg (an 07:41),Berlin-Charlottenburg
05:43,RE 73714,Berlin Ostbahnhof (an 06:05),Berlin-Charlottenburg
05:47,RE 3103,Nauen (an 06:21),Berlin-Charlottenburg
05:55,RE 18754,Lübbenau(Spreewald) (an 07:15),Berlin-Charlottenburg
05:59,RB 18140,Golm (an 06:28),Berlin-Charlottenburg
06:11,RE 33648,Magdeburg Hbf (an 07:47),Berlin-Charlottenburg
06:13,RE 3104,Cottbus Hbf (an 07:56),Berlin-Charlottenburg
06:35,RE 73805,Brandenburg Hbf (an 07:16),Berlin-Charlottenburg
06:36,RE 3706,Senftenberg (an 08:41),Berlin-Charlottenburg
06:47,RE 3105,Nauen (an 07:21),Berlin-Charlottenburg
06:49,RE 73716,Berlin Ostbahnhof (an 07:09),Berlin-Charlottenburg
06:55,RE 18756,Cottbus Hbf (an 08:46),Berlin-Charlottenburg
07:11,RE 73721,Magdeburg Hbf (an 08:47),Berlin-Charlottenburg
07:12 (+1),RE 3608,Dossow(Prign) (an 08:51),Berlin-Charlottenburg
07:13,RE 3106,Cottbus Hbf (an 08:55),Berlin-Charlottenburg
07:24,RE 3711,Potsdam Medienstadt Babelsberg (an 07:38),Berlin-Charlottenburg
07:34,RE 73807,Brandenburg Hbf (an 08:16),Berlin-Charlottenburg
07:36,RE 3708,Senftenberg (an 09:41),Berlin-Charlottenburg
07:49,RE 73718,Erkner (an 08:30),Berlin-Charlottenburg
07:55,RE 18758,Berlin Hbf (an 08:03),Berlin-Charlottenburg
08:11,RE 33682,Magdeburg Hbf (an 09:47),Berlin-Charlottenburg
08:13,RE 3108,Cottbus Hbf (an 09:55),Berlin-Charlottenburg
08:24,RE 3713,Falkenberg(Elster) (an 11:07),Berlin-Charlottenburg
08:34,RE 73809,Brandenburg Hbf (an 09:16),Berlin-Charlottenburg
08:36,RE 3710,Senftenberg (an 10:41),Berlin-Charlottenburg
08:51,RE 73720,Berlin Ostbahnhof (an 09:10),Berlin-Charlottenburg
09:11,RE 33684,Brandenburg Hbf (an 09:53),Berlin-Charlottenburg
09:11,RE 73725,Magdeburg Hbf (an 10:47),Berlin-Charlottenburg
09:13,RE 3110,Cottbus Hbf (an 10:55),Berlin-Charlottenburg
09:24 (+13),RE 3715,Potsdam Medienstadt Babelsberg (an 09:38),Berlin-Charlottenburg
09:34,RE 73811,Brandenburg Hbf (an 10:16),Berlin-Charlottenburg
09:36,RE 3712,Senftenberg (an 11:41),Berlin-Charlottenburg
09:48,RE 33806,Berlin Ostbahnhof (an 10:08),Berlin-Charlottenburg
09:48,RE 73722,Berlin Ostbahnhof (an 10:08),Berlin-Charlottenburg
10:11,RE 33686,Magdeburg Hbf (an 11:47),Berlin-Charlottenburg
10:11,RE 73727,Magdeburg Hbf (an 11:47),Berlin-Charlottenburg
10:13,RE 3112,Cottbus Hbf (an 11:55),Berlin-Charlottenburg
10:24 (+9),RE 3717,Potsdam Medienstadt Babelsberg (an 10:38),Berlin-Charlottenburg
10:36,RE 3714,Senftenberg (an 12:41),Berlin-Charlottenburg
10:47,RE 3113,Nauen (an 11:21),Berlin-Charlottenburg
10:49,RE 33808,Berlin Ostbahnhof (an 11:09),Berlin-Charlottenburg
10:49,RE 73724,Berlin Ostbahnhof (an 11:09),Berlin-Charlottenburg
11:11,RE 33688,Magdeburg Hbf (an 12:47),Berlin-Charlottenburg
11:11,RE 73729,Magdeburg Hbf (an 12:47),Berlin-Charlottenburg
11:13,RE 3114,Cottbus Hbf (an 12:55),Berlin-Charlottenburg
11:24 (+5),RE 3719,Potsdam Medienstadt Babelsberg (an 11:38),Berlin-Charlottenburg
11:36,RE 3716,Senftenberg (an 13:41),Berlin-Charlottenburg
11:47,RE 3115,Nauen (an 12:21),Berlin-Charlottenburg
11:49,RE 33810,Berlin Hbf (an 11:57),Berlin-Charlottenburg
11:49,RE 73726,Erkner (an 12:30),Berlin-Charlottenburg
12:12,RE 33690,Magdeburg Hbf (an 13:47),Berlin-Charlottenburg
12:12,RE 73731,Magdeburg Hbf (an 13:47),Berlin-Charlottenburg
12:13,RE 3116,Cottbus Hbf (an 13:55),Berlin-Charlottenburg
12:24 (+3),RE 3721,Potsdam Medienstadt Babelsberg (an 12:38),Berlin-Charlottenburg
12:36,RE 3718,Senftenberg (an 14:41),Berlin-Charlottenburg
12:47,RE 3117,Nauen (an 13:21),Berlin-Charlottenburg
12:49,RE 33812,Berlin Ostbahnhof (an 13:09),Berlin-Charlottenburg
12:49,RE 73728,Erkner (an 13:30),Berlin-Charlottenburg
13:11,RE 33692,Magdeburg Hbf (an 14:47),Berlin-Charlottenburg
13:11,RE 73733,Magdeburg Hbf (an 14:47),Berlin-Charlottenburg
13:12 (+2),RE 3620,Dossow(Prign) (an 14:51),Berlin-Charlottenburg
13:13,RE 3118,Cottbus Hbf (an 14:55),Berlin-Charlottenburg
13:24 Ausfall,RE 3723,Potsdam Medienstadt Babelsberg (an 13:38),Berlin-Charlottenburg
13:36,RE 3720,Senftenberg (an 15:41),Berlin-Charlottenburg
13:47 (+2),RE 3119,Nauen (an 14:21),Berlin-Charlottenburg
13:49,RE 73730,Erkner (an 14:30),Berlin-Charlottenburg
14:11,RE 73735,Magdeburg Hbf (an 15:47),Berlin-Charlottenburg
14:13,RE 3120,Cottbus Hbf (an 15:55),Berlin-Charlottenburg
14:24 Ausfall,RE 3725,Potsdam Medienstadt Babelsberg (an 14:38),Berlin-Charlottenburg
14:34,RE 73815,Brandenburg Hbf (an 15:16),Berlin-Charlottenburg
14:36,RE 3722,Sedlitz Ost (an 16:36),Berlin-Charlottenburg
14:47,RE 3121,Nauen (an 15:21),Berlin-Charlottenburg
14:49,RE 33816,Berlin Ostbahnhof (an 15:08),Berlin-Charlottenburg
14:49,RE 73732,Erkner (an 15:30),Berlin-Charlottenburg
15:11,RE 33696,Magdeburg Hbf (an 16:47),Berlin-Charlottenburg
15:11,RE 73737,Magdeburg Hbf (an 16:47),Berlin-Charlottenburg
15:13,RE 3122,Cottbus Hbf (an 16:55),Berlin-Charlottenburg
15:24 Ausfall,RE 3727,Potsdam Medienstadt Babelsberg (an 15:38),Berlin-Charlottenburg
15:34,RE 73817,Brandenburg Hbf (an 16:16),Berlin-Charlottenburg
15:36,RE 3724,Senftenberg (an 17:41),Berlin-Charlottenburg
15:47,RE 3123,Nauen (an 16:21),Berlin-Charlottenburg
15:49,RE 33818,Berlin Ostbahnhof (an 16:08),Berlin-Charlottenburg
15:49,RE 73734,Berlin Ostbahnhof (an 16:08),Berlin-Charlottenburg
16:07,S,Olten (an 17:54),Berlin Charlottenburg (S)
16:11,RE 73739,Magdeburg Hbf (an 17:47),Berlin-Charlottenburg
16:13,RE 3124,Cottbus Hbf (an 17:55),Berlin-Charlottenburg
16:24 (+16),RE 3729,Potsdam Medienstadt Babelsberg (an 16:38),Berlin-Charlottenburg
16:34,RE 73819,Brandenburg Hbf (an 17:16),Berlin-Charlottenburg
16:36,RE 3726,Senftenberg (an 18:41),Berlin-Charlottenburg
16:47,RE 3125,Nauen (an 17:21),Berlin-Charlottenburg
16:49,RE 73736,Erkner (an 17:30),Berlin-Charlottenburg
17:11,RE 33700,Magdeburg Hbf (an 18:47),Berlin-Charlottenburg
17:11,RE 73741,Magdeburg Hbf (an 18:47),Berlin-Charlottenburg
17:13 (+2),RE 3126,Cottbus Hbf (an 18:55),Berlin-Charlottenburg
17:24 (+1),RE 3731,Potsdam Medienstadt Babelsberg (an 17:38),Berlin-Charlottenburg
17:33,RE 73821,Brandenburg Hbf (an 18:17),Berlin-Charlottenburg
17:36,RE 3728,Senftenberg (an 19:41),Berlin-Charlottenburg
17:47,RE 3127,Nauen (an 18:21),Berlin-Charlottenburg
17:49,RE 33822,Berlin Ostbahnhof (an 18:09),Berlin-Charlottenburg
17:49,RE 73738,Erkner (an 18:30),Berlin-Charlottenburg
18:11,RE 73743,Magdeburg Hbf (an 19:47),Berlin-Charlottenburg
18:12,RE 3630,Dossow(Prign) (an 19:51),Berlin-Charlottenburg
18:13 (+1),RE 3128,Cottbus Hbf (an 19:55),Berlin-Charlottenburg
18:24,RE 3733,Potsdam Medienstadt Babelsberg (an 18:38),Berlin-Charlottenburg
18:34,RE 73823,Brandenburg Hbf (an 19:16),Berlin-Charlottenburg
18:36,RE 3730,Senftenberg (an 20:41),Berlin-Charlottenburg
18:47 (+1),RE 3129,Nauen (an 19:21),Berlin-Charlottenburg
18:49,RE 33824,Berlin Ostbahnhof (an 19:09),Berlin-Charlottenburg
18:49,RE 73740,Erkner (an 19:30),Berlin-Charlottenburg
19:11,RE 33704,Magdeburg Hbf (an 20:47),Berlin-Charlottenburg
19:11,RE 73745,Magdeburg Hbf (an 20:47),Berlin-Charlottenburg
19:12 (+1),RE 3632,Dossow(Prign) (an 20:51),Berlin-Charlottenburg
19:13,RE 3130,Cottbus Hbf (an 20:55),Berlin-Charlottenburg
19:24 (+1),RE 3735,Potsdam Medienstadt Babelsberg (an 19:38),Berlin-Charlottenburg
19:36,RE 3732,Altdöbern (an 21:25),Berlin-Charlottenburg
19:47,RE 3131,Nauen (an 20:21),Berlin-Charlottenburg
19:49,RE 73742,Erkner (an 20:30),Berlin-Charlottenburg
20:11,RE 73747,Magdeburg Hbf (an 21:47),Berlin-Charlottenburg
20:12,RE 3634,Dossow(Prign) (an 21:53),Berlin-Charlottenburg
20:13,RE 3132,Cottbus Hbf (an 21:55),Berlin-Charlottenburg
20:24 (+1),RE 3737,Potsdam Medienstadt Babelsberg (an 20:38),Berlin-Charlottenburg
20:24,RE 73826,Erkner (an 21:09),Berlin-Charlottenburg
20:36,RE 3734,Cottbus Hbf (an 22:30),Berlin-Charlottenburg
20:47,RE 3133,Nauen (an 21:21),Berlin-Charlottenburg
20:49,RE 73744,Erkner (an 21:30),Berlin-Charlottenburg
21:11,RE 73749,Magdeburg Hbf (an 22:47),Berlin-Charlottenburg
21:13,RE 3134,Cottbus Hbf (an 22:55),Berlin-Charlottenburg
21:24 (+3),RE 3739,Berlin-Wannsee (an 21:33),Berlin-Charlottenburg
21:24,RE 73828,Berlin Ostkreuz (an 21:50),Berlin-Charlottenburg
21:36,RE 3736,Lübbenau(Spreewald) (an 23:04),Berlin-Charlottenburg
21:47 (+13),RE 3135,Nauen (an 22:21),Berlin-Charlottenburg
21:49,RE 33830,Berlin Ostbahnhof (an 22:09),Berlin-Charlottenburg
21:49,RE 73746,Erkner (an 22:30),Berlin-Charlottenburg
22:12,RE 3638,Velten(Mark) (an 22:57),Berlin-Charlottenburg
22:46,RE 73748,Berlin Ostbahnhof (an 23:06),Berlin-Charlottenburg
22:51,RE 91693,Brandenburg Hbf (an 23:39),Berlin-Charlottenburg
23:48,RE 33834,Berlin Hbf (an 23:56),Berlin-Charlottenburg
23:48,RE 73750,Groß Kreutz (an 23:09),Berlin-Charlottenburg
23:51,RE 73795,Berlin-Wannsee (an 23:59),Berlin-Charlottenburg
