Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
01:02,RE 3165,Rathenow (an 01:58),Berlin Jungfernheide
04:22,RB 18241,Potsdam Hbf (an 05:19),Berlin Jungfernheide
05:17,RB 18500,Nauen (an 05:49),Berlin Jungfernheide
05:22,RB 18243,Potsdam Hbf (an 06:19),Berlin Jungfernheide
05:40 (+1),RB 18501,Berlin Südkreuz (an 05:56),Berlin Jungfernheide
05:54 (+4),RE 3164,Berlin Zoologischer Garten (an 07:46),Berlin Jungfernheide
06:01,RE 3167,Frankfurt(Oder) (an 07:31),Berlin Jungfernheide
06:17 (+1),RB 18502,Nauen (an 06:50),Berlin Jungfernheide
06:22,RB 18245,Potsdam Hbf (an 07:19),Berlin Jungfernheide
06:40 (+1),RB 18503,Berlin Südkreuz (an 06:56),Berlin Jungfernheide
06:54 (+7),RE 3146,Falkenberg(Elster) (an 08:35),Berlin Jungfernheide
07:01 (+2),RE 3147,Rathenow (an 07:56),Berlin Jungfernheide
07:17,RB 18504,Nauen (an 07:50),Berlin Jungfernheide
07:22,RB 18247,Potsdam Hbf (an 08:19),Berlin Jungfernheide
07:32,RB 18244,Berlin Gesundbrunnen (an 07:39),Berlin Jungfernheide
07:41,RB 18505,Berlin Südkreuz (an 07:56),Berlin Jungfernheide
07:54 (+1),RE 3166,Jüterbog (an 08:56),Berlin Jungfernheide
08:01 (+1),RE 3169,Rathenow (an 08:53),Berlin Jungfernheide
08:17 (+1),RB 18506,Nauen (an 08:50),Berlin Jungfernheide
08:41,RB 18507,Berlin Südkreuz (an 08:56),Berlin Jungfernheide
08:55 (+7),RE 3148,Falkenberg(Elster) (an 10:35),Berlin Jungfernheide
09:01 (+1),RE 3149,Rathenow (an 09:56),Berlin Jungfernheide
09:17,RB 18508,Nauen (an 09:50),Berlin Jungfernheide
09:22,RB 18251,Potsdam Hbf (an 10:19),Berlin Jungfernheide
09:31 (+1),RB 18248,Berlin Gesundbrunnen (an 09:38),Berlin Jungfernheide
09:41,RB 18509,Berlin Südkreuz (an 09:56),Berlin Jungfernheide
09:54 (+1),RE 3168,Jüterbog (an 10:56),Berlin Jungfernheide
10:01,RE 3171,Rathenow (an 10:53),Berlin Jungfernheide
10:17,RB 18510,Nauen (an 10:50),Berlin Jungfernheide
10:22,RB 18253,Potsdam Hbf (an 11:19),Berlin Jungfernheide
10:32 (+1),RB 18250,Berlin Gesundbrunnen (an 10:40),Berlin Jungfernheide
10:40 (+1),RB 18511,Berlin Südkreuz (an 10:56),Berlin Jungfernheide
10:54 (+13),RE 3150,Falkenberg(Elster) (an 12:35),Berlin Jungfernheide
11:01 (+1),RE 3151,Rathenow (an 11:55),Berlin Jungfernheide
11:17 (+2),RB 18512,Nauen (an 11:50),Berlin Jungfernheide
11:22,RB 18255,Potsdam Hbf (an 12:19),Berlin Jungfernheide
11:32 (+1),RB 18252,Berlin Gesundbrunnen (an 11:40),Berlin Jungfernheide
11:40 (+4),RB 18513,Berlin Südkreuz (an 11:55),Berlin Jungfernheide
11:54,RB 18612,Nauen (an 12:32),Berlin Jungfernheide
11:54 (+1),RE 3170,Jüterbog (an 12:56),Berlin Jungfernheide
12:01,RB 18613,Berlin Südkreuz (an 12:15),Berlin Jungfernheide
12:01,RE 3173,Rathenow (an 12:53),Berlin Jungfernheide
12:17,RB 18514,Nauen (an 12:50),Berlin Jungfernheide
12:22,RB 18257,Potsdam Hbf (an 13:19),Berlin Jungfernheide
12:32 (+2),RB 18254,Berlin Gesundbrunnen (an 12:40),Berlin Jungfernheide
12:40 (+1),RB 18515,Berlin Südkreuz (an 12:56),Berlin Jungfernheide
12:54 (+1),RE 3152,Falkenberg(Elster) (an 14:35),Berlin Jungfernheide
12:55 (+1),RB 18614,Nauen (an 13:33),Berlin Jungfernheide
13:01,RB 18615,Berlin Südkreuz (an 13:15),Berlin Jungfernheide
13:01 (+5),RE 3153,Rathenow (an 13:56),Berlin Jungfernheide
13:18 (+3),RB 18516,Nauen (an 13:50),Berlin Jungfernheide
13:22 (+3),RB 18259,Potsdam Hbf (an 14:19),Berlin Jungfernheide
13:31 (+2),RB 18256,Berlin Gesundbrunnen (an 13:38),Berlin Jungfernheide
13:40 (+1),RB 18517,Berlin Südkreuz (an 13:56),Berlin Jungfernheide
13:54,RB 18616,Nauen (an 14:33),Berlin Jungfernheide
13:54 (+3),RE 3172,Luckenwalde (an 14:51),Berlin Jungfernheide
14:01,RB 18617,Berlin Südkreuz (an 14:15),Berlin Jungfernheide
14:01 (+1),RE 3175,Rathenow (an 14:53),Berlin Jungfernheide
14:17,RB 18518,Nauen (an 14:50),Berlin Jungfernheide
14:22 (+1),RB 18261,Potsdam Hbf (an 15:19),Berlin Jungfernheide
14:32 (+2),RB 18258,Berlin Gesundbrunnen (an 14:40),Berlin Jungfernheide
14:40 (+2),RB 18519,Berlin Südkreuz (an 14:56),Berlin Jungfernheide
14:54 (+3),RE 3154,Falkenberg(Elster) (an 16:35),Berlin Jungfernheide
14:56,RB 18618,Nauen (an 15:33),Berlin Jungfernheide
