Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:23 (+1),RE 3361,Lutherstadt Wittenberg Hbf (an 01:58),Berlin Gesundbrunnen
00:23,RE 3363,Lutherstadt Wittenberg Hbf (an 01:58),Berlin Gesundbrunnen
00:42,RE 52836,Berlin Südkreuz (an 00:55),Berlin Gesundbrunnen
00:43,RE 3360,Schwedt(Oder) (an 02:02),Berlin Gesundbrunnen
00:43,RE 3366,Eberswalde Hbf (an 01:16),Berlin Gesundbrunnen
01:29,RE 3321,Berlin Hbf (an 01:34),Berlin Gesundbrunnen
02:11,RE 3364,Eberswalde Hbf (an 02:45),Berlin Gesundbrunnen
04:22 (+1),ICE 501,München Hbf (an 09:18),Berlin Gesundbrunnen
04:33,RE 3302,Stralsund Hbf (an 07:44),Berlin Gesundbrunnen
04:40,RE 3369,Berlin Südkreuz (an 04:52),Berlin Gesundbrunnen
05:13,RB 18243,Potsdam Hbf (an 06:23),Berlin Gesundbrunnen
05:17 (+6),RE 52821,Schwerin Hbf (an 07:47),Berlin Gesundbrunnen Bhf
05:17,RE 52821,Schwerin Hbf (an 07:47),Berlin Gesundbrunnen
05:17 (+6),RE 52821,Bad Kleinen (an 07:32),Berlin Gesundbrunnen Bhf
05:17,RE 52821,Waren(Müritz) (an 06:29),Berlin Gesundbrunnen
05:17 (+6),RE 52821,Waren(Müritz) (an 06:29),Berlin Gesundbrunnen Bhf
05:24,RE 3301,Jüterbog (an 06:26),Berlin Gesundbrunnen
05:24,RE 91801,Berlin Südkreuz (an 05:41),Berlin Gesundbrunnen
05:38,RE 3340,Angermünde (an 06:28),Berlin Gesundbrunnen
05:49 (+3),EC 41,Warszawa Wschodnia (an 11:16),Berlin Gesundbrunnen
05:50 (+1),ICE 1001,Berlin Hbf (an 16:57),Berlin Gesundbrunnen
05:50 (+1),ICE 938,Berlin Hbf (an 16:57),Berlin Gesundbrunnen
05:55,RE 3504,Stralsund Hbf (an 08:51),Berlin Gesundbrunnen
06:05,RE 3503,Sargans (an 22:24),Berlin Gesundbrunnen
06:19 (+1),ICE 503,München Hbf (an 11:03),Berlin Gesundbrunnen
06:24,RE 3341,Lutherstadt Wittenberg Hbf (an 07:59),Berlin Gesundbrunnen
06:39,RE 3304,Stralsund Hbf (an 09:41),Berlin Gesundbrunnen
06:52 (+1),ICE 1103,München Hbf (an 11:11),Berlin Gesundbrunnen
06:55 (+4),RE 4352,Rostock Hbf (an 09:21),Berlin Gesundbrunnen
07:06 (+2),RE 4353,Berlin Südkreuz (an 07:26),Berlin Gesundbrunnen
07:14,RB 18247,Berlin-Spandau (an 07:28),Berlin Gesundbrunnen
