Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
04:56 (+12),RE 3144,Rathenow (ab 04:06),Berlin Jungfernheide
08:57 (+2),RE 3148,Stendal Hbf (ab 07:43),Berlin Jungfernheide
09:00 (+12),RE 3149,Falkenberg(Elster) (ab 07:11),Berlin Jungfernheide
10:23 Ausfall,RB 18253,Berlin Gesundbrunnen (ab 10:13),Berlin Jungfernheide
10:55 Ausfall,RB 18610,Berlin Südkreuz (ab 10:41),Berlin Jungfernheide
10:57 (+11),RE 3150,Stendal Hbf (ab 09:40),Berlin Jungfernheide
11:00 (+1),RE 3151,Falkenberg(Elster) (ab 09:14),Berlin Jungfernheide
11:03 Ausfall,RB 18611,Nauen (ab 10:31),Berlin Jungfernheide
11:17 Ausfall,RB 18512,Berlin Südkreuz (ab 11:01),Berlin Jungfernheide
11:23 Ausfall,RB 18255,Berlin Gesundbrunnen (ab 11:13),Berlin Jungfernheide
11:32 Ausfall,RB 18252,Potsdam Hbf (ab 10:36),Berlin Jungfernheide
11:39 Ausfall,RB 18513,Nauen (ab 11:08),Berlin Jungfernheide
11:55 Ausfall,RB 18612,Berlin Südkreuz (ab 11:41),Berlin Jungfernheide
11:56 (+21),RE 3170,Rathenow (ab 11:02),Berlin Jungfernheide
12:01 (+1),RE 3173,Jüterbog (ab 11:03),Berlin Jungfernheide
12:02 Ausfall,RB 18613,Nauen (ab 11:30),Berlin Jungfernheide
12:16 Ausfall,RB 18514,Berlin Südkreuz (ab 12:02),Berlin Jungfernheide
12:23 Ausfall,RB 18257,Berlin Gesundbrunnen (ab 12:13),Berlin Jungfernheide
12:33 Ausfall,RB 18254,Potsdam Hbf (ab 11:36),Berlin Jungfernheide
12:39 Ausfall,RB 18515,Nauen (ab 12:08),Berlin Jungfernheide
12:55 Ausfall,RB 18614,Berlin Südkreuz (ab 12:41),Berlin Jungfernheide
12:57 (+12),RE 3152,Stendal Hbf (ab 11:40),Berlin Jungfernheide
13:00 (+1),RE 3153,Falkenberg(Elster) (ab 11:14),Berlin Jungfernheide
13:02 Ausfall,RB 18615,Nauen (ab 12:31),Berlin Jungfernheide
13:16 Ausfall,RB 18516,Berlin Südkreuz (ab 13:01),Berlin Jungfernheide
13:23 Ausfall,RB 18259,Berlin Gesundbrunnen (ab 13:13),Berlin Jungfernheide
13:32 Ausfall,RB 18256,Potsdam Hbf (ab 12:36),Berlin Jungfernheide
13:40 Ausfall,RB 18517,Nauen (ab 13:08),Berlin Jungfernheide
13:53 Ausfall,RB 18616,Berlin Südkreuz (ab 13:39),Berlin Jungfernheide
13:56 (+2),RE 3172,Frankfurt(Oder) (ab 10:26),Berlin Jungfernheide
14:01 (+8),RE 3175,Jüterbog (ab 13:03),Berlin Jungfernheide
14:02 Ausfall,RB 18617,Nauen (ab 13:30),Berlin Jungfernheide
14:16 Ausfall,RB 18518,Berlin Südkreuz (ab 14:03),Berlin Jungfernheide
14:23 Ausfall,RB 18261,Berlin Gesundbrunnen (ab 14:13),Berlin Jungfernheide
14:33 Ausfall,RB 18258,Potsdam Hbf (ab 13:36),Berlin Jungfernheide
14:39 Ausfall,RB 18519,Nauen (ab 14:08),Berlin Jungfernheide
14:55 Ausfall,RB 18618,Berlin Südkreuz (ab 14:41),Berlin Jungfernheide
14:57 (+1),RE 3154,Stendal Hbf (ab 13:40),Berlin Jungfernheide
15:00 (+12),RE 3155,Falkenberg(Elster) (ab 13:14),Berlin Jungfernheide
15:02 Ausfall,RB 18619,Nauen (ab 14:31),Berlin Jungfernheide
15:16 Ausfall,RB 18520,Berlin Südkreuz (ab 15:01),Berlin Jungfernheide
15:23 Ausfall,RB 18263,Berlin Gesundbrunnen (ab 15:12),Berlin Jungfernheide
15:32 Ausfall,RB 18260,Potsdam Hbf (ab 14:36),Berlin Jungfernheide
15:39 Ausfall,RB 18521,Nauen (ab 15:08),Berlin Jungfernheide
15:54 Ausfall,RB 18620,Berlin Südkreuz (ab 15:41),Berlin Jungfernheide
15:56 (+4),RE 3174,Rathenow (ab 15:02),Berlin Jungfernheide
16:01 (+11),RE 3177,Jüterbog (ab 15:03),Berlin Jungfernheide
16:02 Ausfall,RB 18621,Nauen (ab 15:30),Berlin Jungfernheide
16:16 Ausfall,RB 18522,Berlin Südkreuz (ab 16:02),Berlin Jungfernheide
16:23 Ausfall,RB 18265,Berlin Gesundbrunnen (ab 16:13),Berlin Jungfernheide
16:33 Ausfall,RB 18262,Potsdam Hbf (ab 15:36),Berlin Jungfernheide
16:39 Ausfall,RB 18523,Nauen (ab 16:08),Berlin Jungfernheide
16:55 Ausfall,RB 18622,Berlin Südkreuz (ab 16:42),Berlin Jungfernheide
16:57,RE 3156,Stendal Hbf (ab 15:40),Berlin Jungfernheide
17:00 (+8),RE 3157,Falkenberg(Elster) (ab 15:14),Berlin Jungfernheide
17:03 Ausfall,RB 18623,Nauen (ab 16:31),Berlin Jungfernheide
17:16 Ausfall,RB 18524,Berlin Südkreuz (ab 17:02),Berlin Jungfernheide
17:23 Ausfall,RB 18267,Berlin Gesundbrunnen (ab 17:13),Berlin Jungfernheide
17:32 Ausfall,RB 18264,Potsdam Hbf (ab 16:36),Berlin Jungfernheide
17:39 Ausfall,RB 18525,Nauen (ab 17:08),Berlin Jungfernheide
17:55 Ausfall,RB 18624,Berlin Südkreuz (ab 17:41),Berlin Jungfernheide
17:56 (+27),RE 3176,Rathenow (ab 17:02),Berlin Jungfernheide
18:00 (+2),RE 3179,Jüterbog (ab 17:03),Berlin Jungfernheide
18:02 Ausfall,RB 18625,Nauen (ab 17:30),Berlin Jungfernheide
18:16 Ausfall,RB 18526,Berlin Südkreuz (ab 18:02),Berlin Jungfernheide
18:22 Ausfall,RB 18269,Berlin Gesundbrunnen (ab 18:13),Berlin Jungfernheide
18:33 Ausfall,RB 18266,Potsdam Hbf (ab 17:36),Berlin Jungfernheide
18:40 Ausfall,RB 18527,Nauen (ab 18:08),Berlin Jungfernheide
18:55 Ausfall,RB 18626,Berlin Südkreuz (ab 18:41),Berlin Jungfernheide
18:57 (+16),RE 3158,Stendal Hbf (ab 17:40),Berlin Jungfernheide
19:00 (+2),RE 3159,Falkenberg(Elster) (ab 17:14),Berlin Jungfernheide
19:03 Ausfall,RB 18627,Nauen (ab 18:31),Berlin Jungfernheide
19:16 Ausfall,RB 18528,Berlin Südkreuz (ab 19:01),Berlin Jungfernheide
19:22 Ausfall,RB 18271,Berlin Gesundbrunnen (ab 19:13),Berlin Jungfernheide
19:32 Ausfall,RB 18268,Potsdam Hbf (ab 18:36),Berlin Jungfernheide
19:40 Ausfall,RB 18529,Nauen (ab 19:08),Berlin Jungfernheide
19:54 Ausfall,RB 18628,Berlin Südkreuz (ab 19:41),Berlin Jungfernheide
19:56 (+29),RE 3178,Rathenow (ab 19:03),Berlin Jungfernheide
20:01 (+13),RE 3181,Jüterbog (ab 19:03),Berlin Jungfernheide
20:02 Ausfall,RB 18629,Nauen (ab 19:30),Berlin Jungfernheide
20:16 Ausfall,RB 18530,Berlin Südkreuz (ab 20:03),Berlin Jungfernheide
20:23 Ausfall,RB 18273,Berlin Gesundbrunnen (ab 20:13),Berlin Jungfernheide
20:33 Ausfall,RB 18270,Potsdam Hbf (ab 19:36),Berlin Jungfernheide
20:39 Ausfall,RB 18531,Nauen (ab 20:08),Berlin Jungfernheide
20:57 (+2),RE 3160,Berlin Ostkreuz (ab 05:25),Berlin Jungfernheide
21:00 (+6),RE 3161,Falkenberg(Elster) (ab 19:14),Berlin Jungfernheide
21:23 Ausfall,RB 18275,Schönefeld(bei Berlin) (ab 11:49),Berlin Jungfernheide
23:11 (+21),RE 3185,Falkenberg(Elster) (ab 21:14),Berlin Jungfernheide
