Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
05:27,05:27,RB 61003,Wandlitz (an 05:44),
06:27,06:27,RB 61005,Ruhlsdorf-Zerpenschleuse (an 07:00),
07:27,07:27,RB 61007,Wandlitz (an 07:44),
08:27,08:27,RB 61009,Ruhlsdorf-Zerpenschleuse (an 09:00),
09:27,09:27,RB 61011,Wandlitz (an 09:44),
10:27,10:27,RB 61013,Ruhlsdorf-Zerpenschleuse (an 11:00),
11:27,11:27,RB 61015,Wandlitz (an 11:44),
12:27,12:27,RB 61017,Ruhlsdorf-Zerpenschleuse (an 13:00),
13:27,13:27,RB 61019,Wandlitz (an 13:44),
14:27,14:27,RB 61021,Ruhlsdorf-Zerpenschleuse (an 15:00),
15:27,15:27,RB 61023,Wandlitz (an 15:44),
16:27,16:27,RB 61025,Ruhlsdorf-Zerpenschleuse (an 17:00),
17:27,17:27,RB 61027,Wandlitz (an 17:44),
18:27,18:27,RB 61029,Ruhlsdorf-Zerpenschleuse (an 19:00),
19:27,19:27,RB 61031,Wandlitz (an 19:44),
20:27,20:27,RB 61033,Ruhlsdorf-Zerpenschleuse (an 21:00),
21:27,21:27,RB 61035,Wandlitz (an 21:44),
