Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
04:23,04:23,RB 61040,Basdorf (ab 04:10),
05:53,05:53,RB 61002,Groß Schönebeck (ab 05:12),
07:53,07:53,RB 61006,Groß Schönebeck (ab 07:12),
09:53,09:53,RB 61010,Groß Schönebeck (ab 09:12),
11:53,11:53,RB 61014,Groß Schönebeck (ab 11:12),
13:53,13:53,RB 61018,Groß Schönebeck (ab 13:12),
15:53,15:53,RB 61022,Groß Schönebeck (ab 15:12),
16:53,16:53,RB 61024,Groß Schönebeck (ab 16:12),
17:53,17:53,RB 61026,Groß Schönebeck (ab 17:12),
18:53,18:53,RB 61028,Groß Schönebeck (ab 18:12),
19:53,19:53,RB 61030,Groß Schönebeck (ab 19:12),
23:53,23:53,RB 61038,Groß Schönebeck (ab 23:12),
