Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:43,RE 2,Berlin-Spandau (an 22:54),Berlin Alexanderplatz
00:43,RE 91525,Berlin Hbf (an 00:49),Berlin Alexanderplatz
00:48,RE 73796,Magdeburg Hbf (an 02:59),Berlin Alexanderplatz
03:00,RE 73754,Magdeburg Hbf (an 05:15),Berlin Alexanderplatz
04:32,RE 73756,Brandenburg Hbf (an 05:33),Berlin Alexanderplatz
06:16,RE 73760,Brandenburg Hbf (an 07:19),Berlin Alexanderplatz
06:29,RE 91433,Berlin-Spandau (an 06:54),Berlin Alexanderplatz
07:16,RE 73762,Brandenburg Hbf (an 08:23),Berlin Alexanderplatz
07:29,RE 91435,Hennigsdorf(b Berlin) (an 08:23),Berlin Alexanderplatz
07:33,RB 91434,Berlin Ostkreuz (an 07:40),Berlin Alexanderplatz
07:43,RE 73757,Berlin Ostkreuz (an 07:51),Berlin Alexanderplatz
08:08,RE 3713,Dessau Hbf (an 09:53),Berlin Alexanderplatz
08:08,RE 7,Karlsruhe Hbf (an 21:26),Berlin Alexanderplatz
08:16,RE 73764,Brandenburg Hbf (an 09:19),Berlin Alexanderplatz
08:29,RE 91439,Dallgow-Döberitz (an 09:02),Berlin Alexanderplatz
08:43,RE 73759,Berlin Ostkreuz (an 08:51),Berlin Alexanderplatz
09:16,RE 73766,Brandenburg Hbf (an 10:19),Berlin Alexanderplatz
09:29,RE 91442,Hennigsdorf(b Berlin) (an 10:23),Berlin Alexanderplatz
09:43,RE 73761,Berlin Ostkreuz (an 09:51),Berlin Alexanderplatz
10:16,RE 73768,Brandenburg Hbf (an 11:19),Berlin Alexanderplatz
10:29,RB 91446,Berlin-Spandau (an 10:54),Berlin Alexanderplatz
10:33,RB 91445,Berlin Ostkreuz (an 10:40),Berlin Alexanderplatz
10:43,RE 73763,Berlin Ostkreuz (an 10:51),Berlin Alexanderplatz
11:16,RE 73770,Brandenburg Hbf (an 12:19),Berlin Alexanderplatz
11:29,RB 91468,Hennigsdorf(b Berlin) (an 12:23),Berlin Alexanderplatz
11:43,RE 73765,Berlin Ostkreuz (an 11:51),Berlin Alexanderplatz
12:16,RE 73772,Brandenburg Hbf (an 13:19),Berlin Alexanderplatz
12:29,RB 91493,Berlin-Spandau (an 12:54),Berlin Alexanderplatz
12:43,RE 73767,Berlin Ostkreuz (an 12:51),Berlin Alexanderplatz
13:16,RE 73774,Brandenburg Hbf (an 14:19),Berlin Alexanderplatz
13:29,RB 91495,Berlin-Spandau (an 13:54),Berlin Alexanderplatz
13:43,RE 73769,Berlin Ostkreuz (an 13:51),Berlin Alexanderplatz
14:16,RE 73776,Brandenburg Hbf (an 15:19),Berlin Alexanderplatz
14:29,RE 91497,Berlin-Spandau (an 14:54),Berlin Alexanderplatz
14:43,RE 73771,Berlin Ostkreuz (an 14:51),Berlin Alexanderplatz
15:16,RE 73778,Brandenburg Hbf (an 16:23),Berlin Alexanderplatz
15:29,RB 91499,Berlin-Spandau (an 15:54),Berlin Alexanderplatz
15:43,RE 73773,Berlin Ostkreuz (an 15:51),Berlin Alexanderplatz
16:16,RE 73780,Brandenburg Hbf (an 17:19),Berlin Alexanderplatz
16:29,RB 91501,Berlin-Spandau (an 16:54),Berlin Alexanderplatz
17:16,RE 73782,Brandenburg Hbf (an 18:23),Berlin Alexanderplatz
17:29,RB 91504,Berlin-Spandau (an 17:54),Berlin Alexanderplatz
17:43,RE 73777,Berlin Ostkreuz (an 17:51),Berlin Alexanderplatz
18:16,RE 73784,Brandenburg Hbf (an 19:19),Berlin Alexanderplatz
18:29,RE 91512,Hennigsdorf(b Berlin) (an 19:23),Berlin Alexanderplatz
18:43,RE 73779,Berlin Ostkreuz (an 18:52),Berlin Alexanderplatz
19:16,RE 73786,Brandenburg Hbf (an 20:19),Berlin Alexanderplatz
19:29,RB 91517,Berlin-Spandau (an 19:54),Berlin Alexanderplatz
20:16,RE 73788,Brandenburg Hbf (an 21:21),Berlin Alexanderplatz
20:29,RB 91447,Berlin-Spandau (an 20:54),Berlin Alexanderplatz
21:29,RB 91518,Berlin-Spandau (an 21:54),Berlin Alexanderplatz
22:29,RE 91520,Berlin-Spandau (an 22:54),Berlin Alexanderplatz
23:08,RE 3743,Berlin-Wannsee (an 23:34),Berlin Alexanderplatz
23:29,RE 91523,Berlin Hbf (an 23:35),Berlin Alexanderplatz
