Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
05:04,05:04,RE 73753,Brandenburg Hbf (ab 04:17),1
05:54,05:54,RE 3601,Neuruppin West (ab 04:26),2
06:25,06:25,RE 73755,Brandenburg Hbf (ab 05:44),1
06:38,06:38,RE 3706,Dessau Hbf (ab 05:05),4
06:49,06:49,RE 73715,Burg(Magdeburg) (ab 05:27),4
06:50,06:50,RB 18603,Nauen (ab 06:11),3
07:26,07:26,RE 73757,Brandenburg Hbf (ab 06:44),1
07:34,07:34,RB 18244,Potsdam Hbf (ab 06:36),2
07:49,07:49,RE 73717,Burg(Magdeburg) (ab 06:28),4
08:25,08:25,RE 73759,Brandenburg Hbf (ab 07:44),1
08:38,08:38,RE 3710,Dessau Hbf (ab 07:05),3
08:48,08:48,RE 73719,Burg(Magdeburg) (ab 07:28),4
09:35,09:35,RB 18248,Potsdam Hbf (ab 08:36),3
09:38,09:38,RE 3712,Bad Belzig (ab 08:41),2
09:49,09:49,RE 73721,Burg(Magdeburg) (ab 08:28),4
09:50,09:50,RB 18609,Nauen (ab 09:10),3
09:54,09:54,RE 3611,Wittenberge (ab 07:05),2
10:26,10:26,RE 73763,Brandenburg Hbf (ab 09:44),3
10:32 (+4),10:36,ICE 996,Kassel-Wilhelmshöhe (ab 07:49),4
10:37,10:37,RE 3714,Dessau Hbf (ab 09:05),1
10:47 (+43),11:30,ICE 1543,Essen Hbf (ab 06:44),
10:48,10:48,RE 73723,Burg(Magdeburg) (ab 09:28),4
10:50,10:50,RB 18611,Nauen (ab 10:11),1
10:55,10:55,RE 3613,Neuruppin West (ab 09:25),3
11:26,11:26,RE 73765,Brandenburg Hbf (ab 10:44),
11:34 (+1),11:35,RB 18252,Potsdam Hbf (ab 10:36),2
11:37,11:37,RE 3716,Dessau Hbf (ab 10:05),1
11:48,11:48,RE 73725,Burg(Magdeburg) (ab 10:28),4
11:50,11:50,RB 18613,Nauen (ab 11:10),3
11:54,11:54,RE 3615,Wittenberge (ab 09:05),2
12:26,12:26,RE 73767,Brandenburg Hbf (ab 11:44),3
12:31 (+12),12:43,ICE 994,Stuttgart Hbf (ab 06:28),4
12:34 (+1),12:35,RB 18254,Potsdam Hbf (ab 11:36),2
12:37,12:37,RE 3718,Dessau Hbf (ab 11:05),1
12:47 (+5),12:52,ICE 1545,Essen Hbf (ab 08:44),
12:48 (+1),12:49,RE 73727,Burg(Magdeburg) (ab 11:28),4
12:50,12:50,RB 18615,Nauen (ab 12:11),1
12:55,12:55,RE 3617,Wittenberge (ab 10:05),3
13:24,13:24,IC 2035,Norddeich (ab 05:39),1
13:26,13:26,RE 73769,Brandenburg Hbf (ab 12:44),3
13:37,13:37,RE 3720,Dessau Hbf (ab 12:05),1
13:48,13:48,RE 73729,Burg(Magdeburg) (ab 12:28),4
13:54 (+56),14:50,RE 3619,Wittenberge (ab 11:05),
14:31 (+37),15:08,ICE 992,Frankfurt(M) Flughafen Fernbf (ab 10:09),4
14:38,14:38,RE 3722,Dessau Hbf (ab 13:05),4
14:47,14:47,ICE 1547,Aachen Hbf (ab 09:06),2
15:37,15:37,re 3724,Dessau Hbf (ab 14:05),2
16:31 (+5),16:36,ICE 798,Karlsruhe Hbf (ab 10:40),
16:38,16:38,RE 3726,Dessau Hbf (ab 15:05),4
17:38,17:38,RE 3728,Dessau Hbf (ab 16:05),1
18:37,18:37,RE 3730,Dessau Hbf (ab 17:05),3
18:45,18:45,IC 2431,Emden Außenhafen (ab 12:01),1
19:38,19:38,RE 3732,Dessau Hbf (ab 18:05),3
20:31 (+2),20:33,ICE 794,Karlsruhe Hbf (ab 14:40),
20:56 (+2),20:58,RE 3633,Wittenberge (ab 18:05),
21:54 (+3),21:57,RE 3635,Wittenberge (ab 19:05),
22:48,22:48,RE 73747,Burg(Magdeburg) (ab 21:23),4
23:48,23:48,RE 73749,Burg(Magdeburg) (ab 22:24),4
