Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
03:40,RB 62091,Berlin Hbf (an 03:44),Berlin Jungfernheide
04:30,RE 62001,Elstal (an 04:49),Berlin Jungfernheide
04:41,RE 62040,Elsterwerda (an 06:29),Berlin Jungfernheide
05:23,RB 18243,Potsdam Hbf (an 06:23),Berlin Jungfernheide
05:28,RE 62000,Baruth(Mark) (an 06:36),Berlin Jungfernheide
05:33,RE 62003,Elstal (an 05:53),Berlin Jungfernheide
06:00,RE 3164,Jüterbog (an 06:54),Berlin Jungfernheide
06:00,RE 3167,Stendal Hbf (an 07:13),Berlin Jungfernheide
06:07,RB 62051,Berlin Südkreuz (an 06:21),Berlin Jungfernheide
06:28,RE 62002,Elsterwerda (an 08:31),Berlin Jungfernheide
06:30,RE 62005,Elstal (an 06:49),Berlin Jungfernheide
06:59,RE 3146,Falkenberg(Elster) (an 08:44),Berlin Jungfernheide
07:07,RB 62053,Berlin Südkreuz (an 07:21),Berlin Jungfernheide
07:28,RE 62004,Berlin Südkreuz (an 07:49),Berlin Jungfernheide
08:00,RE 3166,Jüterbog (an 08:54),Berlin Jungfernheide
08:00,RE 3169,Stendal Hbf (an 09:30),Berlin Jungfernheide
08:07,RB 62055,Berlin Südkreuz (an 08:21),Berlin Jungfernheide
08:28,RE 62006,Elsterwerda (an 10:31),Berlin Jungfernheide
08:59,RE 3148,Falkenberg(Elster) (an 10:44),Berlin Jungfernheide
09:00,RE 3149,Rathenow (an 09:54),Berlin Jungfernheide
09:07,RB 62057,Berlin Südkreuz (an 09:21),Berlin Jungfernheide
09:22,RB 18251,Potsdam Hbf (an 10:23),Berlin Jungfernheide
09:28,RE 62008,Berlin Südkreuz (an 09:49),Berlin Jungfernheide
10:00,RE 3168,Jüterbog (an 10:54),Berlin Jungfernheide
10:00,RE 3171,Stendal Hbf (an 11:30),Berlin Jungfernheide
10:07,RB 62059,Berlin Südkreuz (an 10:22),Berlin Jungfernheide
10:25,RE 62010,Elsterwerda (an 12:31),Berlin Jungfernheide
10:59,RE 3150,Falkenberg(Elster) (an 12:44),Berlin Jungfernheide
11:00,RE 3151,Rathenow (an 11:54),Berlin Jungfernheide
11:07,RB 62061,Berlin Südkreuz (an 11:21),Berlin Jungfernheide
11:23,RB 18255,Potsdam Hbf (an 12:23),Berlin Jungfernheide
11:28,RE 62012,Berlin Südkreuz (an 11:49),Berlin Jungfernheide
11:36,RE 62015,Elstal (an 11:53),Berlin Jungfernheide
12:00,RE 3170,Jüterbog (an 12:54),Berlin Jungfernheide
12:00,RE 3173,Stendal Hbf (an 13:30),Berlin Jungfernheide
