Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:42,RE 3100,Nauen (ab 00:07),Berlin-Charlottenburg
00:50,RE 73797,Erkner (ab 00:08),Berlin-Charlottenburg
00:58,RE 3141,Cottbus Hbf (ab 23:02),Berlin-Charlottenburg
01:09,RE 73794,Magdeburg Hbf (ab 23:22),Berlin-Charlottenburg
01:35 (+6),RE 62042,Nauen (ab 01:03),Berlin-Charlottenburg
01:50,RE 73753,Frankfurt(Oder) (ab 00:24),Berlin-Charlottenburg
02:24,RE 62047,Flughafen BER - Terminal 1-2 (ab 01:39),Berlin-Charlottenburg
02:26,RE 3143,Magdeburg Hbf (ab 00:42),Berlin-Charlottenburg
02:26,RE 73798,Magdeburg Hbf (ab 00:42),Berlin-Charlottenburg
02:34,RE 62046,Nauen (ab 02:02),Berlin-Charlottenburg
03:17,RE 73755,Berlin Ostkreuz (ab 02:52),Berlin-Charlottenburg
03:33,RE 62044,Nauen (ab 03:02),Berlin-Charlottenburg
04:00,RE 73752,Brandenburg Hbf (ab 03:15),Berlin-Charlottenburg
04:31 (+1),RE 62048,Nauen (ab 04:01),Berlin-Charlottenburg
05:12,RE 3102,Nauen (ab 04:37),Berlin-Charlottenburg
05:12,RE 73717,Frankfurt(Oder) (ab 03:43),Berlin-Charlottenburg
05:35 Ausfall,RE 3704,Dessau Hbf (ab 04:05),Berlin-Charlottenburg
05:35,RE 95111,Bad Belzig (ab 04:42),Berlin-Charlottenburg
05:35,RE7,Pinneberg (ab 00:06),Berlin-Charlottenburg
05:46 (+1),RE 3103,Cottbus Hbf (ab 03:47),Berlin-Charlottenburg
05:50,RE 73759,Frankfurt(Oder) (ab 04:23),Berlin-Charlottenburg
05:56,RE 3601,Neuruppin West (ab 04:23),Berlin-Charlottenburg
05:58,RB 18140,Flughafen BER - Terminal 1-2 (ab 05:13),Berlin-Charlottenburg
06:12,RE 3104,Frankfurt(Oder) (ab 03:43),Berlin-Charlottenburg
06:33,RE 73805,Frankfurt(Oder) (ab 05:26),Berlin-Charlottenburg
06:45,RE 3639,Wittstock(Dosse) (ab 04:52),Berlin-Charlottenburg
06:46,RE 3105,Cottbus Hbf (ab 05:01),Berlin-Charlottenburg
06:58 (+1),RB 18142,Flughafen BER - Terminal 1-2 (ab 06:13),Berlin-Charlottenburg
07:12,RE 3106,Eisenhüttenstadt (ab 04:26),Berlin-Charlottenburg
07:45,RE 3603,Wittstock(Dosse) (ab 05:56),Berlin-Charlottenburg
07:46 (+21),RE 3107,Cottbus Hbf (ab 06:08),Berlin-Charlottenburg
07:58 (+4),RB 18144,Flughafen BER - Terminal 1-2 (ab 07:13),Berlin-Charlottenburg
08:12,RE 3108,Eisenhüttenstadt (ab 05:36),Berlin-Charlottenburg
08:18 (+3),FLX 1356,Berlin Ostbahnhof (ab 07:56),Berlin-Charlottenburg
08:45,RE 3623,Neuruppin West (ab 07:25),Berlin-Charlottenburg
08:46 (+11),re 3109,Cottbus Hbf (ab 07:03),Berlin-Charlottenburg
08:58 (+3),RB 18146,Flughafen BER - Terminal 1-2 (ab 08:13),Berlin-Charlottenburg
09:12,RE 3110,Nauen (ab 08:37),Berlin-Charlottenburg
09:46,RE 3111,Cottbus Hbf (ab 08:04),Berlin-Charlottenburg
09:46 (+1),RE 3605,Wittenberge (ab 07:06),Berlin-Charlottenburg
09:58,RB 18148,Flughafen BER - Terminal 1-2 (ab 09:13),Berlin-Charlottenburg
