Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:30,FEX19878,Flughafen BER (ab 00:02),Berlin Friedrichstraße
01:00,RE 3742,Brück(Mark) (ab 00:04),Berlin Friedrichstraße
01:43,FEX19880,Flughafen BER (ab 01:15),Berlin Friedrichstraße
03:17,FEX19801,Berlin-Charlottenburg (ab 03:05),Berlin Friedrichstraße
03:31,FEX19803,Berlin-Charlottenburg (ab 03:20),Berlin Friedrichstraße
04:35,RE 73800,Berlin-Charlottenburg (ab 04:23),Berlin Friedrichstraße
04:48,RE 3702,Bad Belzig (ab 03:41),Berlin Friedrichstraße
04:56,RE 73717,Frankfurt(Oder) (ab 03:44),Berlin Friedrichstraße
05:09,RB 18141,Berlin-Charlottenburg (ab 04:57),Berlin Friedrichstraße
05:09,RE 3707,Iserlohn (ab 23:50),Berlin Friedrichstraße
05:45,RB 18140,Flughafen BER (ab 05:13),Berlin Friedrichstraße
05:47,RE 3704,Dessau Hbf (ab 04:05),Berlin Friedrichstraße
05:56,RE 73719,Eisenhüttenstadt (ab 04:26),Berlin Friedrichstraße
05:56 (+1),RE 73719,Eisenhüttenstadt (ab 04:26),Berlin Friedrichstr
06:01,RE 73714,Brandenburg Hbf (ab 05:05),Berlin Friedrichstr
06:01,RE 73714,Brandenburg Hbf (ab 05:05),Berlin Friedrichstraße
06:12,RB 18143,Berlin-Charlottenburg (ab 06:00),Berlin Friedrichstraße
06:16,RE 73756,Magdeburg Hbf (ab 04:19),Berlin Friedrichstraße
06:36,RE 73761,Frankfurt(Oder) (ab 05:26),Berlin Friedrichstraße
06:38,RE 73802,Brandenburg Hbf (ab 05:45),Berlin Friedrichstraße
06:45,RB 18142,Flughafen BER (ab 06:13),Berlin Friedrichstraße
06:45 (+6),RB 18142,Flughafen BER (ab 06:13),Berlin Friedrichstr
06:48,RE 3706,Dessau Hbf (ab 05:05),Berlin Friedrichstraße
06:56,RE 73721,Eisenhüttenstadt (ab 05:36),Berlin Friedrichstraße
06:56 (+1),RE 73721,Eisenhüttenstadt (ab 05:36),Berlin Friedrichstr
06:56,RE 73721,Schwarzach-St.Veit (ab 08:24),Berlin Friedrichstraße
06:56 (+1),RE 73721,Schwarzach-St.Veit (ab 08:24),Berlin Friedrichstr
07:01,RE 73716,Magdeburg Hbf (ab 05:12),Berlin Friedrichstr
07:01,RE 73716,Magdeburg Hbf (ab 05:12),Berlin Friedrichstraße
07:01,RE 73716,Magdeburg-Neustadt (ab 05:16),Berlin Friedrichstr
07:01,RE 73716,Magdeburg-Neustadt (ab 05:16),Berlin Friedrichstraße
07:01,RE 73716,Burg(Magdeburg) (ab 05:28),Berlin Friedrichstr
07:01,RE 73716,Burg(Magdeburg) (ab 05:28),Berlin Friedrichstraße
07:01,RE 73716,Güsen(b Genthin) (ab 05:35),Berlin Friedrichstr
07:01,RE 73716,Güsen(b Genthin) (ab 05:35),Berlin Friedrichstraße
07:01,RE 73716,Genthin (ab 05:44),Berlin Friedrichstr
07:01,RE 73716,Genthin (ab 05:44),Berlin Friedrichstraße
07:12 (+2),RB 18145,Golm (ab 06:30),Berlin Friedrichstr
07:12,RB 18145,Golm (ab 06:30),Berlin Friedrichstraße
07:12 (+2),RB 18145,Potsdam Park Sanssouci (ab 06:35),Berlin Friedrichstr
07:37,RE 73804,Magdeburg Hbf (ab 05:54),Berlin Friedrichstraße
07:45 (+1),RB 18144,Flughafen BER (ab 07:13),Berlin Friedrichstr
07:45,RB 18144,Flughafen BER (ab 07:13),Berlin Friedrichstraße
07:48 (+6),RE 3708,Dessau Hbf (ab 06:05),Berlin Friedrichstraße
07:48 (+6),RE 3708,Dessau Hbf (ab 06:05),Berlin Friedrichstr
07:48 (+6),RE 3708,Münster(Westf)Hbf (ab 06:38),Berlin Friedrichstraße
07:48 (+6),RE 3708,Münster(Westf)Hbf (ab 06:38),Berlin Friedrichstr
07:56 (+1),RE 73723,Frankfurt(Oder) (ab 06:55),Berlin Friedrichstr
07:56,RE 73723,Frankfurt(Oder) (ab 06:55),Berlin Friedrichstraße
08:01,RE 73718,Brandenburg Hbf (ab 07:05),Berlin Friedrichstraße
08:01 (+8),RE 73718,Brandenburg Hbf (ab 07:05),Berlin Friedrichstr
08:12,RB 18147,Golm (ab 07:30),Berlin Friedrichstraße
08:12 (+4),RB 18147,Golm (ab 07:30),Berlin Friedrichstr
08:12,RB 18147,Potsdam Park Sanssouci (ab 07:35),Berlin Friedrichstraße
08:12 (+4),RB 18147,Potsdam Park Sanssouci (ab 07:35),Berlin Friedrichstr
08:36,RE 73765,Frankfurt(Oder) (ab 07:26),Berlin Friedrichstraße
08:38,RE 73806,Brandenburg Hbf (ab 07:45),Berlin Friedrichstraße
08:44,RB 18146,Flughafen BER (ab 08:13),Berlin Friedrichstraße
08:44 (+16),RB 18146,Flughafen BER (ab 08:13),Berlin Friedrichstr
08:48 (+6),RE 3710,Dessau Hbf (ab 07:05),Berlin Friedrichstr
08:48 (+6),RE 3710,Dessau Hbf (ab 07:05),Berlin Friedrichstraße
08:56,RE 73725,Eisenhüttenstadt (ab 07:36),Berlin Friedrichstraße
08:56 (+24),RE 73725,Eisenhüttenstadt (ab 07:36),Berlin Friedrichstr
09:03,RE 73720,Magdeburg Hbf (ab 07:12),Berlin Friedrichstr
09:03,RE 73720,Magdeburg Hbf (ab 07:12),Berlin Friedrichstraße
09:03,RE 73720,Magdeburg-Neustadt (ab 07:16),Berlin Friedrichstr
09:03,RE 73720,Burg(Magdeburg) (ab 07:28),Berlin Friedrichstraße
09:03,RE 73720,Burg(Magdeburg) (ab 07:28),Berlin Friedrichstr
09:12,RB 18149,Golm (ab 08:30),Berlin Friedrichstraße
09:12 (+3),RB 18149,Golm (ab 08:30),Berlin Friedrichstr
09:12,RB 18149,Potsdam Park Sanssouci (ab 08:35),Berlin Friedrichstraße
09:12 (+3),RB 18149,Potsdam Park Sanssouci (ab 08:35),Berlin Friedrichstr
09:16,RE 73762,Brandenburg Hbf (ab 08:19),Berlin Friedrichstraße
09:38,RE 73808,Brandenburg Hbf (ab 08:45),Berlin Friedrichstraße
09:45,RB 18148,Flughafen BER (ab 09:13),Berlin Friedrichstraße
09:45 (+3),RB 18148,Flughafen BER (ab 09:13),Berlin Friedrichstr
09:48 (+3),RE 3712,Dessau Hbf (ab 08:05),Berlin Friedrichstr
