Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:05,RB 21962,Berlin-Charlottenburg (an 00:26),Berlin Ostbahnhof
00:17,RE 3745,Bad Belzig (an 01:31),Berlin Ostbahnhof
00:21,ICE 1540,Düsseldorf Wehrhahn (an 07:45),Berlin Ostbahnhof
00:39,RE 2,Koblenz Hbf (an 23:09),Berlin Ostbahnhof
00:39,RE 3141,Lübben(Spreewald) (an 23:35),Berlin Ostbahnhof
00:43,RE 73796,Magdeburg Hbf (an 02:59),Berlin Ostbahnhof
00:53,RB 21968,Berlin-Charlottenburg (an 01:13),Berlin Ostbahnhof
01:04,RE 3140,Cottbus Hbf (an 02:40),Berlin Ostbahnhof
01:16,RE 3742,Berlin Ostkreuz (an 01:20),Berlin Ostbahnhof
02:18,RE 3701,Berlin Hbf (an 02:29),Berlin Ostbahnhof
02:18,RE 3703,Berlin-Wannsee (an 02:48),Berlin Ostbahnhof
02:56,RE 73754,Magdeburg Hbf (an 05:15),Berlin Ostbahnhof
04:09 (+1),ICE 646,Köln Breslauer Platz/Hbf (an 09:33),Berlin Ostbahnhof
04:28,RE 73756,Brandenburg Hbf (an 05:33),Berlin Ostbahnhof
05:04,RE 3707,Dessau Hbf (an 06:53),Berlin Ostbahnhof
05:04,RE 7,Baden-Baden (an 23:03),Berlin Ostbahnhof
05:12,RE 73758,Brandenburg Hbf (an 06:19),Berlin Ostbahnhof
05:15 (+2),ICE 946,Köln Hbf (an 10:35),Berlin Ostbahnhof
05:25,RE 3103,Hennigsdorf(b Berlin) (an 06:23),Berlin Ostbahnhof
05:38,RE 3102,Cottbus Hbf (an 06:56),Berlin Ostbahnhof
05:43,S,Chiasso (an 21:40),Berlin Ostbahnhof (S)
05:56 Ausfall,ICE 240,Amsterdam Centraal (an 12:03),Berlin Ostbahnhof
05:57,RE 3704,Senftenberg (an 07:41),Berlin Ostbahnhof
05:57,RE 91542,Lübbenau(Spreewald) (an 07:03),Berlin Ostbahnhof
06:12,RE 73760,Berlin Hbf (an 06:22),Berlin Ostbahnhof
06:15 (+2),ICE 279,Interlaken Ost (an 15:59),Berlin Ostbahnhof
06:25,RE 3105,Hennigsdorf(b Berlin) (an 07:23),Berlin Ostbahnhof
06:32 (+1),ICE 644,Salzburg Hbf (an 15:49),Berlin Ostbahnhof
06:38,RE 3104,Cottbus Hbf (an 07:57),Berlin Ostbahnhof
06:55 (+3),ICE 1548,Köln Hbf (an 12:16),Berlin Ostbahnhof
07:04,RE 3711,Dessau Hbf (an 08:53),Berlin Ostbahnhof
07:08,ICE 795,Göttingen (an 09:50),Berlin Ostbahnhof
07:12,RE 73762,Berlin Hbf (an 07:22),Berlin Ostbahnhof
07:25,RE 3107,Berlin-Spandau (an 07:54),Berlin Ostbahnhof
07:32 (+2),ICE 944,Köln Breslauer Platz/Hbf (an 12:33),Berlin Ostbahnhof
07:38,RE 3106,Cottbus Hbf (an 08:56),Berlin Ostbahnhof
07:56 Ausfall,ICE 148,Amsterdam Centraal (an 14:04),Berlin Ostbahnhof
07:58,RE 3708,Lübbenau(Spreewald) (an 09:03),Berlin Ostbahnhof
08:04,RE 3713,Wiesenburg(Mark) (an 09:26),Berlin Ostbahnhof
08:12,RE 73764,Potsdam Hbf (an 08:51),Berlin Ostbahnhof
08:17 (+1),ICE 371,Basel SBB (an 15:48),Berlin Ostbahnhof
08:32 Ausfall,ICE 642,Köln Hbf (an 13:34),Berlin Ostbahnhof
08:38,RE 3108,Cottbus Hbf (an 09:55),Berlin Ostbahnhof
08:38,RE 95034,Cottbus Hbf (an 09:55),Berlin Ostbahnhof
08:55 (+4),ICE 1052,Köln Hbf (an 14:19),Berlin Ostbahnhof
08:58,RE 3710,Lübbenau(Spreewald) (an 10:03),Berlin Ostbahnhof
09:04,RE 3715,Wiesenburg(Mark) (an 10:26),Berlin Ostbahnhof
09:08 (+1),ICE 797,Göttingen (an 11:51),Berlin Ostbahnhof
09:12,RE 73766,Berlin Hbf (an 09:22),Berlin Ostbahnhof
09:32 (+6),ICE 942,Köln Breslauer Platz/Hbf (an 14:32),Berlin Ostbahnhof
09:38,RE 3110,Cottbus Hbf (an 10:55),Berlin Ostbahnhof
09:38,RE 95036,Cottbus Hbf (an 10:55),Berlin Ostbahnhof
