Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:03 (+9),RE 73750,Frankfurt(Oder) (an 01:17),Berlin Alexanderplatz
00:09,RE 62045,Nauen (an 00:57),Berlin Alexanderplatz
00:20,RE 3701,Bad Belzig (an 01:31),Berlin Alexanderplatz
00:20,RE 94701,Berlin Zoologischer Garten (an 00:32),Berlin Alexanderplatz
00:28,FEX94458,Berlin Zoologischer Garten (an 00:39),Berlin Alexanderplatz
00:34,RE 3154,Falkenberg(Elster) (an 16:35),Berlin Alexanderplatz
00:34,RE 73797,Magdeburg Hbf (an 02:34),Berlin Alexanderplatz
00:41 Ausfall,RE 3141,Berlin-Charlottenburg (an 00:58),Berlin Alexanderplatz
00:41,RE 4255,Brig (an 06:07),Berlin Alexanderplatz
00:48,RE 62038,Flughafen BER - Terminal 1-2 (an 01:15),Berlin Alexanderplatz
01:00,RE 3100,Cottbus Hbf (an 02:41),Berlin Alexanderplatz
01:06,RE 94742,Berlin Ostkreuz (an 01:14),Berlin Alexanderplatz
01:28 (+3),RE 73794,Frankfurt(Oder) (an 02:36),Berlin Alexanderplatz
01:34,RE 3150,Falkenberg(Elster) (an 12:35),Berlin Alexanderplatz
01:34,RE 73753,Berlin Zoologischer Garten (an 01:46),Berlin Alexanderplatz
01:54,RE 62042,Flughafen BER - Terminal 1-2 (an 02:21),Berlin Alexanderplatz
02:07,RE 62047,Nauen (an 02:56),Berlin Alexanderplatz
02:52,RE 62046,Flughafen BER - Terminal 1-2 (an 03:16),Berlin Alexanderplatz
03:21,FEX19801,Flughafen BER - Terminal 1-2 (an 03:46),Berlin Alexanderplatz
03:35 (+3),FEX19803,Flughafen BER - Terminal 1-2 (an 04:00),Berlin Alexanderplatz
03:52,RE 62044,Flughafen BER - Terminal 1-2 (an 04:17),Berlin Alexanderplatz
04:06,RE 3700,Senftenberg (an 05:38),Berlin Alexanderplatz
04:06,RE 94749,Lübbenau(Spreewald) (an 05:00),Berlin Alexanderplatz
04:11,RE 62001,Wismar (an 07:26),Berlin Alexanderplatz
04:18,RE 3145,Rathenow (an 05:52),Berlin Alexanderplatz
04:18,RE 73752,Frankfurt(Oder) (an 05:31),Berlin Alexanderplatz
04:29,RE 2,Baden-Baden (an 16:27),Berlin Alexanderplatz
04:29,RE 3101,Frankfurt(Oder) (an 07:03),Berlin Alexanderplatz
04:29,RE 63957,Ostseebad Binz (an 14:55),Berlin Alexanderplatz
04:34,RE 73757,Brandenburg Hbf (an 05:40),Berlin Alexanderplatz
04:34 (+1),RE 93757,Berlin Zoologischer Garten (an 04:46),Berlin Alexanderplatz
04:34,RE1,Karlsruhe Hbf (an 01:19),Berlin Alexanderplatz
04:40 (+3),RE 73800,Eisenhüttenstadt (an 06:05),Berlin Alexanderplatz
04:48 (+3),RE 62048,Flughafen BER - Terminal 1-2 (an 05:14),Berlin Alexanderplatz
04:53 (+1),RE 94702,Senftenberg (an 06:42),Berlin Alexanderplatz
04:56 (+6),RE 3104,Cottbus Hbf (an 07:55),Berlin Alexanderplatz
04:56,RE 73717,Magdeburg Hbf (an 06:47),Berlin Alexanderplatz
05:06 (+13),RE 94707,Berlin Zoologischer Garten (an 05:19),Berlin Alexanderplatz
05:06,RE 95121,Berlin Zoologischer Garten (an 05:19),Berlin Alexanderplatz
05:11 (+13),RE 62003,Wismar (an 08:37),Berlin Alexanderplatz
05:13,RB 18141,Flughafen BER - Terminal 1-2 (an 05:45),Berlin Alexanderplatz
05:18,RE 93754,Frankfurt(Oder) (an 06:28),Berlin Alexanderplatz
05:29,RE 3103,Nauen (an 06:23),Berlin Alexanderplatz
05:29,RE 63959,Berlin-Spandau (an 05:54),Berlin Alexanderplatz
05:30,RE 3102,Cottbus Hbf (an 06:55),Berlin Alexanderplatz
05:34,RE 3160,Jüterbog (an 21:54),Berlin Alexanderplatz
05:34,RE 73759,Brandenburg Hbf (an 06:40),Berlin Alexanderplatz
05:34 Ausfall,RE 93759,Berlin Zoologischer Garten (an 05:46),Berlin Alexanderplatz
05:39,RE 62000,Flughafen BER - Terminal 1-2 (an 06:10),Berlin Alexanderplatz
05:42,RB 18140,Golm (an 06:29),Berlin Alexanderplatz
05:42,RB 18800,Potsdam Hbf (an 06:16),Berlin Alexanderplatz
05:53 (+9),RE 94704,Senftenberg (an 07:42),Berlin Alexanderplatz
05:56 (+5),RE 3106,Cottbus Hbf (an 08:54),Berlin Alexanderplatz
05:56,RE 73719,Magdeburg Hbf (an 07:47),Berlin Alexanderplatz
06:03 (+2),RE 73714,Frankfurt(Oder) (an 07:03),Berlin Alexanderplatz
06:06 (+1),RE 94709,Berlin Zoologischer Garten (an 06:19),Berlin Alexanderplatz
06:11,RE 62005,Wittenberge (an 07:57),Berlin Alexanderplatz
06:12 (+6),RE 18754,Lübbenau(Spreewald) (an 07:13),Berlin Alexanderplatz
06:16 Ausfall,RB 18143,Flughafen BER - Terminal 1-2 (an 06:46),Berlin Alexanderplatz
06:16,RE 93805,Berlin Hbf (an 06:22),Berlin Alexanderplatz
06:21 (+17),RE 93756,Frankfurt(Oder) (an 07:31),Berlin Alexanderplatz
06:29 (+5),RE 3105,Frankfurt(Oder) (an 09:31),Berlin Alexanderplatz
06:29,RE 95014,Berlin-Spandau (an 06:54),Berlin Alexanderplatz
06:34,RE 73805,Brandenburg Hbf (an 07:16),Berlin Alexanderplatz
06:34 (+5),RE 93751,Berlin Zoologischer Garten (an 06:46),Berlin Alexanderplatz
06:42 (+1),RB 18142,Berlin Zoologischer Garten (an 06:55),Berlin Alexanderplatz
06:43,RE 73802,Frankfurt(Oder) (an 07:40),Berlin Alexanderplatz
06:43,RE 93167,Frankfurt(Oder) (an 07:40),Berlin Alexanderplatz
06:43 Ausfall,RE 93832,Frankfurt(Oder) (an 07:40),Berlin Alexanderplatz
06:46 (+21),RE 18753,Karlsruhe Hbf (an 07:58),Berlin Alexanderplatz
06:48 (+1),RE 62002,Flughafen BER - Terminal 1-2 (an 07:15),Berlin Alexanderplatz
06:53 (+6),RE 94706,Senftenberg (an 08:42),Berlin Alexanderplatz
06:56 (+5),RE 3108,Cottbus Hbf (an 09:54),Berlin Alexanderplatz
06:56 (+18),RE 73721,Magdeburg Hbf (an 08:47),Berlin Alexanderplatz
07:03 (+8),RE 73716,Eisenhüttenstadt (an 08:23),Berlin Alexanderplatz
07:06 (+2),RE 94711,Berlin Zoologischer Garten (an 07:19),Berlin Alexanderplatz
07:11 (+9),RE 62007,Wismar (an 10:37),Berlin Alexanderplatz
07:12 (+17),RE 18756,Singen(Hohentwiel) (an 16:50),Berlin Alexanderplatz
07:16 (+32),RB 18145,Flughafen BER - Terminal 1-2 (an 07:46),Berlin Alexanderplatz
07:16 (+1),RE 93807,Berlin Hbf (an 07:22),Berlin Alexanderplatz
07:21 (+24),RE 93758,Frankfurt(Oder) (an 08:31),Berlin Alexanderplatz
07:29,RE 3107,Frankfurt(Oder) (an 10:03),Berlin Alexanderplatz
07:29,RE 63961,Ostseebad Binz (an 16:55),Berlin Alexanderplatz
07:29,RE 95021,Berlin-Spandau (an 07:54),Berlin Alexanderplatz
