Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:05,RB 62086,Baruth(Mark) (ab 23:19),Berlin Südkreuz
00:10,RE 93166,Teltow (ab 00:00),Berlin Südkreuz
00:28 (+43),ICE 700,München Hbf (ab 19:09),Berlin Südkreuz
00:33 (+6),ICE 592,München Hbf (ab 16:45),Berlin Südkreuz
00:47,RE 3,Moosburg (Oberbayern) (ab 00:00),Berlin Südkreuz
00:47,RE 3363,Berlin Hbf (ab 00:40),Berlin Südkreuz
00:54,RB 56816,Oranienburg (ab 00:15),Berlin Südkreuz
00:56 (+10),ICE 1500,Regensburg Hbf (ab 19:20),Berlin Südkreuz
04:45,ICE 100,Berlin Westend (ab 04:02),Berlin Südkreuz (S)
04:53,RE 62040,Wustermark (ab 04:16),Berlin Südkreuz
04:57,RE 3369,Eberswalde Hbf (ab 04:03),Berlin Südkreuz
05:00,ICE 373,Berlin-Schöneweide (S) (ab 04:40),Berlin Südkreuz (S)
05:04,RE 62003,Baruth(Mark) (ab 04:19),Berlin Südkreuz
05:04,WB 998,Wien Westbahnhof (ab 00:08),Berlin Südkreuz
05:08,RE 3302,Jüterbog (ab 04:22),Berlin Südkreuz
05:14,FEX,Berlin-Charlottenburg (ab 05:00),Berlin Südkreuz
05:15,RE 3144,Rathenow (ab 04:09),Berlin Südkreuz
05:23,RE 4351,Neustrelitz Hbf (ab 03:49),Berlin Südkreuz
05:24,RB 62050,Wünsdorf-Waldstadt (ab 04:50),Berlin Südkreuz
05:32 (+7),ICE 2843,Berlin Gesundbrunnen (ab 05:16),Berlin Südkreuz
05:32 (+6),ICE 593,Berlin Gesundbrunnen (ab 05:16),Berlin Südkreuz
05:39,RE 3341,Schwedt(Oder) (ab 04:04),Berlin Südkreuz
05:40 (+6),ICE 1501,Berlin Gesundbrunnen (ab 05:26),Berlin Südkreuz
05:40 (+4),ICE 2819,Berlin Gesundbrunnen (ab 05:26),Berlin Südkreuz
05:42,RE 3167,Jüterbog (ab 05:02),Berlin Südkreuz
05:48,RB 18501,Cottbus Hbf (ab 04:24),Berlin Südkreuz
05:49,RE 62000,Elstal (ab 05:07),Berlin Südkreuz
05:56,ICE 701,Berlin Hbf (ab 05:52),Berlin Südkreuz
06:00 Ausfall,ICE 1541,Paderborn Hbf (ab 22:15),Berlin Südkreuz
06:05,RE 62005,Elsterwerda (ab 04:29),Berlin Südkreuz
06:05,REX 5343,Berlin Beusselstraße (ab 05:28),Berlin Südkreuz (S)
06:06,RB 18500,Berlin Hbf (ab 05:58),Berlin Südkreuz
06:09,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),Berlin Südkreuz
06:13,RE 3164,Stendal Hbf (ab 04:48),Berlin Südkreuz
06:21,RB 62051,Wustermark (ab 05:39),Berlin Südkreuz
06:23,RE 3503,Neubrandenburg (ab 04:27),Berlin Südkreuz
06:33 (+14),ICE 503,Berlin Gesundbrunnen (ab 06:16),Berlin Südkreuz
06:36,RB 62052,Rangsdorf (ab 06:21),Berlin Südkreuz
06:40 (+1),ICE 1003,Berlin Hbf (ab 06:36),Berlin Südkreuz
06:41,RE 3147,Falkenberg(Elster) (ab 05:14),Berlin Südkreuz
06:47,RE 3301,Pasewalk (ab 04:44),Berlin Südkreuz
06:49 (+1),ICE 904,München Hbf (ab 23:02),Berlin Südkreuz
06:49,RB 18503,Cottbus Hbf (ab 05:23),Berlin Südkreuz
06:51,WB 997,Elstal (ab 06:07),Berlin Südkreuz
07:04,RE 62007,Elsterwerda (ab 05:29),Berlin Südkreuz
07:08,RB 18502,Berlin Hbf (ab 07:00),Berlin Südkreuz
07:08,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),Berlin Südkreuz
07:13 (+56),IC 60409,Zürich HB (ab 19:59),Berlin Südkreuz
07:13 (+56),NJ 409,Berlin Beusselstraße (ab 07:28),Berlin Südkreuz
07:15,RE 3146,Stendal Hbf (ab 05:48),Berlin Südkreuz
07:21,RB 62053,Wustermark (ab 06:39),Berlin Südkreuz
07:22,ICE 606,Erfurt Hbf (ab 05:25),Berlin Südkreuz
07:23,RE 4353,Rostock Hbf (ab 04:34),Berlin Südkreuz
07:24 (+34),IC 2274,Dresden Hbf (ab 05:35),Berlin Südkreuz
07:32 (+14),ICE 595,Berlin Hbf (ab 07:27),Berlin Südkreuz
07:34,EN 40476,Budapest-Nyugati (ab 19:30),Berlin Südkreuz
07:34,NJ 456,Graz Hbf (ab 19:21),Berlin Südkreuz
07:35 (+15),RJ 171,Berlin Hbf (ab 07:28),Berlin Südkreuz
07:39,RE 3343,Schwedt(Oder) (ab 06:04),Berlin Südkreuz
07:40 (+12),ICE 1503,Berlin Gesundbrunnen (ab 07:26),Berlin Südkreuz
07:48,RB 18505,Cottbus Hbf (ab 06:12),Berlin Südkreuz
07:50,NJ 409,Berlin Beusselstraße (ab 07:28),Berlin Südkreuz (S)
07:58,ICE 703,Berlin Gesundbrunnen (ab 07:41),Berlin Südkreuz
