Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
04:37,ICE 501,München Hbf (an 09:18),Berlin Südkreuz
05:01 (+1),RE 62003,Dorf Mecklenburg (an 08:26),Berlin Südkreuz
05:02,RB 18500,Berlin-Spandau (an 05:22),Berlin Südkreuz
05:14,RE 3144,Falkenberg(Elster) (an 06:34),Berlin Südkreuz
05:17 (+3),ICE 608,Hamburg-Altona (an 07:40),Berlin Südkreuz
05:22,RE 3340,Angermünde (an 06:28),Berlin Südkreuz
05:33 (+1),ICE 593,München Hbf (an 13:13),Berlin Südkreuz
05:40 (+1),ICE 1701,München Hbf (an 10:42),Berlin Südkreuz
05:49,RE 3167,Stendal Hbf (an 07:15),Berlin Südkreuz
05:54,RE 62054,Elsterwerda (an 07:46),Berlin Südkreuz
06:02,RB 18502,Berlin-Spandau (an 06:22),Berlin Südkreuz
06:08 (+2),ICE 1001,München Hbf (an 10:02),Berlin Südkreuz
06:08,ICE 833,Frankfurt(Main)Hbf (an 09:56),Berlin Südkreuz
06:18 Ausfall,ICE 808,Hamburg-Altona (an 08:40),Berlin Südkreuz
06:23 (+1),RE 3304,Stralsund Hbf (an 09:41),Berlin Südkreuz
06:27,IC 494,Berlin Gesundbrunnen (an 06:40),Berlin Südkreuz
06:36 Ausfall,ICE 503,München Hbf (an 11:03),Berlin Südkreuz
06:41,RE 3341,Lutherstadt Wittenberg Hbf (an 07:59),Berlin Südkreuz
06:45,RE 3147,Berlin-Spandau (an 07:06),Berlin Südkreuz
06:55 Ausfall,IC 2070,Hamburg-Altona (an 09:24),Berlin Südkreuz
07:02,RB 18504,Berlin-Spandau (an 07:22),Berlin Südkreuz
07:06,ICE 835,Frankfurt(Main)Hbf (an 10:56),Berlin Südkreuz
07:08,IC 60409,Berlin Hbf (an 07:13),Berlin Südkreuz
07:08,NJ 409,Berlin Hbf (an 07:13),Berlin Südkreuz
07:11 (+2),ICE 1103,München Hbf (an 11:11),Berlin Südkreuz
07:12 (+1),ICE 791,Fulda (an 10:44),Berlin Südkreuz
07:21,RE 3342,Angermünde (an 08:28),Berlin Südkreuz
07:25 (+10),ICE 1606,Hamburg-Altona (an 09:39),Berlin Südkreuz
07:33 (+2),ICE 595,München Hbf (an 15:14),Berlin Südkreuz
07:41 (+1),ICE 701,München Hbf (an 12:42),Berlin Südkreuz
07:45,RE 3169,Stendal Hbf (an 09:15),Berlin Südkreuz
07:49,ICE 698,Berlin Hbf (an 07:54),Berlin Südkreuz
07:51 (+7),IC 2074,Westerland(Sylt) (an 13:35),Berlin Südkreuz
07:53,RE 62058,Elsterwerda (an 09:38),Berlin Südkreuz
08:02,RB 18506,Berlin-Spandau (an 08:22),Berlin Südkreuz
08:09,EN 40476,Berlin Hbf (an 08:16),Berlin Südkreuz
08:09,NJ 456,Berlin Hbf (an 08:16),Berlin Südkreuz
08:19 (+6),ICE 1003,München Hbf (an 12:02),Berlin Südkreuz
08:19 (+29),NJ 425,Berlin Hbf (an 08:24),Berlin Südkreuz
08:24,RE 3306,Stralsund Hbf (an 11:41),Berlin Südkreuz
