Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:21,RE 3360,Schwedt(Oder) (an 02:02),Berlin-Lichterfelde Ost
00:21,RE 3366,Eberswalde Hbf (an 01:16),Berlin-Lichterfelde Ost
00:57,RE 3363,Halle(Saale)Hbf (an 03:12),Berlin-Lichterfelde Ost
04:52,RE 62052,Dahlewitz (an 05:14),Berlin-Lichterfelde Ost
05:12,RE 3340,Schwedt(Oder) (an 06:56),Berlin-Lichterfelde Ost
05:19,RE 3144,Thyrow (an 05:32),Berlin-Lichterfelde Ost
05:43,RE 3167,Stendal Hbf (an 07:15),Berlin-Lichterfelde Ost
05:49,RE 3301,Jüterbog (an 06:26),Berlin-Lichterfelde Ost
05:54,RE 62053,Berlin Hbf (an 06:11),Berlin-Lichterfelde Ost
05:59,RE 62054,Rangsdorf (an 06:21),Berlin-Lichterfelde Ost
06:16 (+1),RE 3304,Stralsund Hbf (an 09:41),Berlin-Lichterfelde Ost
06:38 (+1),RE 3147,Rathenow (an 07:55),Berlin-Lichterfelde Ost
06:46 (+1),RE 3341,Lutherstadt Wittenberg Hbf (an 07:59),Berlin-Lichterfelde Ost
06:57,RE 62055,Berlin Hbf (an 07:10),Berlin-Lichterfelde Ost
07:01,RE 62056,Rangsdorf (an 07:23),Berlin-Lichterfelde Ost
07:14,RE 3342,Schwedt(Oder) (an 08:56),Berlin-Lichterfelde Ost
07:19 (+1),RE 3146,Falkenberg(Elster) (an 08:34),Berlin-Lichterfelde Ost
07:40 (+1),RE 3169,Stendal Hbf (an 09:27),Berlin-Lichterfelde Ost
07:49 (+8),RE 3303,Jüterbog (an 08:26),Berlin-Lichterfelde Ost
07:55,RE 62057,Berlin Hbf (an 08:09),Berlin-Lichterfelde Ost
07:58,RE 62058,Rangsdorf (an 08:20),Berlin-Lichterfelde Ost
08:17,RE 3166,Jüterbog (an 08:56),Berlin-Lichterfelde Ost
08:18,RE 3306,Stralsund Hbf (an 11:41),Berlin-Lichterfelde Ost
08:38 (+4),RE 3149,Rathenow (an 09:55),Berlin-Lichterfelde Ost
08:46,RE 3343,Lutherstadt Wittenberg Hbf (an 09:59),Berlin-Lichterfelde Ost
