Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:53 (+27),ICE 907,Hamburg-Altona (ab 22:36),Berlin Hbf (tief)
07:29 (+1),ICE 1606,Erfurt Hbf (ab 05:28),Berlin Hbf (tief)
07:32,IC 2274,Dresden Hbf (ab 05:30),Berlin Hbf (tief)
08:23 (+1),IC 2173,Rostock Hbf (ab 06:21),Berlin Hbf (tief)
08:31,ICE 93,Hamburg-Altona (ab 06:11),Berlin Hbf (tief)
08:32,ICE 806,Eisenach (ab 05:53),Berlin Hbf (tief)
09:02,ICE 870,Dresden Hbf (ab 07:00),Berlin Hbf (tief)
09:12 (+3),RE 4355,Rostock Hbf (ab 06:34),Berlin Hbf (tief)
09:22 (+3),ICE 703,Hamburg-Altona (ab 07:18),Berlin Hbf (tief)
09:29 (+2),ICE 1604,Nürnberg Hbf (ab 03:48),Berlin Hbf (tief)
09:49,FLX93674,Hamburg Hbf (ab 07:46),Berlin Hbf (tief)
10:20 Ausfall,ICE 507,Volmerange-les-Mines (ab 00:22),Berlin Hbf (tief)
10:22,ICE 804,München Hbf (ab 04:20),Berlin Hbf (tief)
10:55 (+2),EC 379,Kiel Hbf (ab 07:42),Berlin Hbf (tief)
11:22 (+1),ICE 705,Hamburg-Altona (ab 09:19),Berlin Hbf (tief)
11:30 (+7),ICE 2502,München Hbf (ab 05:10),Berlin Hbf (tief)
12:20 (+3),ICE 509,Hamburg-Altona (ab 10:17),Berlin Hbf (tief)
12:22,ICE 802,München Hbf (ab 05:57),Berlin Hbf (tief)
12:30,ICE 95,Hamburg-Altona (ab 09:56),Berlin Hbf (tief)
12:55 (+22),EC 175,Flensburg (ab 08:46),Berlin Hbf (tief)
13:14,FLX 1240,Stuttgart Hbf (ab 07:17),Berlin Hbf (tief)
13:21,ICE 1211,Berlin Gesundbrunnen (ab 13:16),Berlin Hbf (tief)
13:22 (+1),ICE 707,Hamburg-Altona (ab 11:18),Berlin Hbf (tief)
13:29,ICE 1600,München Hbf (ab 07:33),Berlin Hbf (tief)
13:32,FLX 1235,Köln Hbf (ab 08:14),Berlin Hbf (tief)
14:20 (+3),ICE 1601,Hamburg-Altona (ab 12:15),Berlin Hbf (tief)
14:22,ICE 800,München Hbf (ab 08:32),Berlin Hbf (tief)
14:23,IC 2179,Warnemünde (ab 11:56),Berlin Hbf (tief)
14:43,EC 174,Praha hl.n. (ab 10:28),Berlin Hbf (tief)
15:22,ICE 709,Hamburg-Altona (ab 13:18),Berlin Hbf (tief)
16:20 (+7),ICE 603,Hamburg-Altona (ab 14:19),Berlin Hbf (tief)
16:23 (+1),IC 2271,Warnemünde (ab 13:52),Berlin Hbf (tief)
16:55 (+1),ICE 773,Hamburg-Altona (ab 14:37),Berlin Hbf (tief)
17:00,EC 378,Praha hl.n. (ab 12:28),Berlin Hbf (tief)
17:21 (+1),FLX 1244,Basel Bad (ab 09:27),Berlin Hbf (tief)
17:22 (+11),ICE 801,Kiel Hbf (ab 14:13),Berlin Hbf (tief)
18:20 Ausfall,ICE 1605,Hamburg-Altona (ab 16:16),Berlin Hbf (tief)
18:20 Ausfall,ICE 1705,Hamburg-Altona (ab 16:16),Berlin Hbf (tief)
18:20 Ausfall,ICE 2905,Hamburg-Altona (ab 16:16),Berlin Hbf (tief)
18:20 (+32),ICE 2923,Hamburg-Altona (ab 16:16),Berlin Hbf (tief)
18:22 (+2),ICE 706,München Hbf (ab 12:29),Berlin Hbf (tief)
18:32,ICE 1218,Innsbruck Hbf (ab 08:40),Berlin Hbf (tief)
18:43,RE 4364,Luzern (ab 08:57),Berlin Hbf (tief)
18:55 (+18),ICE 871,Hamburg-Altona (ab 16:37),Berlin Hbf (tief)
19:02,EC 172,Budapest-Nyugati (ab 07:30),Berlin Hbf (tief)
19:22 (+19),ICE 2503,Hamburg-Altona (ab 17:20),Berlin Hbf (tief)
19:30 (+1),ICE 504,München Hbf (ab 13:08),Berlin Hbf (tief)
19:50,FLX 1361,Hamburg Hbf (ab 17:38),Berlin Hbf (tief)
19:55 (+6),IC 2075,Westerland(Sylt) (ab 14:23),Berlin Hbf (tief)
19:57,ICE 92,Wien Hbf (ab 10:13),Berlin Hbf (tief)
20:20 (+3),ICE 1607,Hamburg-Altona (ab 18:18),Berlin Hbf (tief)
20:22,ICE 704,Nürnberg Hbf (ab 15:42),Berlin Hbf (tief)
20:23 (+1),IC 2275,Warnemünde (ab 17:52),Berlin Hbf (tief)
20:55,IC 2073,Hamburg-Altona (ab 18:35),Berlin Hbf (tief)
21:15 (+14),FLX 1246,Stuttgart Hbf (ab 15:29),Berlin Hbf (tief)
21:28,FLX 1239,Aachen Hbf (ab 15:25),Berlin Hbf (tief)
21:30 (+16),ICE 502,München Hbf (ab 15:30),Berlin Hbf (tief)
22:23 (+1),ICE 609,Hamburg-Altona (ab 20:17),Berlin Hbf (tief)
22:34 (+4),ICE 700,Berlin Südkreuz (ab 22:28),Berlin Hbf (tief)
23:10 (+11),RE 4369,Rostock Hbf (ab 20:34),Berlin Hbf (tief)
23:53 (+25),ICE 805,Hamburg-Altona (ab 21:34),Berlin Hbf (tief)
