Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:09 (+13),ICE 901,Berlin Ostbahnhof (an 00:23),Berlin Zoologischer Garten
00:21 (+19),ICE 947,Berlin Ostbahnhof (an 00:36),Berlin Zoologischer Garten
01:27 (+8),ICE 1707,Berlin Hbf (an 01:32),Berlin Zoologischer Garten
01:51 (+34),ICE 274,Berlin Ostbahnhof (an 02:07),Berlin Zoologischer Garten
04:29 (+45),ICE 646,Düsseldorf Hbf (an 09:11),Berlin Zoologischer Garten
04:35 (+1),ICE 277,Chur (an 14:22),Berlin Zoologischer Garten
05:34 (+2),ICE 946,Düsseldorf Hbf (an 10:07),Berlin Zoologischer Garten
05:34 (+1),ICE 956,Köln Hbf (an 10:12),Berlin Zoologischer Garten
05:40,ICE 1158,Köln Hbf (an 09:40),Berlin Zoologischer Garten
06:36,ICE 279,Interlaken Ost (an 15:59),Berlin Zoologischer Garten
06:44,ICE 1272,Berlin Ostbahnhof (an 07:02),Berlin Zoologischer Garten
12:22 (+23),IC 2035,Berlin Ostbahnhof (an 12:39),Berlin Zoologischer Garten Zoologischer 
12:22 (+22),IC 2035,Berlin Ostbahnhof (an 12:39),Berlin Zoologischer Garten
15:39 (+26),IC 2034,Norddeich Mole (an 22:14),Berlin Zoologischer Garten
17:41 (+21),IC 2232,Magdeburg Hbf (an 19:08),Berlin Zoologischer Garten
18:46 Ausfall,ICE 1549,Berlin Ostbahnhof (an 19:01),Berlin Zoologischer Garten
20:35 (+1),ICE 2941,Kassel-Wilhelmshöhe (an 23:13),Berlin Zoologischer Garten
20:35,ICE 679,Kassel-Wilhelmshöhe (an 23:13),Berlin Zoologischer Garten
20:40 (+1),ICE 540,Hannover Hbf (an 22:28),Berlin Zoologischer Garten
20:47 Ausfall,ICE 1055,Berlin Ostbahnhof (an 21:02),Berlin Zoologischer Garten
21:00 (+42),ICE 653,Berlin Ostbahnhof (an 21:18),Berlin Zoologischer Garten
21:13 (+21),ICE 643,Berlin Ostbahnhof (an 21:18),Berlin Zoologischer Garten Zoologischer 
21:13 (+21),ICE 643,Berlin Ostbahnhof (an 21:18),Berlin Zoologischer Garten
21:35,ICE 278,Berlin Ostbahnhof (an 21:51),Berlin Zoologischer Garten
21:52 (+1),ICE 840,Hannover Hbf (an 23:46),Berlin Zoologischer Garten
23:04 (+13),ICE 655,Berlin Ostbahnhof (an 23:21),Berlin Zoologischer Garten
