Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:38 (+2),00:40,RE 62038,Wismar (ab 21:21),3
04:27,04:27,RE 62001,Berlin Hbf (ab 04:22),4
05:29,05:29,RE 62003,Baruth(Mark) (ab 04:19),4
05:59,05:59,RE 3167,Jüterbog (ab 05:02),4
06:10,06:10,RE 3104,Nauen (ab 05:39),3
06:29,06:29,RE 62005,Elsterwerda (ab 04:29),4
07:10,07:10,RE 3106,Nauen (ab 06:39),3
07:24 (+1),07:25,RE 62007,Elsterwerda (ab 05:29),4
07:27 (+2),07:29,RE 62004,Wismar (ab 04:26),3
07:46,07:46,RE 3107,Cottbus Hbf (ab 06:03),4
07:57,07:57,RE 3169,Jüterbog (ab 07:02),4
08:11,08:11,RE 3108,Nauen (ab 07:39),3
08:27,08:27,RE 62006,Wittenberge (ab 07:05),3
08:28 (+1),08:29,RE 62009,Elsterwerda (ab 06:40),4
08:58,08:58,RE 3148,Rathenow (ab 08:05),3
08:59,08:59,RE 3149,Falkenberg(Elster) (ab 07:18),4
09:24 (+9),09:33,RE 62011,Elsterwerda (ab 07:29),4
09:26 (+6),09:32,RE 62008,Wismar (ab 06:21),3
09:59,09:59,RE 3168,Stendal Hbf (ab 08:47),3
09:59,09:59,RE 3171,Jüterbog (ab 09:02),4
10:27 (+7),10:34,RE 62010,Wittenberge (ab 09:05),3
10:29 (+12),10:41,RE 62013,Elsterwerda (ab 08:40),4
10:58,10:58,RE 3150,Rathenow (ab 10:02),3
10:59,10:59,RE 3151,Falkenberg(Elster) (ab 09:18),4
11:24 (+9),11:33,RE 62015,Elsterwerda (ab 09:29),4
11:26 (+4),11:30,RE 62012,Wismar (ab 08:21),3
11:59,11:59,RE 3170,Stendal Hbf (ab 10:47),3
11:59,11:59,RE 3173,Jüterbog (ab 11:02),4
12:27,12:27,RE 62014,Wittenberge (ab 11:05),3
12:28 (+10),12:38,RE 62017,Baruth(Mark) (ab 11:21),4
12:59,12:59,RE 3153,Falkenberg(Elster) (ab 11:18),4
13:24 (+1),13:25,RE 62019,Elsterwerda (ab 11:29),4
13:27 (+5),13:32,RE 62016,Wismar (ab 10:21),3
13:59,13:59,RE 3172,Stendal Hbf (ab 12:47),3
13:59,13:59,RE 3175,Jüterbog (ab 13:02),4
14:27 (+7),14:34,RB 62018,Wittenberge (ab 13:05),3
14:29 (+6),14:35,RE 62021,Baruth(Mark) (ab 13:20),4
14:59 (+3),15:02,RE 3155,Falkenberg(Elster) (ab 13:18),4
15:24 (+2),15:26,RE 62023,Elsterwerda (ab 13:29),4
15:26 (+1),15:27,RE 62020,Wismar (ab 12:21),3
15:59 Ausfall,--:--,RE 3177,Jüterbog (ab 15:02),4
16:27 (+8),16:35,RE 62022,Wittenberge (ab 15:05),3
16:30 (+6),16:36,RE 62025,Elsterwerda (ab 14:41),4
16:58 (+2),17:00,RE 3156,Rathenow (ab 16:02),3
16:59 (+22),17:21,RE 3157,Falkenberg(Elster) (ab 15:18),4
17:24 (+4),17:28,RE 62027,Elsterwerda (ab 15:29),4
17:27 (+1),17:28,RE 62024,Wismar (ab 14:21),3
17:59,17:59,RE 3176,Stendal Hbf (ab 16:47),3
17:59,17:59,RE 3179,Jüterbog (ab 17:02),4
18:27,18:27,RE 62026,Wittenberge (ab 17:05),3
18:29 (+16),18:45,RE 62029,Elsterwerda (ab 16:41),4
18:59 (+24),19:23,RE 3159,Falkenberg(Elster) (ab 17:18),4
19:25 (+2),19:27,RE 62031,Elsterwerda (ab 17:29),4
19:27,19:27,RE 62028,Wismar (ab 16:21),3
20:29 (+1),20:30,RE 62033,Elsterwerda (ab 18:41),4
21:27 (+43),22:10,RE 62032,Wismar (ab 18:21),3
21:30 (+1),21:31,RE 62035,Elsterwerda (ab 19:29),4
21:46,21:46,RE 3135,Cottbus Hbf (ab 20:03),4
22:29 (+2),22:31,RE 62037,Baruth(Mark) (ab 21:20),4
23:27 (+27),23:54,RE 62036,Wismar (ab 20:21),3
23:29 (+1),23:30,RE 62039,Elsterwerda (ab 21:30),4
