Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:02,RE 62045,Nauen (an 00:57),Berlin Ostkreuz
00:07,RE 3138,Cottbus Hbf (an 01:38),Berlin Ostkreuz
00:07,RE 4255,Brig (an 06:07),Berlin Ostkreuz
00:08,RE 18799,Berlin Ostbahnhof (an 00:12),Berlin Ostkreuz
00:20,FEX19878,Berlin-Charlottenburg (an 00:42),Berlin Ostkreuz
00:32 (+2),RE 3141,Berlin-Charlottenburg (an 00:58),Berlin Ostkreuz
00:45,EC 40,Berlin Hbf (an 00:56),Berlin Ostkreuz
00:57 (+20),RE 62038,Flughafen BER - Terminal 1-2 (an 01:15),Berlin Ostkreuz
00:58,RE 62041,Berlin-Charlottenburg (an 01:24),Berlin Ostkreuz
01:10,RE 3100,Cottbus Hbf (an 02:41),Berlin Ostkreuz
01:32,FEX19880,Berlin-Charlottenburg (an 01:55),Berlin Ostkreuz
01:58,RE 62047,Nauen (an 02:56),Berlin Ostkreuz
02:03,RE 62042,Flughafen BER - Terminal 1-2 (an 02:21),Berlin Ostkreuz
02:58,RE 62043,Berlin-Charlottenburg (an 03:24),Berlin Ostkreuz
03:00,RE 62046,Flughafen BER - Terminal 1-2 (an 03:16),Berlin Ostkreuz
03:54,RE 3700,Senftenberg (an 05:38),Berlin Ostkreuz
03:58,RE 93049,Berlin Zoologischer Garten (an 04:19),Berlin Ostkreuz
03:58,RE 94749,Lübbenau(Spreewald) (an 05:00),Berlin Ostkreuz
04:03 (+2),RE 62001,Wismar (an 07:26),Berlin Ostkreuz
04:19,RE 3101,Nauen (an 05:23),Berlin Ostkreuz
04:19,RE 63957,Ostseebad Binz (an 14:55),Berlin Ostkreuz
04:25,RE 73757,Brandenburg Hbf (an 05:40),Berlin Ostkreuz
04:28,RE 3145,Rathenow (an 05:52),Berlin Ostkreuz
04:44,FEX19800,Berlin Hbf (tief) (an 05:03),Berlin Ostkreuz
04:47,RE 73717,Magdeburg Hbf (an 06:47),Berlin Ostkreuz
04:49,RE 73800,Frankfurt(Oder) (an 05:39),Berlin Ostkreuz
04:50 (+1),RB 61101,Templin Stadt (an 06:19),Berlin Ostkreuz
04:57,RE 62048,Flughafen BER - Terminal 1-2 (an 05:14),Berlin Ostkreuz
04:57 (+7),RE 93007,Berlin Zoologischer Garten (an 05:19),Berlin Ostkreuz
04:57,RE 95121,Berlin Zoologischer Garten (an 05:19),Berlin Ostkreuz
05:03,RE 62003,Wismar (an 08:37),Berlin Ostkreuz
05:17,FEX19802,Berlin Hbf (tief) (an 05:33),Berlin Ostkreuz
05:19 (+3),RE 3103,Nauen (an 06:23),Berlin Ostkreuz
05:19,RE 63959,Albrechtshof (an 06:00),Berlin Ostkreuz
05:23,RB 18141,Flughafen BER - Terminal 1-2 (an 05:45),Berlin Ostkreuz
05:25,RE 3160,Jüterbog (an 21:54),Berlin Ostkreuz
05:28,RE 3140,Frankfurt(Oder) (an 06:28),Berlin Ostkreuz
05:31 Ausfall,RB 18140,Golm (an 06:29),Berlin Ostkreuz
05:31,RB 18800,Potsdam Hbf (an 06:16),Berlin Ostkreuz
05:37 (+22),RB 18200,Oranienburg (an 06:09),Berlin Ostkreuz
05:39,RE 3102,Cottbus Hbf (an 06:55),Berlin Ostkreuz
05:41 (+19),FEX19811,Flughafen BER - Terminal 1-2 (an 06:00),Berlin Ostkreuz
05:47,RE 3106,Cottbus Hbf (an 08:54),Berlin Ostkreuz
05:47,RE 73719,Magdeburg Hbf (an 07:47),Berlin Ostkreuz
05:48 Ausfall,FEX19804,Berlin Hbf (tief) (an 06:03),Berlin Ostkreuz
05:50,RB 61103,Templin Stadt (an 07:19),Berlin Ostkreuz
05:51,RE 62000,Flughafen BER - Terminal 1-2 (an 06:10),Berlin Ostkreuz
05:57 (+13),RE 93009,Berlin Zoologischer Garten (an 06:19),Berlin Ostkreuz
06:02 (+1),RE 93004,Senftenberg (an 07:42),Berlin Ostkreuz
06:03 (+3),RE 62005,Wittenberge (an 07:57),Berlin Ostkreuz
06:06 (+2),EC 41,Warszawa Wschodnia (an 11:42),Berlin Ostkreuz
06:08 (+14),RB 18302,Berlin-Lichtenberg (an 06:12),Berlin Ostkreuz
06:12 (+13),FEX19813,Flughafen BER - Terminal 1-2 (an 06:30),Berlin Ostkreuz
06:12,RE 73714,Frankfurt(Oder) (an 07:03),Berlin Ostkreuz
06:17 Ausfall,FEX19806,Berlin Hbf (tief) (an 06:33),Berlin Ostkreuz
06:19 (+19),RE 3105,Potsdam Hbf (an 07:48),Berlin Ostkreuz
06:19,RE 95014,Berlin-Spandau (an 06:54),Berlin Ostkreuz
06:20,RB 61145,Werneuchen (an 06:55),Berlin Ostkreuz
06:21 (+9),RE 18754,Lübbenau(Spreewald) (an 07:13),Berlin Ostkreuz
06:26,RB 18143,Flughafen BER - Terminal 1-2 (an 06:46),Berlin Ostkreuz
06:31 (+1),RB 18142,Berlin Zoologischer Garten (an 06:55),Berlin Ostkreuz
06:31,RE 73756,Frankfurt(Oder) (an 07:31),Berlin Ostkreuz
06:31,RE 93167,Frankfurt(Oder) (an 07:31),Berlin Ostkreuz
06:37 Ausfall,RB 18202,Oranienburg (an 07:09),Berlin Ostkreuz
06:37 (+34),RE 18753,Bad Belzig (an 07:54),Berlin Ostkreuz
06:39 (+1),RE 3104,Cottbus Hbf (an 07:55),Berlin Ostkreuz
06:41 (+22),FEX19815,Flughafen BER - Terminal 1-2 (an 07:00),Berlin Ostkreuz
06:41,RB 18657,Ludwigsfelde (an 07:23),Berlin Ostkreuz
06:47,RE 73721,Magdeburg Hbf (an 08:47),Berlin Ostkreuz
06:48,FEX19808,Berlin Hbf (tief) (an 07:03),Berlin Ostkreuz
06:50,RB 61105,Templin Stadt (an 08:19),Berlin Ostkreuz
06:57,RE 62002,Flughafen BER - Terminal 1-2 (an 07:15),Berlin Ostkreuz
06:57 (+10),RE 93011,Weißenfels (an 08:31),Berlin Ostkreuz
07:03,RE 62007,Wismar (an 10:37),Berlin Ostkreuz
07:03,RE 93006,Senftenberg (an 08:42),Berlin Ostkreuz
07:08 (+5),RB 18304,Berlin-Lichtenberg (an 07:12),Berlin Ostkreuz
07:12 Ausfall,FEX19817,Flughafen BER - Terminal 1-2 (an 07:30),Berlin Ostkreuz
07:12,RE 3169,Rathenow (an 08:53),Berlin Ostkreuz
07:12,RE 73716,Frankfurt(Oder) (an 08:03),Berlin Ostkreuz
07:17 (+5),FEX19810,Berlin Hbf (tief) (an 07:33),Berlin Ostkreuz
07:19 (+19),RE 3107,Nauen (an 08:23),Berlin Ostkreuz
07:19,RE 63961,Ostseebad Binz (an 16:55),Berlin Ostkreuz
07:19,RE 95021,Berlin-Spandau (an 07:54),Berlin Ostkreuz
07:20,RB 61147,Werneuchen (an 07:55),Berlin Ostkreuz
07:21 (+9),RE 18756,Singen(Hohentwiel) (an 16:50),Berlin Ostkreuz
07:26,RB 18145,Flughafen BER - Terminal 1-2 (an 07:46),Berlin Ostkreuz
07:31 (+1),RB 18144,Berlin Zoologischer Garten (an 07:55),Berlin Ostkreuz
07:31,RE 18541,Frankfurt(Oder) (an 08:31),Berlin Ostkreuz
07:37 (+4),RB 18204,Oranienburg (an 08:09),Berlin Ostkreuz
07:37 (+26),RE 18755,Bad Belzig (an 08:54),Berlin Ostkreuz
07:41 (+1),FEX19819,Flughafen BER - Terminal 1-2 (an 08:00),Berlin Ostkreuz
07:47,RE 73723,Magdeburg Hbf (an 09:47),Berlin Ostkreuz
07:47,RE1,Homburg(Saar)Hbf (an 22:08),Berlin Ostkreuz
07:48,FEX19812,Berlin Hbf (tief) (an 08:03),Berlin Ostkreuz
07:50,RB 61107,Templin Stadt (an 09:19),Berlin Ostkreuz
07:57,RE 62004,Flughafen BER - Terminal 1-2 (an 08:15),Berlin Ostkreuz
07:57 (+21),RE 93013,Berlin Zoologischer Garten (an 08:19),Berlin Ostkreuz
08:03 (+4),RE 62009,Wittenberge (an 09:57),Berlin Ostkreuz
08:03,RE 93008,Senftenberg (an 09:42),Berlin Ostkreuz
08:08,RB 18306,Berlin-Lichtenberg (an 08:12),Berlin Ostkreuz
08:12,FEX19821,Flughafen BER - Terminal 1-2 (an 08:30),Berlin Ostkreuz
08:12,RB 18353,Wünsdorf-Waldstadt (an 09:12),Berlin Ostkreuz
08:12,RE 73760,Frankfurt(Oder) (an 09:03),Berlin Ostkreuz
08:17 (+10),FEX19814,Berlin Hbf (tief) (an 08:33),Berlin Ostkreuz
08:19 (+29),RE 3109,Nauen (an 09:23),Berlin Ostkreuz
08:19,RE 95035,Berlin-Spandau (an 08:54),Berlin Ostkreuz
08:20,RB 61149,Werneuchen (an 08:55),Berlin Ostkreuz
08:26,RB 18147,Flughafen BER - Terminal 1-2 (an 08:46),Berlin Ostkreuz
08:31,RB 18146,Berlin Zoologischer Garten (an 08:54),Berlin Ostkreuz
08:37,RB 18206,Oranienburg (an 09:09),Berlin Ostkreuz
08:37,RE 18757,Bad Belzig (an 09:54),Berlin Ostkreuz
08:39 (+29),RE 3108,Cottbus Hbf (an 09:54),Berlin Ostkreuz
08:41 (+1),FEX19823,Flughafen BER - Terminal 1-2 (an 09:00),Berlin Ostkreuz
08:47 (+15),RE 3112,Cottbus Hbf (an 11:54),Berlin Ostkreuz
08:47,RE 73725,Magdeburg Hbf (an 10:47),Berlin Ostkreuz
08:48 (+5),FEX19816,Berlin Hbf (tief) (an 09:03),Berlin Ostkreuz
08:50,RB 61109,Templin Stadt (an 10:19),Berlin Ostkreuz
08:57,RE 62006,Flughafen BER - Terminal 1-2 (an 09:15),Berlin Ostkreuz
08:57 (+11),RE 93015,Berlin Zoologischer Garten (an 09:19),Berlin Ostkreuz
09:03,RE 62011,Wismar (an 12:37),Berlin Ostkreuz
09:03,RE 92010,Schwerin Hbf (an 11:57),Berlin Ostkreuz
09:03 (+12),RE 93010,Senftenberg (an 10:42),Berlin Ostkreuz
09:08,RB 18308,Berlin-Lichtenberg (an 09:12),Berlin Ostkreuz
09:12 (+3),FEX19825,Flughafen BER - Terminal 1-2 (an 09:30),Berlin Ostkreuz
09:12,RB 18355,Wünsdorf-Waldstadt (an 10:12),Berlin Ostkreuz
09:17 (+1),FEX19818,Berlin Hbf (tief) (an 09:33),Berlin Ostkreuz
09:19 (+54),RE 3111,Nauen (an 10:23),Berlin Ostkreuz
09:19,RE 95039,Berlin-Spandau (an 09:54),Berlin Ostkreuz
09:20,RB 61151,Werneuchen (an 09:55),Berlin Ostkreuz
09:26,RB 18149,Flughafen BER - Terminal 1-2 (an 09:46),Berlin Ostkreuz
09:31,RB 18148,Golm (an 10:28),Berlin Ostkreuz
09:37,RB 18208,Oranienburg (an 10:09),Berlin Ostkreuz
