Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
09:35,09:35,RB 18248,Potsdam Hbf (ab 08:36),3
09:38,09:38,RE 3712,Dessau Hbf (ab 08:05),2
09:49,09:49,RE 73721,Magdeburg Hbf (ab 08:10),4
09:50,09:50,RB 18609,Nauen (ab 09:10),
09:54 (+2),09:56,RE 3611,Wittenberge (ab 07:05),2
10:04,10:04,RE 73811,Brandenburg Hbf (ab 09:22),
10:26,10:26,RE 73763,Brandenburg Hbf (ab 09:44),3
10:32 (+7),10:39,ICE 996,Kassel-Wilhelmshöhe (ab 07:49),4
10:34,10:34,RB 18250,Potsdam Hbf (ab 09:36),2
10:55,10:55,RE 3613,Wittenberge (ab 08:05),3
12:20 (+14),12:34,IC 2035,Norddeich (ab 05:39),1
12:31 Ausfall,--:--,ICE 994,Stuttgart Hbf (ab 06:28),4
14:31 (+40),15:11,ICE 992,Frankfurt(M) Flughafen Fernbf (ab 10:09),
16:31 (+14),16:45,ICE 798,Karlsruhe Hbf (ab 10:40),
18:20 (+13),18:33,IC 2431,Emden Außenhafen (ab 12:01),1
18:31 (+9),18:40,ICE 796,Frankfurt(M) Flughafen Fernbf (ab 14:09),
18:55 (+5),19:00,RE 3629,Wittenberge (ab 16:05),
22:25,22:25,RE 73787,Judenburg (ab 06:31),
22:34 (+1),22:35,RB 18274,Potsdam Hbf (ab 21:36),
22:37,22:37,RE 3738,Nürnberg Hbf (ab 06:30),
22:48,22:48,RE 73747,Magdeburg Hbf (ab 21:07),
22:56,22:56,RB 3637,Diekirch (ab 12:51),2
