Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:07 (+2),ICE 901,Berlin Zoologischer GartenGarten (ab 00:09),Berlin Zoologischer Garten
00:19,ICE 947,Köln Hbf (ab 19:27),Berlin Zoologischer Garten
00:22,RB 21962,Flughafen BER (ab 23:42),Berlin Zoologischer Garten
00:56,RE 3742,Dessau Hbf (ab 23:23),Berlin Zoologischer Garten
01:15,RE 73791,Magdeburg Hbf (ab 23:16),Berlin Zoologischer Garten
01:23 (+132),ICE 1707,Hamburg-Altona (ab 22:34),Berlin Zoologischer Garten
01:23 (+132),ICE 1707,Hamburg-Altona (ab 22:34),Berlin Zoologischer GartenGarten
01:49 (+18),ICE 274,Basel SBB (ab 18:16),Berlin Zoologischer Garten
01:49 (+17),ICE 274,Basel SBB (ab 18:16),Berlin Zoologischer GartenGarten
02:11 (+36),ICE 647,Gevelsberg West (ab 19:38),Berlin Zoologischer Garten
02:11 (+51),ICE 647,Gevelsberg West (ab 19:38),Berlin Zoologischer GartenGarten
02:11 (+36),ICE 647,Wuppertal Hbf (ab 20:28),Berlin Zoologischer Garten
02:11 (+51),ICE 647,Wuppertal Hbf (ab 20:28),Berlin Zoologischer GartenGarten
02:11 (+36),ICE 647,Köln Hbf (ab 21:26),Berlin Zoologischer Garten
03:12,RE 73754,Berlin Ostkreuz (ab 02:51),Berlin Zoologischer Garten
04:28,ICE 646,Berlin Ostbahnhof (ab 04:09),Berlin Zoologischer Garten
04:33,ICE 277,Berlin Ostbahnhof (ab 04:15),Berlin Zoologischer Garten
04:44,RE 73756,Berlin Ostkreuz (ab 04:23),Berlin Zoologischer Garten
05:08,RE 73753,Brandenburg Hbf (ab 04:17),Berlin Zoologischer Garten
05:20,RE 3707,Lübbenau(Spreewald) (ab 03:53),Berlin Zoologischer Garten
05:33,ICE 946,Berlin Ostbahnhof (ab 05:15),Berlin Zoologischer Garten
05:38,RE 91542,Bad Belzig (ab 04:41),Berlin Zoologischer Garten
05:51,RE 73713,Magdeburg Hbf (ab 03:51),Berlin Zoologischer Garten
06:18,RB 91432,Hennigsdorf(b Berlin) (ab 05:35),Berlin Zoologischer Garten
06:29,RE 73755,Brandenburg Hbf (ab 05:44),Berlin Zoologischer Garten
06:34,ICE 279,Berlin Ostbahnhof (ab 06:15),Berlin Zoologischer Garten
06:34 (+1),ICE 279,Berlin Ostbahnhof (ab 06:15),Berlin Zoologischer GartenGarten
06:38,RE 3706,Dessau Hbf (ab 05:05),Berlin Zoologischer Garten
06:44,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),Berlin Zoologischer Garten
06:51,RE 73715,Magdeburg Hbf (ab 04:56),Berlin Zoologischer Garten
09:29,RE 73761,Brandenburg Hbf (ab 08:44),Berlin Zoologischer Garten
09:29,RE 73766,Berlin Ostkreuz (ab 09:07),Berlin Zoologischer Garten
09:51,RE 73721,Genthin (ab 08:44),Berlin Zoologischer Garten
10:18,RB 91445,Hennigsdorf(b Berlin) (ab 09:35),Berlin Zoologischer Garten
10:20,RB 91561,Berlin Friedrichstr (ab 10:12),Berlin Zoologischer Garten
10:29,RE 73763,Brandenburg Hbf (ab 09:44),Berlin Zoologischer Garten
10:29,RE 73768,Berlin Ostkreuz (ab 10:07),Berlin Zoologischer Garten
10:38,RE 91557,Dessau Hbf (ab 09:05),Berlin Zoologischer Garten
10:51,RE 73723,Magdeburg Hbf (ab 08:59),Berlin Zoologischer Garten
11:18,RB 91469,Hennigsdorf(b Berlin) (ab 10:35),Berlin Zoologischer Garten
11:20,RE 91567,Berlin Friedrichstr (ab 11:12),Berlin Zoologischer Garten
11:29,RE 73765,Brandenburg Hbf (ab 10:44),Berlin Zoologischer Garten
11:29,RE 73770,Berlin Ostkreuz (ab 11:07),Berlin Zoologischer Garten
11:38,RB 91559,Dessau Hbf (ab 10:05),Berlin Zoologischer Garten
11:51,RE 73725,Genthin (ab 10:44),Berlin Zoologischer Garten
12:18,RB 91492,Hennigsdorf(b Berlin) (ab 11:35),Berlin Zoologischer Garten
12:20,RE 91569,Berlin Friedrichstr (ab 12:12),Berlin Zoologischer Garten
12:29,RE 73767,Brandenburg Hbf (ab 11:44),Berlin Zoologischer Garten
12:29,RE 73772,Berlin Ostkreuz (ab 12:07),Berlin Zoologischer Garten
12:38,RB 91564,Dessau Hbf (ab 11:05),Berlin Zoologischer Garten
12:51,RE 73727,Magdeburg Hbf (ab 10:53),Berlin Zoologischer Garten
13:18,RB 91494,Hennigsdorf(b Berlin) (ab 12:35),Berlin Zoologischer Garten
13:20,RE 91573,Berlin Friedrichstr (ab 13:12),Berlin Zoologischer Garten
13:29,RE 73769,Brandenburg Hbf (ab 12:44),Berlin Zoologischer Garten
13:29,RE 73774,Berlin Ostkreuz (ab 13:07),Berlin Zoologischer Garten
13:38,RE 3720,Dessau Hbf (ab 12:05),Berlin Zoologischer Garten
13:51,RE 73729,Genthin (ab 12:44),Berlin Zoologischer Garten
14:18,RB 91496,Hennigsdorf(b Berlin) (ab 13:35),Berlin Zoologischer Garten
14:20,RE 91575,Berlin Friedrichstr (ab 14:12),Berlin Zoologischer Garten
14:29,RE 73771,Brandenburg Hbf (ab 13:44),Berlin Zoologischer Garten
14:29,RE 73776,Berlin Ostkreuz (ab 14:06),Berlin Zoologischer Garten
14:38,RB 91570,Dessau Hbf (ab 13:05),Berlin Zoologischer Garten
14:51,RE 73731,Magdeburg Hbf (ab 12:59),Berlin Zoologischer Garten
15:18,RB 91498,Hennigsdorf(b Berlin) (ab 14:35),Berlin Zoologischer Garten
15:29,RE 73773,Brandenburg Hbf (ab 14:44),Berlin Zoologischer Garten
15:29,RE 73778,Berlin Ostkreuz (ab 15:07),Berlin Zoologischer Garten
15:37,IC 2034,Berlin Ostbahnhof (ab 15:21),Berlin Zoologischer Garten
15:38,RE 91574,Dessau Hbf (ab 14:05),Berlin Zoologischer Garten
15:51,RE 73733,Genthin (ab 14:44),Berlin Zoologischer Garten
16:18,RE 91088,Hennigsdorf(b Berlin) (ab 15:35),Berlin Zoologischer Garten
16:20,RE 91579,Berlin Friedrichstr (ab 16:12),Berlin Zoologischer Garten
16:29,RE 73775,Brandenburg Hbf (ab 15:44),Berlin Zoologischer Garten
16:29,RE 73780,Berlin Ostkreuz (ab 16:07),Berlin Zoologischer Garten
16:38,RE 91576,Dessau Hbf (ab 15:05),Berlin Zoologischer Garten
16:42,RE 2,Bestensee (ab 00:38),Berlin Zoologischer Garten
16:51,RE 73735,Magdeburg Hbf (ab 14:59),Berlin Zoologischer Garten
17:18,RB 91503,Hennigsdorf(b Berlin) (ab 16:35),Berlin Zoologischer Garten
17:20,RE 91581,Berlin Friedrichstr (ab 17:12),Berlin Zoologischer Garten
17:29,RE 73777,Brandenburg Hbf (ab 16:44),Berlin Zoologischer Garten
17:29,RE 73782,Berlin Ostkreuz (ab 17:07),Berlin Zoologischer Garten
17:38,RE 91578,Dessau Hbf (ab 16:05),Berlin Zoologischer Garten
17:42,RB 91504,Berlin Ostkreuz (ab 17:20),Berlin Zoologischer Garten
17:51,RE 73737,Genthin (ab 16:44),Berlin Zoologischer Garten
18:18,RB 91507,Hennigsdorf(b Berlin) (ab 17:35),Berlin Zoologischer Garten
18:20,RE 91583,Berlin Friedrichstr (ab 18:12),Berlin Zoologischer Garten
18:29,RE 73779,Brandenburg Hbf (ab 17:45),Berlin Zoologischer Garten
18:29,RE 73784,Berlin Ostkreuz (ab 18:07),Berlin Zoologischer Garten
18:38,RE 91580,Dessau Hbf (ab 17:05),Berlin Zoologischer Garten
18:42,RE 91512,Berlin Ostkreuz (ab 18:20),Berlin Zoologischer Garten
18:44,ICE 1549,Köln Hbf (ab 13:34),Berlin Zoologischer Garten
18:51,RE 73739,Magdeburg Hbf (ab 16:59),Berlin Zoologischer Garten
19:20,RE 91585,Berlin Friedrichstr (ab 19:12),Berlin Zoologischer Garten
19:29,RE 73781,Brandenburg Hbf (ab 18:44),Berlin Zoologischer Garten
19:29,RE 73786,Berlin Ostkreuz (ab 19:07),Berlin Zoologischer Garten
19:38,RE 91582,Dessau Hbf (ab 18:05),Berlin Zoologischer Garten
19:42,RB 91517,Berlin Ostkreuz (ab 19:20),Berlin Zoologischer Garten
19:51,RE 73741,Genthin (ab 18:44),Berlin Zoologischer Garten
20:18,RE 3132,Hennigsdorf(b Berlin) (ab 19:35),Berlin Zoologischer Garten
20:20,RE 91587,Berlin Friedrichstr (ab 20:12),Berlin Zoologischer Garten
20:29,RE 73783,Brandenburg Hbf (ab 19:44),Berlin Zoologischer Garten
20:29,RE 73788,Berlin Ostkreuz (ab 20:07),Berlin Zoologischer Garten
20:33 (+1),ICE 794,Karlsruhe Hbf (ab 14:40),Berlin Zoologischer Garten
20:33 (+1),ICE 794,Karlsruhe Hbf (ab 14:40),Berlin Zoologischer GartenGarten
20:35 (+1),ICE 2921,Berlin Ostbahnhof (ab 20:16),Berlin Zoologischer Garten
20:35 (+1),ICE 2921,Berlin Ostbahnhof (ab 20:16),Berlin Zoologischer GartenGarten
20:38,ICE 540,Berlin Ostbahnhof (ab 20:20),Berlin Zoologischer Garten
20:38 (+1),ICE 540,Berlin Ostbahnhof (ab 20:20),Berlin Zoologischer GartenGarten
20:38,RE 3734,Dessau Hbf (ab 19:05),Berlin Zoologischer Garten
20:42,RB 80429,Goslar (ab 17:05),Berlin Zoologischer Garten
20:42,RB 80439,Thale Hbf (ab 17:17),Berlin Zoologischer Garten
20:42,RB 91447,Berlin Ostkreuz (ab 20:20),Berlin Zoologischer Garten
20:45,ICE 1055,Köln Hbf (ab 15:36),Berlin Zoologischer Garten
20:51,RE 73743,Magdeburg Hbf (ab 18:59),Berlin Zoologischer Garten
21:11 (+30),ICE 643,Köln Hbf (ab 16:26),Berlin Zoologischer Garten
21:11 (+29),ICE 643,Köln Hbf (ab 16:26),Berlin Zoologischer GartenGarten
21:18,RE 3134,Hennigsdorf(b Berlin) (ab 20:35),Berlin Zoologischer Garten
21:20,RE 3739,Senftenberg (Sachs) (ab 19:14),Berlin Zoologischer Garten
21:29,RE 73785,Brandenburg Hbf (ab 20:44),Berlin Zoologischer Garten
21:33 (+1),ICE 278,Basel SBB (ab 14:16),Berlin Zoologischer Garten
21:38,RE 3736,Dessau Hbf (ab 20:05),Berlin Zoologischer Garten
21:42,RE 3135,Cottbus Hbf (ab 20:03),Berlin Zoologischer Garten
21:51,ICE 2804,München Hbf (ab 06:42),Berlin Zoologischer Garten
21:51,ICE 840,Berlin Ostbahnhof (ab 21:32),Berlin Zoologischer Garten
21:51 (+1),ICE 840,Berlin Ostbahnhof (ab 21:32),Berlin Zoologischer GartenGarten
21:51,RE 73745,Genthin (ab 20:44),Berlin Zoologischer Garten
22:12 (+38),ICE 945,Köln Hbf (ab 17:24),Berlin Zoologischer Garten
22:12 (+34),ICE 945,Köln Hbf (ab 17:24),Berlin Zoologischer GartenGarten
22:22,RE 3741,Senftenberg (ab 20:14),Berlin Zoologischer Garten
22:29,RE 73787,Brandenburg Hbf (ab 21:44),Berlin Zoologischer Garten
22:33 (+2),ICE 792,Frankfurt(M) Flughafen Fernbahnhof (ab 18:09),Berlin Zoologischer GartenGarten
22:33 (+3),ICE 792,Frankfurt(M) Flughafen Fernbahnhof (ab 18:09),Berlin Zoologischer Garten
22:33 (+2),ICE 792,Frankfurt(M) Flughafen Fernbf (ab 18:09),Berlin Zoologischer GartenGarten
22:33 (+3),ICE 792,Frankfurt(M) Flughafen Fernbf (ab 18:09),Berlin Zoologischer Garten
22:38,RE 3738,Dessau Hbf (ab 21:05),Berlin Zoologischer Garten
22:42,RE 3137,Cottbus Hbf (ab 21:03),Berlin Zoologischer Garten
22:46,RE 3136,Schönwalde(Spreewald) (ab 00:01),Berlin Zoologischer Garten
22:51,RE 73747,Magdeburg Hbf (ab 20:54),Berlin Zoologischer Garten
23:10 (+6),ICE 645,Salzburg Hbf (ab 12:11),Berlin Zoologischer GartenGarten
23:10 (+6),ICE 645,Salzburg Hbf (ab 12:11),Berlin Zoologischer Garten
23:10 (+6),ICE 645,Köln Hbf (ab 18:25),Berlin Zoologischer GartenGarten
23:10 (+6),ICE 645,Köln Hbf (ab 18:25),Berlin Zoologischer Garten
23:20,RE 3743,Berlin Ostbahnhof (ab 23:04),Berlin Zoologischer Garten
23:27,ICE 276,Brig (ab 13:45),Berlin Zoologischer Garten
23:33,ICE 273,Berlin Ostbahnhof (ab 23:15),Berlin Zoologischer Garten
23:33 (+1),ICE 273,Berlin Ostbahnhof (ab 23:15),Berlin Zoologischer GartenGarten
23:38,RE 3740,Dessau Hbf (ab 22:05),Berlin Zoologischer Garten
23:42,RE 3139,Cottbus Hbf (ab 22:00),Berlin Zoologischer Garten
23:45,RE 3138,Hennigsdorf(b Berlin) (ab 23:00),Berlin Zoologischer Garten
23:50,RB 21958,Flughafen BER (ab 23:10),Berlin Zoologischer Garten
23:56 (+3),ICE 1540,Berlin Ostbahnhof (ab 23:37),Berlin Zoologischer GartenGarten
23:56 (+3),ICE 1540,Berlin Ostbahnhof (ab 23:37),Berlin Zoologischer Garten
