Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
11:23,RB 61054,Basdorf (ab 11:10),Berlin-Karow
11:53 (+1),RB 61014,Groß Schönebeck (ab 11:12),Berlin-Karow
12:23 (+2),RB 61056,Wensickendorf (ab 12:02),Berlin-Karow
13:23 (+2),RB 61058,Wensickendorf (ab 13:02),Berlin-Karow
13:53 (+8),RB 61018,Groß Schönebeck (ab 13:12),Berlin-Karow
14:23 (+5),RB 61060,Wensickendorf (ab 14:02),Berlin-Karow
15:23 (+3),RB 61062,Wensickendorf (ab 15:02),Berlin-Karow
15:53 (+7),RB 61022,Groß Schönebeck (ab 15:12),Berlin-Karow
16:23 (+6),RB 61064,Wensickendorf (ab 16:02),Berlin-Karow
16:53 (+12),RB 61024,Groß Schönebeck (ab 16:12),Berlin-Karow
17:23 (+8),RB 61066,Wensickendorf (ab 17:02),Berlin-Karow
18:23 (+5),RB 61068,Wensickendorf (ab 18:02),Berlin-Karow
19:23 (+2),RB 61070,Wensickendorf (ab 19:02),Berlin-Karow
20:23 (+7),RB 61072,Wensickendorf (ab 20:02),Berlin-Karow
21:23 (+2),RB 61074,Wensickendorf (ab 21:02),Berlin-Karow
