Ankunft,Zugnr.,von (Abfahrt),Gleis
16:42,RB 18164,Berlin Ostbahnhof (ab 16:39),2
16:42,RE 73775,Brandenburg Hbf (ab 15:44),1
16:51 (+7),RE 3726,Dessau Hbf (ab 15:05),1
16:53 (+10),RE 73740,Frankfurt(Oder) (ab 15:38),2
17:05 (+12),RE 73735,Magdeburg Hbf (ab 15:12),1
17:07,RE 3731,Berlin Ostbahnhof (ab 17:04),2
17:16,RB 18163,Golm (ab 16:27),1
17:20,RE 73817,Brandenburg Hbf (ab 16:22),1
17:42,RE 73777,Brandenburg Hbf (ab 16:44),1
18:05 (+1),RE 73737,Magdeburg Hbf (ab 16:12),1
18:15,RE 73784,Frankfurt(Oder) (ab 17:08),2
18:33,RE 73820,Berlin Ostbahnhof (ab 18:30),2
18:42,RE 73779,Brandenburg Hbf (ab 17:45),1
18:53 (+4),RE 73744,Frankfurt(Oder) (ab 17:38),2
20:05 (+11),RE 73741,Magdeburg Hbf (ab 18:12),1
20:15 (+11),RE 73788,Frankfurt(Oder) (ab 19:08),2
20:42 (+1),RE 73783,Brandenburg Hbf (ab 19:44),1
20:51 (+1),RE 3734,Dessau Hbf (ab 19:05),1
20:53 (+4),RE 73748,Frankfurt(Oder) (ab 19:42),2
21:05 (+1),RE 73743,Magdeburg Hbf (ab 19:12),1
21:07 (+1),RE 3739,Berlin Ostbahnhof (ab 21:04),2
21:20 (+1),RE 73825,Berlin-Charlottenburg (ab 21:04),1
21:42 (+1),RE 73785,Brandenburg Hbf (ab 20:44),1
21:47,RE 73790,Frankfurt(Oder) (ab 20:32),2
22:47,RE 73792,Frankfurt(Oder) (ab 21:32),2
23:47,RE 73794,Frankfurt(Oder) (ab 22:32),2
