Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:43,RE 3360,Schwedt(Oder) (an 02:02),Berlin Gesundbrunnen
00:43,RE 3366,Eberswalde Hbf (an 01:16),Berlin Gesundbrunnen
02:11,RE 3364,Eberswalde Hbf (an 02:45),Berlin Gesundbrunnen
03:49,S,Chur (an 05:19),Berlin Gesundbrunnen(S)
04:00,FEX19805,Flughafen BER (an 04:30),Berlin Gesundbrunnen
04:00,RB 18343,Wünsdorf-Waldstadt (an 05:11),Berlin Gesundbrunnen
04:02,ICE 501,Erlangen (an 07:51),Berlin Gesundbrunnen
04:29 (+2),FEX19807,Flughafen BER (an 05:00),Berlin Gesundbrunnen
04:33,RE 3302,Stralsund Hbf (an 07:44),Berlin Gesundbrunnen
04:40 (+13),RE 3369,Berlin Südkreuz (an 04:52),Berlin Gesundbrunnen
04:55,RE 4350,Neustrelitz Hbf (an 05:59),Berlin Gesundbrunnen
04:55,RE 5,Koblenz Hbf (an 18:42),Berlin Gesundbrunnen
04:58,FEX19800,Berlin Hbf (an 05:03),Berlin Gesundbrunnen
05:00,FEX19809,Flughafen BER (an 05:30),Berlin Gesundbrunnen
05:00,RB 18345,Wünsdorf-Waldstadt (an 06:09),Berlin Gesundbrunnen
05:06,RE 4351,Berlin Südkreuz (an 05:20),Berlin Gesundbrunnen
05:13,RB 18243,Potsdam Hbf (an 06:23),Berlin Gesundbrunnen
05:20,ICE 1701,Halle(Saale)Hbf (an 06:50),Berlin Gesundbrunnen
05:29 (+4),FEX19802,Berlin Hbf (an 05:33),Berlin Gesundbrunnen
05:29,FEX19811,Flughafen BER (an 06:00),Berlin Gesundbrunnen
05:38,RE 3340,Angermünde (an 06:28),Berlin Gesundbrunnen
05:47,EC 41,Kutno (an 09:56),Berlin Gesundbrunnen
05:50 (+19),ICE 1001,Berlin Hbf (an 16:57),Berlin Gesundbrunnen
05:50,ICE 833,Halle(Saale)Hbf (an 07:10),Berlin Gesundbrunnen
05:50 (+19),ICE 938,Berlin Hbf (an 16:57),Berlin Gesundbrunnen
05:55,RE 3504,Burg Stargard(Meckl) (an 07:22),Berlin Gesundbrunnen
05:58,FEX19804,Berlin Hbf (an 06:03),Berlin Gesundbrunnen
06:00,FEX19813,Flughafen BER (an 06:30),Berlin Gesundbrunnen
06:00,RB 18347,Wünsdorf-Waldstadt (an 07:21),Berlin Gesundbrunnen
06:05,RE 3503,Berlin Südkreuz (an 06:20),Berlin Gesundbrunnen
06:06,RE 3,Plattling (an 23:00),Berlin Gesundbrunnen
06:06,RE 3376,Angermünde (an 06:54),Berlin Gesundbrunnen
06:10,RE 18754,Lübbenau(Spreewald) (an 07:15),Berlin Gesundbrunnen
06:12 (+5),IC 240,Amsterdam Centraal (an 12:10),Berlin Gesundbrunnen
06:19 (+1),ICE 503,München Hbf (an 11:03),Berlin Gesundbrunnen
06:24,RE 3341,Lutherstadt Wittenberg Hbf (an 07:59),Berlin Gesundbrunnen
06:29,FEX19806,Berlin Hbf (an 06:33),Berlin Gesundbrunnen
06:29,FEX19815,Flughafen BER (an 07:00),Berlin Gesundbrunnen
06:39,RE 3304,Stralsund Hbf (an 09:41),Berlin Gesundbrunnen
06:55,RE 4352,Burg Stargard(Meckl) (an 08:22),Berlin Gesundbrunnen
06:58 (+2),FEX19808,Berlin Hbf (an 07:03),Berlin Gesundbrunnen
07:00,FEX19817,Flughafen BER (an 07:30),Berlin Gesundbrunnen
07:02,RE 3331,Berlin Südkreuz (an 07:17),Berlin Gesundbrunnen
07:07,RE 18756,Vetschau (an 08:34),Berlin Gesundbrunnen
07:13 (+28),RB 18247,Potsdam Hbf (an 08:23),Berlin Gesundbrunnen
07:29 Ausfall,FEX19810,Berlin Hbf (an 07:33),Berlin Gesundbrunnen
07:29,FEX19819,Flughafen BER (an 08:00),Berlin Gesundbrunnen
07:37,RE 3342,Angermünde (an 08:28),Berlin Gesundbrunnen
07:55,RE 3506,St. Gallen(CH) (an 23:34),Berlin Gesundbrunnen
07:58 (+6),FEX19812,Berlin Hbf (an 08:03),Berlin Gesundbrunnen
08:00,FEX19821,Flughafen BER (an 08:30),Berlin Gesundbrunnen
08:08,RE 3505,Sargans (an 23:24),Berlin Gesundbrunnen
08:10 (+5),IC 148,Amsterdam Centraal (an 14:12),Berlin Gesundbrunnen
08:10 (+1),IC 148,Amsterdam Centraal (an 14:12),Berlin S+U Gesundbrunnen Bhf
08:18 (+3),IC 2173,Wien Franz-Josefs-Bahnhof (an 16:27),Berlin Gesundbrunnen
08:24,RE 3343,Lutherstadt Wittenberg Hbf (an 09:59),Berlin Gesundbrunnen
08:29,FEX19814,Berlin Hbf (an 08:33),Berlin Gesundbrunnen
08:29,FEX19823,Flughafen BER (an 09:04),Berlin Gesundbrunnen
08:39,RE 3306,Greifswald (an 11:18),Berlin Gesundbrunnen
08:49 (+5),EC 59,Przemysl Zasanie (an 18:44),Berlin Gesundbrunnen
08:55,RE 4354,Burg Stargard(Meckl) (an 10:22),Berlin Gesundbrunnen
08:58,FEX19816,Berlin Hbf (an 09:03),Berlin Gesundbrunnen
09:00,FEX19825,Flughafen BER (an 09:30),Berlin Gesundbrunnen
09:06,RE 4355,Berlin Südkreuz (an 09:23),Berlin Gesundbrunnen
09:13,RB 18251,Potsdam Hbf (an 10:23),Berlin Gesundbrunnen
09:16 (+1),ICE 597,München Hbf (an 17:16),Berlin Gesundbrunnen
09:29,FEX19818,Berlin Hbf (an 09:33),Berlin Gesundbrunnen
09:29,FEX19827,Flughafen BER (an 10:00),Berlin Gesundbrunnen
09:37,RE 3344,Angermünde (an 10:28),Berlin Gesundbrunnen
09:43 Ausfall,RB 55752,Britz (an 10:20),Berlin Gesundbrunnen
09:43,RB 63,Eberswalde Hbf (an 23:47),Berlin Gesundbrunnen
09:49 (+2),EC 45,Warszawa Wschodnia (an 15:16),Berlin Gesundbrunnen
09:51 (+6),ICE 714,Ostseebad Binz (an 13:35),Berlin Gesundbrunnen
09:51,RE 50714,Prenzlau (an 11:03),Berlin Gesundbrunnen
09:51,RE 50974,Prenzlau (an 11:03),Berlin Gesundbrunnen
09:55,RE 3508,Burg Stargard(Meckl) (an 11:22),Berlin Gesundbrunnen
09:58 (+3),FEX19820,Berlin Hbf (an 10:03),Berlin Gesundbrunnen
10:00 (+6),FEX19829,Flughafen BER (an 10:30),Berlin Gesundbrunnen
10:00,RB 18355,Rangsdorf (an 10:52),Berlin Gesundbrunnen
10:09,RE 3507,Berlin Südkreuz (an 10:24),Berlin Gesundbrunnen
10:12 (+1),IC 146,Amsterdam Centraal (an 16:10),Berlin Gesundbrunnen
10:12,RE 18768,Cottbus Hbf (an 11:47),Berlin Gesundbrunnen
10:12,RE 2,Düsseldorf Hbf (an 07:53),Berlin Gesundbrunnen
10:15 (+2),RB 18253,Potsdam Hbf (an 11:23),Berlin Gesundbrunnen
10:24,RE 3345,Lutherstadt Wittenberg Hbf (an 11:59),Berlin Gesundbrunnen
10:29 (+2),FEX19822,Berlin Hbf (an 10:33),Berlin Gesundbrunnen
10:29,FEX19831,Flughafen BER (an 11:04),Berlin Gesundbrunnen
10:39,RE 3308,Stralsund Hbf (an 13:41),Berlin Gesundbrunnen
10:46 (+13),ICE 1107,München Hbf (an 15:08),Berlin Gesundbrunnen
10:48,ICE 650,Köln Hbf (an 15:29),Berlin Gesundbrunnen
10:51 (+1),ICE 839,Frankfurt(Main)Hbf (an 14:56),Berlin Gesundbrunnen
10:55,RE 4356,Burg Stargard(Meckl) (an 12:22),Berlin Gesundbrunnen
10:58 (+4),FEX19824,Berlin Hbf (an 11:02),Berlin Gesundbrunnen
11:00,FEX19833,Flughafen BER (an 11:30),Berlin Gesundbrunnen
11:06,RE 4357,Berlin Südkreuz (an 11:23),Berlin Gesundbrunnen
11:15,RB 18255,Potsdam Hbf (an 12:23),Berlin Gesundbrunnen
11:29 (+1),FEX19826,Berlin Hbf (an 11:33),Berlin Gesundbrunnen
11:29,FEX19835,Flughafen BER (an 12:00),Berlin Gesundbrunnen
11:39 Ausfall,RE 3346,Schwedt(Oder) (an 12:56),Berlin Gesundbrunnen
11:49 (+16),EC 47,Milano Centrale (an 22:50),Berlin Gesundbrunnen
11:50 (+1),ICE 1076,Ostseebad Binz (an 15:37),Berlin Gesundbrunnen
11:50,RE 51076,Prenzlau (an 13:03),Berlin Gesundbrunnen
11:50,RE21,Prenzlau (an 13:03),Berlin Gesundbrunnen
11:55 (+2),RE 3510,Burg Stargard(Meckl) (an 13:22),Berlin Gesundbrunnen
11:58,FEX19828,Berlin Hbf (an 12:03),Berlin Gesundbrunnen
12:00,FEX19837,Flughafen BER (an 12:30),Berlin Gesundbrunnen
12:00,RB 18359,Wünsdorf-Waldstadt (an 13:11),Berlin Gesundbrunnen
12:03 (+3),ICE 1073,Berlin Südkreuz (an 12:18),Berlin Gesundbrunnen
12:03 (+5),RE 51073,Berlin Südkreuz (an 12:18),Berlin Gesundbrunnen
12:08 (+1),RE 3509,Berlin Südkreuz (an 12:23),Berlin Gesundbrunnen
12:11 (+2),IC 144,Amsterdam Centraal (an 18:10),Berlin Gesundbrunnen
12:15 (+2),RB 18257,Potsdam Hbf (an 13:23),Berlin Gesundbrunnen
12:18 Ausfall,IC 2177,Dresden Hbf (an 14:27),Berlin Gesundbrunnen
12:24,RE 3347,Lutherstadt Wittenberg Hbf (an 13:59),Berlin Gesundbrunnen
12:29 (+2),FEX19830,Berlin Hbf (an 12:33),Berlin Gesundbrunnen
12:29,FEX19839,Flughafen BER (an 13:04),Berlin Gesundbrunnen
12:39,RE 3310,Stralsund Hbf (an 15:41),Berlin Gesundbrunnen
12:40,EC 57,Przemysl Zasanie (an 22:41),Berlin Gesundbrunnen
12:45,ICE 931,Frankfurt(Main)Hbf (an 16:56),Berlin Gesundbrunnen
12:52,ICE 1109,München Hbf (an 17:10),Berlin Gesundbrunnen
12:55,RE 4358,Burg Stargard(Meckl) (an 14:22),Berlin Gesundbrunnen
12:58 (+3),FEX19832,Berlin Hbf (an 13:03),Berlin Gesundbrunnen
13:00,FEX19841,Flughafen BER (an 13:30),Berlin Gesundbrunnen
13:06,RE 4359,Berlin Südkreuz (an 13:23),Berlin Gesundbrunnen
13:10 (+7),ICE 932,Ostseebad Binz (an 17:00),Berlin Gesundbrunnen
13:10 (+7),RE 50932,Prenzlau (an 14:16),Berlin Gesundbrunnen
13:13 (+5),RB 18259,Potsdam Hbf (an 14:23),Berlin Gesundbrunnen
13:17 (+4),ICE 691,München Hbf (an 21:13),Berlin Gesundbrunnen
13:29,FEX19834,Berlin Hbf (an 13:35),Berlin Gesundbrunnen
13:29,FEX19843,Flughafen BER (an 14:00),Berlin Gesundbrunnen
13:38,RE 3348,Angermünde (an 14:28),Berlin Gesundbrunnen
13:48 (+12),ICE 1710,Ostseebad Binz (an 17:33),Berlin Gesundbrunnen
13:48 (+1),RE 51710,Prenzlau (an 14:58),Berlin Gesundbrunnen
13:49 (+1),EC 49,Warszawa Wschodnia (an 19:16),Berlin Gesundbrunnen
13:55,RE 3512,Burg Stargard(Meckl) (an 15:22),Berlin Gesundbrunnen
13:58 (+6),FEX19836,Berlin Hbf (an 14:03),Berlin Gesundbrunnen
14:00,FEX19845,Flughafen BER (an 14:30),Berlin Gesundbrunnen
14:04 (+1),RE 3511,Berlin Südkreuz (an 14:19),Berlin Gesundbrunnen
14:09 (+29),ICE 1711,München Hbf (an 19:03),Berlin Gesundbrunnen
14:09,RE 28,Berlin Südkreuz (an 14:34),Berlin Gesundbrunnen
14:09 (+28),RE 51711,Berlin Südkreuz (an 14:34),Berlin Gesundbrunnen
14:12,IC 142,Amsterdam Centraal (an 20:10),Berlin Gesundbrunnen
14:12 (+1),IC 142,Amsterdam Centraal (an 20:10),Berlin S+U Gesundbrunnen Bhf
14:13 (+2),RB 18261,Potsdam Hbf (an 15:23),Berlin Gesundbrunnen
14:24,RE 3349,Lutherstadt Wittenberg Hbf (an 15:59),Berlin Gesundbrunnen
14:29 (+1),FEX19838,Berlin Hbf (an 14:33),Berlin Gesundbrunnen
14:29 (+1),FEX19847,Flughafen BER (an 15:04),Berlin Gesundbrunnen
14:39,RE 3312,Stralsund Hbf (an 17:41),Berlin Gesundbrunnen
14:43 Ausfall,EC 231,Gdynia Glowna (an 20:50),Berlin Gesundbrunnen
14:46 (+8),ICE 933,Frankfurt(Main)Hbf (an 18:56),Berlin Gesundbrunnen
14:46 (+8),RE 50933,Berlin Südkreuz (an 15:05),Berlin Gesundbrunnen
14:52 (+5),ICE 1111,München Hbf (an 19:11),Berlin Gesundbrunnen
14:55,RE 4360,Burg Stargard(Meckl) (an 16:22),Berlin Gesundbrunnen
14:58 (+3),FEX19840,Berlin Hbf (an 15:03),Berlin Gesundbrunnen
15:00 (+2),FEX19849,Flughafen BER (an 15:30),Berlin Gesundbrunnen
15:06,RE 4361,Berlin Südkreuz (an 15:23),Berlin Gesundbrunnen
15:13 (+1),RB 18263,Potsdam Hbf (an 16:23),Berlin Gesundbrunnen
15:17 (+1),FLX 1245,Stuttgart Hbf (an 21:19),Berlin Gesundbrunnen
15:17 (+1),FLX 1249,Stuttgart Hbf (an 21:19),Berlin Gesundbrunnen
15:29,FEX19842,Berlin Hbf (an 15:33),Berlin Gesundbrunnen
15:29,FEX19851,Flughafen BER (an 16:00),Berlin Gesundbrunnen
15:29,RB 18675,Ludwigsfelde (an 16:23),Berlin Gesundbrunnen
15:38,RE 3350,Angermünde (an 16:29),Berlin Gesundbrunnen
15:46 (+78),EC 247,Warszawa Wschodnia (an 21:16),Berlin Gesundbrunnen
15:50 (+2),ICE 1072,Ostseebad Binz (an 19:29),Berlin Gesundbrunnen
15:50,RE 51072,Prenzlau (an 17:03),Berlin Gesundbrunnen
15:55 (+2),RE 3514,Burg Stargard(Meckl) (an 17:22),Berlin Gesundbrunnen
16:00 (+2),FEX19853,Flughafen BER (an 16:30),Berlin Gesundbrunnen
16:01 (+20),ICE 1075,Berlin Südkreuz (an 16:13),Berlin Gesundbrunnen
16:01,RE 51040,Berlin Südkreuz (an 16:13),Berlin Gesundbrunnen
16:01 (+15),RE 51075,Berlin Südkreuz (an 16:13),Berlin Gesundbrunnen
16:04 (+2),FEX19844,Berlin Hbf (an 16:09),Berlin Gesundbrunnen
16:08 (+1),RE 3513,Berlin Südkreuz (an 16:28),Berlin Gesundbrunnen
16:12 (+2),IC 140,Amsterdam Centraal (an 22:10),Berlin Gesundbrunnen
16:15 (+4),RB 18265,Potsdam Hbf (an 17:23),Berlin Gesundbrunnen
16:18 (+7),IC 2271,Chemnitz Hbf (an 19:31),Berlin Gesundbrunnen
16:24,RE 3351,Lutherstadt Wittenberg Hbf (an 17:59),Berlin Gesundbrunnen
16:29,FEX19846,Berlin Hbf (an 16:33),Berlin Gesundbrunnen
16:29,FEX19855,Flughafen BER (an 17:04),Berlin Gesundbrunnen
16:39,RE 3314,Stralsund Hbf (an 19:41),Berlin Gesundbrunnen
16:40 (+94),EC 55,Krakow Glowny (an 23:50),Berlin Gesundbrunnen
16:52,ICE 1113,München Hbf (an 21:12),Berlin Gesundbrunnen
16:55,RE 4362,Burg Stargard(Meckl) (an 18:22),Berlin Gesundbrunnen
16:58,FEX19848,Berlin Hbf (an 17:03),Berlin Gesundbrunnen
17:00,FEX19857,Flughafen BER (an 17:30),Berlin Gesundbrunnen
17:06,RE 4363,Berlin Südkreuz (an 17:22),Berlin Gesundbrunnen
17:11,ICE 695,München Hbf (an 01:18),Berlin Gesundbrunnen
17:15,RB 18267,Potsdam Hbf (an 18:23),Berlin Gesundbrunnen
17:29,FEX19850,Berlin Hbf (an 17:33),Berlin Gesundbrunnen
17:29,FEX19859,Flughafen BER (an 18:00),Berlin Gesundbrunnen
17:38,RE 3352,Angermünde (an 18:28),Berlin Gesundbrunnen
17:48 (+51),EC 249,Warszawa Wschodnia (an 23:16),Berlin Gesundbrunnen
17:49 (+13),ICE 1070,Stralsund Hbf (an 20:33),Berlin Gesundbrunnen
17:49 (+9),RE 51070,Prenzlau (an 19:03),Berlin Gesundbrunnen
17:55 (+21),RE 3516,Burg Stargard(Meckl) (an 19:22),Berlin Gesundbrunnen
17:58 (+1),FEX19852,Berlin Hbf (an 18:03),Berlin Gesundbrunnen
18:00,FEX19861,Flughafen BER (an 18:30),Berlin Gesundbrunnen
18:04 (+1),RE 3515,Berlin Südkreuz (an 18:28),Berlin Gesundbrunnen
18:07 (+2),RE 50715,Berlin Südkreuz (an 18:24),Berlin Gesundbrunnen
18:07,RE 50975,Berlin Südkreuz (an 18:24),Berlin Gesundbrunnen
18:13,RB 18269,Potsdam Hbf (an 19:23),Berlin Gesundbrunnen
18:21 (+15),ICE 742,Münster(Westf)Hbf (an 21:42),Berlin S+U Gesundbrunnen Bhf
18:21 (+39),ICE 742,Münster(Westf)Hbf (an 21:42),Berlin Gesundbrunnen
18:21 (+15),ICE 742,Bünde (an 20:48),Berlin S+U Gesundbrunnen Bhf
18:24,RE 3353,Lutherstadt Wittenberg Hbf (an 19:59),Berlin Gesundbrunnen
18:29,FEX19863,Flughafen BER (an 19:04),Berlin Gesundbrunnen
