Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:05 (+73),RE 18799,Lübben(Spreewald) (ab 23:04),Berlin Ostkreuz
01:14,RE 3742,Borkheide (ab 00:09),Berlin Ostkreuz
05:55 (+11),RE 3709,Senftenberg (ab 04:14),Berlin Ostkreuz
05:59 (+6),RE 3704,Dessau Hbf (ab 04:05),Berlin Ostkreuz
06:03,RB 61102,Templin Stadt (ab 04:32),Berlin Ostkreuz
06:55 (+46),RE 3711,Senftenberg (ab 05:10),Berlin Ostkreuz
07:01 (+21),RE 3706,Dessau Hbf (ab 05:05),Berlin Ostkreuz
07:03,RB 61104,Templin Stadt (ab 05:32),Berlin Ostkreuz
07:10 Ausfall,IC 2432,Cottbus Hbf (ab 06:01),Berlin Ostkreuz
07:19 (+8),RE 18756,Bad Belzig (ab 06:01),Berlin Ostkreuz
07:55 (+14),RE 3713,Senftenberg (ab 06:14),Berlin Ostkreuz
08:01 (+7),RE 3708,Dessau Hbf (ab 06:05),Berlin Ostkreuz
08:03,RB 61106,Templin Stadt (ab 06:32),Berlin Ostkreuz
08:19,RE 18758,Bad Belzig (ab 07:01),Berlin Ostkreuz
08:55 (+22),RE 3715,Senftenberg (ab 07:14),Berlin Ostkreuz
09:01 (+8),RE 3710,Dessau Hbf (ab 07:05),Berlin Ostkreuz
09:03,RB 61108,Templin Stadt (ab 07:32),Berlin Ostkreuz
09:22 (+1),IC 2272,Chemnitz Hbf (ab 06:26),Berlin Ostkreuz
09:22,RE 52272,Elsterwerda (ab 08:04),Berlin Ostkreuz
09:50,RE 73808,Brandenburg Hbf (ab 08:45),Berlin Ostkreuz
09:55 (+14),RE 3717,Senftenberg (ab 08:14),Berlin Ostkreuz
10:01 (+2),RE 3712,Dessau Hbf (ab 08:05),Berlin Ostkreuz
10:03,RB 61110,Templin Stadt (ab 08:32),Berlin Ostkreuz
10:18 (+1),RE 3113,Lübbenau(Spreewald) (ab 09:27),Berlin Ostkreuz
10:37 (+58),RE 3112,Nauen (ab 09:37),Berlin Ostkreuz
10:55 (+5),RE 3719,Senftenberg (ab 09:14),Berlin Ostkreuz
11:01 (+48),RE 3714,Dessau Hbf (ab 09:05),Berlin Ostkreuz
