Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:01 (+1),RE 73829,Frankfurt(Oder) (ab 22:55),Berlin Hbf
00:03,FEX19876,Flughafen BER (ab 23:28),Berlin Hbf
00:03 (+12),RE 3182,Stendal Hbf (ab 22:45),Berlin Hbf
00:05 (+16),ICE 500,München Hbf (ab 18:55),Berlin Hbf
00:12 Ausfall,ICE 907,Hamburg-Altona (ab 21:21),Berlin Hbf
00:14 (+1),RE 62045,Flughafen BER (ab 23:43),Berlin Hbf
00:18 (+1),ICE 101,Berlin Ostbahnhof (ab 00:11),Berlin Hbf
00:18 Ausfall,ICE 947,Düsseldorf Hbf (ab 19:50),Berlin Hbf
00:18 Ausfall,ICE 957,Köln Hbf (ab 19:46),Berlin Hbf
00:27 (+2),RE 3745,Senftenberg (ab 22:26),Berlin Hbf
00:27,RE 7,Berlin Ostkreuz (ab 00:11),Berlin Hbf
00:28,RE 3361,Schwedt(Oder) (ab 23:06),Berlin Hbf
00:31 (+40),ICE 1018,München Hbf (ab 19:55),Berlin Hbf
00:34,FEX19878,Flughafen BER (ab 00:02),Berlin Hbf
00:34 (+1),RE 3366,Berlin Südkreuz (ab 00:28),Berlin Hbf
00:38,RE 62038,Wustermark (ab 00:02),Berlin Hbf
00:39,RE 73797,Fangschleuse (ab 00:04),Berlin Hbf
00:47 (+2),RE 52836,Schwerin Hbf (ab 22:13),Berlin Hbf
00:49,RE 3141,Vetschau (ab 23:19),Berlin Hbf
00:51 (+1),RE 3140,Berlin-Charlottenburg (ab 00:43),Berlin Hbf
01:01 (+75),ICE 592,München Hbf (ab 16:01),Berlin Hbf
01:03 (+49),RE 3742,Dessau Hbf (ab 23:23),Berlin Hbf
01:13,RE 62041,Flughafen BER (ab 00:40),Berlin Hbf
01:16 (+104),ICE 657,Aachen Hbf (ab 19:57),Berlin Hbf
01:21,RE 33842,Genthin (ab 00:01),Berlin Hbf
01:21 (+6),RE 73794,Möser (ab 23:39),Berlin Hbf
01:32 (+1),ICE 292,Berlin Zoologischer Garten Zoologischer  (ab 01:26),Berlin Hbf
01:39,RE 73753,Frankfurt(Oder) (ab 00:24),Berlin Hbf
