Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
10:36,RE 33727,Frankfurt(Oder) (ab 09:26),Berlin Friedrichstr
10:56,RE 33688,Frankfurt(Oder) (ab 09:55),Berlin Friedrichstr
11:01,RE 33683,Potsdam Hbf (ab 10:31),Berlin Friedrichstr
11:16,RE 33724,Potsdam Hbf (ab 10:50),Berlin Friedrichstr
11:56,RE 33690,Frankfurt(Oder) (ab 10:55),Berlin Friedrichstr
12:01,RE 33685,Potsdam Hbf (ab 11:31),Berlin Friedrichstr
12:09 Ausfall,RE 3721,Senftenberg (ab 10:14),Berlin Friedrichstr
12:16,RE 33726,Potsdam Hbf (ab 11:50),Berlin Friedrichstr
12:36,RE 33731,Frankfurt(Oder) (ab 11:26),Berlin Friedrichstr
12:56,RE 33692,Frankfurt(Oder) (ab 11:55),Berlin Friedrichstr
13:16,RE 33728,Potsdam Hbf (ab 12:50),Berlin Friedrichstr
13:36,RE 33733,Frankfurt(Oder) (ab 12:26),Berlin Friedrichstr
13:56,RE 33694,Frankfurt(Oder) (ab 12:55),Berlin Friedrichstr
14:16,RE 33730,Potsdam Hbf (ab 13:50),Berlin Friedrichstr
14:36,RE 33735,Frankfurt(Oder) (ab 13:26),Berlin Friedrichstr
14:56,RE 33696,Frankfurt(Oder) (ab 13:55),Berlin Friedrichstr
15:01,RE 33691,Potsdam Hbf (ab 14:31),Berlin Friedrichstr
15:16,RE 33732,Potsdam Hbf (ab 14:50),Berlin Friedrichstr
16:01,RE 33693,Potsdam Hbf (ab 15:31),Berlin Friedrichstr
16:16,RE 33734,Potsdam Hbf (ab 15:50),Berlin Friedrichstr
16:56,RE 33700,Frankfurt(Oder) (ab 15:55),Berlin Friedrichstr
17:01,RE 33695,Potsdam Hbf (ab 16:31),Berlin Friedrichstr
17:56,RE 33702,Frankfurt(Oder) (ab 16:55),Berlin Friedrichstr
18:01,RE 33697,Potsdam Hbf (ab 17:31),Berlin Friedrichstr
18:36,RE 33743,Frankfurt(Oder) (ab 17:26),Berlin Friedrichstr
18:56,RE 33704,Frankfurt(Oder) (ab 17:55),Berlin Friedrichstr
19:01,RE 33699,Potsdam Hbf (ab 18:31),Berlin Friedrichstr
19:16,RE 33740,Potsdam Hbf (ab 18:50),Berlin Friedrichstr
19:56,RE 33706,Frankfurt(Oder) (ab 18:55),Berlin Friedrichstr
20:01,RE 33701,Potsdam Hbf (ab 19:31),Berlin Friedrichstr
20:56,RE 33708,Frankfurt(Oder) (ab 19:55),Berlin Friedrichstr
