Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
05:59,RE 62054,Elsterwerda (an 07:46),Berlin-Lichterfelde Ost
06:38,RE 3147,Stendal Hbf (an 08:20),Berlin-Lichterfelde Ost
07:40,RE 3169,Rathenow (an 08:56),Berlin-Lichterfelde Ost
07:59,RE 62058,Elsterwerda (an 09:39),Berlin-Lichterfelde Ost
08:38,RE 3149,Stendal Hbf (an 10:20),Berlin-Lichterfelde Ost
09:54,RE 62061,Berlin Hbf (an 10:09),Berlin-Lichterfelde Ost
09:59,RE 62062,Elsterwerda (an 11:39),Berlin-Lichterfelde Ost
11:19,RE 92550,Jüterbog (an 11:53),Berlin-Lichterfelde Ost
11:43,RE 92373,Berlin Südkreuz (an 11:47),Berlin-Lichterfelde Ost
11:49,RE 3307,Luckenwalde (an 12:18),Berlin-Lichterfelde Ost
11:59,RE 62066,Elsterwerda (an 13:39),Berlin-Lichterfelde Ost
12:38 (+5),RE 92553,Berlin Südkreuz (an 12:43),Berlin-Lichterfelde Ost
13:37 (+3),RE 92375,Berlin Südkreuz (an 13:41),Berlin-Lichterfelde Ost
13:59,RE 62070,Elsterwerda (an 15:39),Berlin-Lichterfelde Ost
14:38,RE 3155,Stendal Hbf (an 16:20),Berlin-Lichterfelde Ost
14:38 Ausfall,RE 92555,Berlin Südkreuz (an 14:43),Berlin-Lichterfelde Ost
15:43 (+4),RE 92377,Berlin Südkreuz (an 15:47),Berlin-Lichterfelde Ost
15:54,RE 62073,Berlin Hbf (an 16:11),Berlin-Lichterfelde Ost
15:59,RE 62074,Elsterwerda (an 17:39),Berlin-Lichterfelde Ost
16:17 (+2),RE 92374,Emmerich (an 23:16),Berlin-Lichterfelde Ost
16:38 (+1),RE 92557,Berlin Südkreuz (an 16:43),Berlin-Lichterfelde Ost
17:37,RE 92379,Berlin Südkreuz (an 17:41),Berlin-Lichterfelde Ost
17:59,RE 62078,Elsterwerda (an 19:39),Berlin-Lichterfelde Ost
18:38 (+5),RE 92559,Berlin Südkreuz (an 18:43),Berlin-Lichterfelde Ost
19:43 (+11),RE 93981,Berlin Südkreuz (an 19:47),Berlin-Lichterfelde Ost
19:49,RE 3315,Ludwigsfelde (an 20:06),Berlin-Lichterfelde Ost
19:59,RE 62082,Elsterwerda (an 21:39),Berlin-Lichterfelde Ost
21:38,RE 93983,Berlin Südkreuz (an 21:42),Berlin-Lichterfelde Ost
21:49,RE 3317,Jüterbog (an 22:27),Berlin-Lichterfelde Ost
21:59,RE 62086,Elsterwerda (an 23:39),Berlin-Lichterfelde Ost
