Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:30 (+40),ICE 101,Karlsruhe Hbf (an 08:58),Berlin Zoologischer Garten Zoologischer 
00:30 Ausfall,ICE 101,Karlsruhe Hbf (an 08:58),Berlin Zoologischer Garten
00:50,RE 56382,Potsdam Hbf (an 01:09),Berlin Zoologischer Garten
00:50,RE 73797,Groß Kreutz (an 01:30),Berlin Zoologischer Garten
01:16,RE 73794,Berlin Hbf (an 01:21),Berlin Zoologischer Garten
04:05,RE 73752,Frankfurt(Oder) (an 05:31),Berlin Zoologischer Garten
04:47,RE 73757,Groß Kreutz (an 05:26),Berlin Zoologischer Garten
05:08,RE 63446,Potsdam Hbf (an 05:29),Berlin Zoologischer Garten
05:08,RE 73717,Groß Kreutz (an 05:45),Berlin Zoologischer Garten
05:08,RE 73754,Erkner (an 05:48),Berlin Zoologischer Garten
05:20,RE 7,Lübben(Spreewald) (an 07:01),Berlin Zoologischer Garten
05:20,RE 94707,Dessau Hbf (an 06:53),Berlin Zoologischer Garten
05:25,RE 62003,Wismar (an 08:37),Berlin Zoologischer Garten
05:42,RE 92403,Berlin-Spandau (an 05:54),Berlin Zoologischer Garten
05:47,RE 33717,Potsdam Hbf (an 06:05),Berlin Zoologischer Garten
05:47,RE 73759,Groß Kreutz (an 06:26),Berlin Zoologischer Garten
05:48,RE 73714,Frankfurt(Oder) (an 07:05),Berlin Zoologischer Garten
06:08,RE 63448,Potsdam Hbf (an 06:29),Berlin Zoologischer Garten
06:08,RE 73719,Groß Kreutz (an 06:45),Berlin Zoologischer Garten
06:08,RE 73756,Erkner (an 06:48),Berlin Zoologischer Garten
06:17,RE 92404,Berlin Hbf (an 06:21),Berlin Zoologischer Garten
06:20,RE 94709,Dessau Hbf (an 07:53),Berlin Zoologischer Garten
06:26,RE 62005,Wittenberge (an 07:57),Berlin Zoologischer Garten
06:40,RE 94706,Berlin Hbf (an 06:44),Berlin Zoologischer Garten
06:42,RE 92405,Nauen (an 07:21),Berlin Zoologischer Garten
06:47,RE 33719,Potsdam Hbf (an 07:05),Berlin Zoologischer Garten
06:47,RE 73761,Groß Kreutz (an 07:26),Berlin Zoologischer Garten
06:53,RE 73716,Eisenhüttenstadt (an 08:23),Berlin Zoologischer Garten
07:08,RE 73721,Groß Kreutz (an 07:45),Berlin Zoologischer Garten
07:08,RE 73758,Erkner (an 07:48),Berlin Zoologischer Garten
07:20,RE 94711,Dessau Hbf (an 08:53),Berlin Zoologischer Garten
07:26,RE 62007,Wismar (an 10:37),Berlin Zoologischer Garten
07:42,RE 92407,Nauen (an 08:21),Berlin Zoologischer Garten
07:47,RE 73763,Groß Kreutz (an 08:26),Berlin Zoologischer Garten
07:53,RE 73718,Frankfurt(Oder) (an 09:05),Berlin Zoologischer Garten
08:08,RE 73723,Groß Kreutz (an 08:45),Berlin Zoologischer Garten
08:08,RE 73760,Erkner (an 08:48),Berlin Zoologischer Garten
08:17 (+1),RE 92408,Berlin Hbf (an 08:21),Berlin Zoologischer Garten
08:20,RE 94713,Dessau Hbf (an 09:53),Berlin Zoologischer Garten
08:26,RE 62009,Wittenberge (an 09:57),Berlin Zoologischer Garten
08:40,RE 94710,Berlin Hbf (an 08:44),Berlin Zoologischer Garten
08:42,RE 92409,Nauen (an 09:21),Berlin Zoologischer Garten
08:47,RE 33723,Potsdam Hbf (an 09:05),Berlin Zoologischer Garten
08:47,RE 73765,Groß Kreutz (an 09:26),Berlin Zoologischer Garten
08:55,RE 73720,Frankfurt(Oder) (an 10:05),Berlin Zoologischer Garten
