Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
05:27,05:27,RB 61003,Wandlitzsee (an 05:46),
06:27,06:27,RB 61005,Wandlitzsee (an 06:46),
09:27,09:27,RB 61011,Klosterfelde (an 09:51),1
09:57,09:57,RB 61053,Basdorf (an 10:09),1
10:27,10:27,RB 61013,Klosterfelde (an 10:51),
11:27,11:27,RB 61015,Klosterfelde (an 11:51),
12:27,12:27,RB 61017,Klosterfelde (an 12:51),
13:27,13:27,RB 61019,Klosterfelde (an 13:51),
14:27,14:27,RB 61021,Klosterfelde (an 14:51),
15:27,15:27,RB 61023,Wandlitzsee (an 15:46),
16:27,16:27,RB 61025,Wandlitzsee (an 16:46),
17:27,17:27,RB 61027,Wandlitzsee (an 17:46),
18:27,18:27,RB 61029,Wandlitzsee (an 18:46),
19:27,19:27,RB 61031,Wandlitzsee (an 19:46),
20:27,20:27,RB 61033,Wandlitzsee (an 20:46),
22:27,22:27,RB 61037,Wandlitzsee (an 22:46),
23:27,23:27,RB 61039,Wandlitzsee (an 23:46),
