Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:38 (+21),00:59,ICE 2849,Berlin Gesundbrunnen (ab 17:26),2
00:38 (+21),00:59,ICE 947,Köln Hbf (ab 19:27),2
01:02,01:02,ICE 901,Hamburg-Altona (ab 21:26),2
01:49 (+2),01:51,ICE 274,Basel SBB (ab 18:16),2
01:56,01:56,RE 73752,Frankfurt(Oder) (ab 00:29),3
02:14 (+22),02:36,ICE 1707,Hamburg-Altona (ab 22:34),2
04:04 (+1),04:05,ICE 646,Berlin Ostbahnhof (ab 03:48),4
04:20,04:20,RE 3705,Berlin Ostkreuz (ab 03:59),3
04:33,04:33,ICE 277,Berlin Ostbahnhof (ab 04:15),3
04:38 (+2),04:40,RE 3702,Bad Belzig (ab 03:41),2
04:40,04:40,RE 3101,Berlin Ostkreuz (ab 04:16),4
04:44,04:44,RE 94756,Berlin Ostkreuz (ab 04:23),
04:49,04:49,RB 21806,Berlin Ostbahnhof (ab 04:33),
05:08,05:08,RE 94716,Frankfurt(Oder) (ab 03:38),3
05:18,05:18,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),1
05:20,05:20,RE 3707,Lübbenau(Spreewald) (ab 03:53),3
05:32,05:32,ICE 946,Berlin Ostbahnhof (ab 05:08),3
05:38,05:38,RE 3704,Dessau Hbf (ab 04:05),2
05:42,05:42,RE 3103,Cottbus Hbf (ab 03:51),3
05:51,05:51,RE 94713,Berlin-Wannsee (ab 05:39),2
06:07,06:07,RE 94718,Eisenhüttenstadt (ab 04:21),4
06:18,06:18,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:22,06:22,EC 430,Przemysl Glowny (ab 18:49),4
06:34,06:34,ICE 279,Berlin Ostbahnhof (ab 06:15),3
06:42 (+14),06:56,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),1
06:42,06:42,RE 3105,Cottbus Hbf (ab 04:57),4
06:51,06:51,RE 94715,Berlin-Wannsee (ab 06:39),2
07:18,07:18,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),1
07:20,07:20,RE 3711,Senftenberg (ab 05:11),4
07:42,07:42,RE 3107,Cottbus Hbf (ab 06:07),4
07:45,07:45,ICE 649,Hannover Hbf (ab 05:30),2
08:11 (+1),08:12,ICE 851,Hannover Hbf (ab 05:46),1
08:18,08:18,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),1
08:20,08:20,RE 3713,Senftenberg (ab 06:14),3
08:29,08:29,RE 94759,Potsdam Hbf (ab 08:10),2
08:38 (+13),08:51,RE 3710,Dessau Hbf (ab 07:05),2
08:42,08:42,RE 3109,Cottbus Hbf (ab 07:03),4
08:51 (+3),08:54,RE 94719,Berlin-Wannsee (ab 08:39),2
08:57,08:57,RB 18148,Berlin Ostbahnhof (ab 08:39),3
09:03 (+8),09:11,RB 18147,Potsdam Griebnitzsee (ab 08:46),1
09:07,09:07,RE 94724,Frankfurt(Oder) (ab 07:41),4
09:18,09:18,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),1
09:20 (+18),09:38,RE 3715,Senftenberg (ab 07:14),4
09:21 Ausfall,--:--,RE 73809,Brandenburg Hbf (ab 08:22),3
09:29,09:29,RB 94761,Potsdam Hbf (ab 09:10),
09:29,09:29,RE 94761,Potsdam Hbf (ab 09:10),2
09:29 (+1),09:30,RE 94766,Frankfurt(Oder) (ab 08:11),4
09:38 (+2),09:40,RE 3712,Dessau Hbf (ab 08:05),1
09:42 (+22),10:04,RE 3111,Cottbus Hbf (ab 08:04),4
09:51,09:51,RE 94721,Berlin-Wannsee (ab 09:39),2
09:57,09:57,RB 18150,Berlin Ostbahnhof (ab 09:39),3
10:03,10:03,RB 18149,Potsdam Griebnitzsee (ab 09:46),1
10:18,10:18,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),1
11:18,11:18,RE 3114,Hennigsdorf(b Berlin) (ab 10:35),1
11:51,11:51,RE 94725,Berlin-Wannsee (ab 11:39),2
12:07,12:07,RE 94730,Frankfurt(Oder) (ab 10:38),4
12:18,12:18,RE 3116,Hennigsdorf(b Berlin) (ab 11:35),1
12:20 (+13),12:33,RE 3721,Senftenberg (ab 10:14),4
12:29,12:29,RE 94767,Potsdam Hbf (ab 12:10),2
12:29,12:29,RE 94772,Frankfurt(Oder) (ab 11:07),4
12:38 (+4),12:42,RE 3718,Dessau Hbf (ab 11:05),2
12:42,12:42,RE 3117,Cottbus Hbf (ab 11:03),4
12:46 (+20),13:06,IC 2035,Norddeich (ab 05:39),2
12:51,12:51,RE 94727,Berlin-Wannsee (ab 12:39),2
13:07,13:07,RE 94732,Frankfurt(Oder) (ab 11:38),4
13:18,13:18,RE 3118,Hennigsdorf(b Berlin) (ab 12:35),1
13:20,13:20,RE 3723,Senftenberg (ab 11:14),3
13:29,13:29,RE 94769,Potsdam Hbf (ab 13:10),
13:29,13:29,RE 94774,Frankfurt(Oder) (ab 12:07),
13:38 (+9),13:47,RE 3720,Dessau Hbf (ab 12:05),2
13:42 (+13),13:55,RE 3119,Cottbus Hbf (ab 12:03),4
13:51,13:51,RE 93730,Berlin-Wannsee (ab 13:39),
13:51,13:51,RE 94729,Berlin-Wannsee (ab 13:39),2
14:07,14:07,RE 94734,Frankfurt(Oder) (ab 12:38),4
