Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
11:32,RB 61154,Werneuchen (ab 11:02),Berlin-Lichtenberg
11:36 (+1),RB 5163,Berlin Ostkreuz (ab 11:33),Berlin-Lichtenberg
11:41,RB 18212,Flughafen BER - Terminal 5 (Schönefeld) (ab 11:19),Berlin-Lichtenberg
12:12 (+2),RB 18314,Flughafen BER - Terminal 5 (Schönefeld) (ab 11:49),Berlin-Lichtenberg
12:23,RB 61157,Berlin Ostkreuz (ab 12:20),Berlin-Lichtenberg
12:24 (+2),RB 5164,Küstrin-Kietz (ab 11:18),Berlin-Lichtenberg
12:32 (+1),RB 61156,Werneuchen (ab 12:02),Berlin-Lichtenberg
12:53 (+2),RB 92117,Berlin Ostkreuz (ab 12:50),Berlin-Lichtenberg
13:23 (+1),RB 61159,Berlin Ostkreuz (ab 13:20),Berlin-Lichtenberg
13:24,RB 5166,Küstrin-Kietz (ab 12:11),Berlin-Lichtenberg
13:32,RB 61158,Werneuchen (ab 13:02),Berlin-Lichtenberg
13:36 (+1),RB 5167,Berlin Ostkreuz (ab 13:33),Berlin-Lichtenberg
13:53 (+1),RB 92119,Berlin Ostkreuz (ab 13:50),Berlin-Lichtenberg
14:23 (+1),RB 61161,Berlin Ostkreuz (ab 14:20),Berlin-Lichtenberg
14:24,RB 5168,Küstrin-Kietz (ab 13:18),Berlin-Lichtenberg
14:32,RB 61160,Werneuchen (ab 14:02),Berlin-Lichtenberg
15:23 (+1),RB 61163,Berlin Ostkreuz (ab 15:20),Berlin-Lichtenberg
15:24 (+1),RB 5170,Küstrin-Kietz (ab 14:11),Berlin-Lichtenberg
15:32,RB 61162,Werneuchen (ab 15:02),Berlin-Lichtenberg
15:36 (+1),RB 5171,Berlin Ostkreuz (ab 15:33),Berlin-Lichtenberg
15:53 (+1),RB 92223,Berlin Ostkreuz (ab 15:50),Berlin-Lichtenberg
16:23 (+1),RB 61165,Berlin Ostkreuz (ab 16:20),Berlin-Lichtenberg
16:24 (+2),RB 5172,Küstrin-Kietz (ab 15:18),Berlin-Lichtenberg
16:32,RB 61164,Werneuchen (ab 16:02),Berlin-Lichtenberg
16:53 (+1),RB 92225,Berlin Ostkreuz (ab 16:50),Berlin-Lichtenberg
17:23 (+1),RB 61167,Berlin Ostkreuz (ab 17:20),Berlin-Lichtenberg
17:24 (+5),RB 5174,Küstrin-Kietz (ab 16:11),Berlin-Lichtenberg
17:32,RB 61166,Werneuchen (ab 17:02),Berlin-Lichtenberg
17:34,RE 3352,Jüterbog (ab 16:33),Berlin-Lichtenberg
17:36 (+4),RB 5175,Berlin Ostkreuz (ab 17:33),Berlin-Lichtenberg
17:53 (+1),RB 92227,Berlin Ostkreuz (ab 17:50),Berlin-Lichtenberg
18:23,RB 61169,Berlin Ostkreuz (ab 18:20),Berlin-Lichtenberg
18:24 (+4),RB 5176,Küstrin-Kietz (ab 17:18),Berlin-Lichtenberg
18:25 (+2),RE 3746,Bad Belzig (ab 17:03),Berlin-Lichtenberg
18:32 (+6),RB 61168,Werneuchen (ab 18:02),Berlin-Lichtenberg
18:53 (+1),RB 92229,Berlin Ostkreuz (ab 18:50),Berlin-Lichtenberg
19:23,RB 61171,Berlin Ostkreuz (ab 19:20),Berlin-Lichtenberg
19:24 (+3),RB 5178,Küstrin-Kietz (ab 18:11),Berlin-Lichtenberg
19:32,RB 61170,Werneuchen (ab 19:02),Berlin-Lichtenberg
19:36 (+1),RB 5179,Berlin Ostkreuz (ab 19:33),Berlin-Lichtenberg
19:53,RB 92231,Berlin Ostkreuz (ab 19:50),Berlin-Lichtenberg
20:23 (+1),RB 61173,Berlin Ostkreuz (ab 20:20),Berlin-Lichtenberg
20:24 (+5),RB 5180,Küstrin-Kietz (ab 19:18),Berlin-Lichtenberg
20:53,RB 92233,Berlin Ostkreuz (ab 20:50),Berlin-Lichtenberg
21:23,RB 61175,Berlin Ostkreuz (ab 21:20),Berlin-Lichtenberg
21:24 (+3),RB 5182,Küstrin-Kietz (ab 20:11),Berlin-Lichtenberg
21:36 (+3),RB 5183,Berlin Ostkreuz (ab 21:33),Berlin-Lichtenberg
22:53 (+7),RB 32945,Eberswalde Hbf (ab 22:07),Berlin-Lichtenberg
23:24 (+2),RB 5186,Küstrin-Kietz (ab 22:11),Berlin-Lichtenberg
23:36,RB 5187,Berlin Ostkreuz (ab 23:33),Berlin-Lichtenberg
