Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
05:27,05:27,RB 61003,Klandorf (an 06:04),
06:27,06:27,RB 61005,Klandorf (an 07:04),
07:27,07:27,RB 61007,Klandorf (an 08:04),1
08:27,08:27,RB 61009,Klandorf (an 09:04),
10:27,10:27,RB 61013,Groß Schönebeck (an 11:07),1
12:27,12:27,RB 61017,Groß Schönebeck (an 13:07),1
13:57,13:57,RB 61061,Basdorf (an 14:09),1
14:27,14:27,RB 61021,Groß Schönebeck (an 15:07),1
15:27,15:27,RB 61023,Klandorf (an 16:04),1
16:27,16:27,RB 61025,Groß Schönebeck (an 17:07),1
17:27,17:27,RB 61027,Klandorf (an 18:04),1
18:27,18:27,RB 61029,Groß Schönebeck (an 19:07),1
20:27,20:27,RB 61033,Groß Schönebeck (an 21:07),1
21:27,21:27,RB 61035,Klosterfelde (an 21:51),
22:27,22:27,RB 61037,Groß Schönebeck (an 23:07),
