Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
04:52,04:52,RB 33716,Frankfurt(Oder) (ab 03:37),1
04:52,04:52,RE 94716,Frankfurt(Oder) (ab 03:37),
05:03,05:03,RE 75800,Lübbenau(Spreewald) (ab 03:53),
05:12,05:12,RE 33758,Frankfurt(Oder) (ab 04:15),
05:46,05:46,RB 33718,Frankfurt(Oder) (ab 04:38),1
05:46,05:46,RE 1,Merzig(Saar) (ab 00:36),
06:09,06:09,RB 33760,Frankfurt(Oder) (ab 05:08),7
06:09,06:09,RE 33760,Frankfurt(Oder) (ab 05:08),
06:49,06:49,RB 33720,Frankfurt(Oder) (ab 05:41),1
06:49,06:49,RE 94720,Frankfurt(Oder) (ab 05:41),
07:07,07:07,RE 33762,Frankfurt(Oder) (ab 06:10),
07:50,07:50,RB 33722,Frankfurt(Oder) (ab 06:42),1
07:50,07:50,RE 94722,Frankfurt(Oder) (ab 06:42),
08:07,08:07,RB 33764,Frankfurt(Oder) (ab 07:10),7
08:07,08:07,RE 33764,Frankfurt(Oder) (ab 07:10),
08:49,08:49,RE 94724,Frankfurt(Oder) (ab 07:41),
09:09,09:09,RE 33766,Frankfurt(Oder) (ab 08:10),
09:49,09:49,RE 94726,Frankfurt(Oder) (ab 08:37),
10:08,10:08,RB 33768,Troisdorf (ab 21:57),7
10:08,10:08,RE 33768,Frankfurt(Oder) (ab 09:04),
10:49,10:49,RB 33728,Frankfurt(Oder) (ab 09:37),1
10:49,10:49,RE 94728,Frankfurt(Oder) (ab 09:37),
11:02,11:02,RE 7,Denzlingen (ab 00:20),
11:02,11:02,RE 75812,Lübben(Spreewald) (ab 10:02),2
11:08,11:08,RB 33770,Frankfurt(Oder) (ab 10:03),7
11:08,11:08,RE 33770,Frankfurt(Oder) (ab 10:03),
11:49,11:49,RB 33730,Frankfurt(Oder) (ab 10:37),
11:49,11:49,RE 94730,Frankfurt(Oder) (ab 10:37),
12:02 (+32),12:34,RB 75814,Lübben(Spreewald) (ab 11:02),2
12:08,12:08,RB 33772,Frankfurt(Oder) (ab 11:03),
12:08,12:08,RE 33772,Frankfurt(Oder) (ab 11:03),
12:49,12:49,RB 33732,Frankfurt(Oder) (ab 11:37),1
12:49,12:49,RE 94732,Frankfurt(Oder) (ab 11:37),
13:02 (+3),13:05,RB 75816,Lübben(Spreewald) (ab 12:02),2
13:08,13:08,RB 33774,Frankfurt(Oder) (ab 12:04),7
13:08,13:08,RE 33774,Frankfurt(Oder) (ab 12:04),
13:49,13:49,RB 33734,Frankfurt(Oder) (ab 12:37),1
13:49,13:49,RE 94734,Frankfurt(Oder) (ab 12:37),
14:02 (+8),14:10,RB 75818,Lübben(Spreewald) (ab 13:02),2
14:08,14:08,RB 33776,Frankfurt(Oder) (ab 13:04),7
14:08,14:08,RE 33776,Frankfurt(Oder) (ab 13:04),
14:49,14:49,RB 33736,Frankfurt(Oder) (ab 13:37),1
14:49,14:49,RE 94736,Frankfurt(Oder) (ab 13:37),
15:02,15:02,RB 75820,Lübben(Spreewald) (ab 14:02),2
15:08,15:08,RB 33778,Frankfurt(Oder) (ab 14:04),7
15:49,15:49,RB 33738,Frankfurt(Oder) (ab 14:37),
16:02,16:02,RB 75822,Lübben(Spreewald) (ab 15:02),2
16:08,16:08,RB 33780,Troisdorf (ab 02:57),7
16:49,16:49,RB 33740,Frankfurt(Oder) (ab 15:37),1
17:08,17:08,RB 33782,Frankfurt(Oder) (ab 16:04),7
17:49 (+3),17:52,RB 33742,Frankfurt(Oder) (ab 16:37),
17:49,17:49,RE 94742,Frankfurt(Oder) (ab 16:37),
18:02 (+4),18:06,RE 75826,Lübben(Spreewald) (ab 17:02),2
18:08,18:08,RB 33784,Frankfurt(Oder) (ab 17:04),7
18:08,18:08,RE 33784,Frankfurt(Oder) (ab 17:04),
18:49,18:49,RB 33744,Frankfurt(Oder) (ab 17:37),1
18:49,18:49,RE 94744,Frankfurt(Oder) (ab 17:37),
19:08,19:08,RE 33786,Frankfurt(Oder) (ab 18:04),7
19:49,19:49,RB 33746,Frankfurt(Oder) (ab 18:37),1
19:49,19:49,RE 94746,Frankfurt(Oder) (ab 18:37),
20:02 (+1),20:03,RB 75830,Lübben(Spreewald) (ab 19:02),
20:08,20:08,RE 33788,Frankfurt(Oder) (ab 19:04),
20:53,20:53,RB 33748,Frankfurt(Oder) (ab 19:41),7
20:53,20:53,RE 94748,Frankfurt(Oder) (ab 19:41),
21:02,21:02,RB 75832,Lübben(Spreewald) (ab 20:02),
21:42,21:42,RB 33790,Frankfurt(Oder) (ab 20:32),1
21:42,21:42,RE 91491,Frankfurt(Oder) (ab 20:32),
