Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:02,00:02,RE 3138,Hennigsdorf(b Berlin) (ab 23:00),1
00:03,00:03,FEX,Berlin Friedrichstr (ab 05:13),
00:03 (+1),00:04,RB 21962,Flughafen BER (ab 23:42),
00:09,00:09,RE 73826,Frankfurt(Oder) (ab 23:07),
00:09 (+1),00:10,RE 94749,Potsdam Hbf (ab 23:32),
00:15 (+2),00:17,RE 3745,Senftenberg (ab 22:26),7
00:15,00:15,RE 7,Großräschen (ab 05:24),
00:23 (+82),01:45,ICE 901,Hamburg-Altona (ab 21:26),1
00:36 (+9),00:45,ICE 947,Köln Hbf (ab 19:27),3
00:37 (+6),00:43,RE 3141,Cottbus Hbf (ab 22:56),6
00:37,00:37,RE 91441,Cottbus Hbf (ab 23:03),
00:41,00:41,RB 94796,Frankfurt(Oder) (ab 23:32),
00:51,00:51,FEX,Berlin Ostkreuz (ab 00:00),
01:02,01:02,RE 3140,Berlin-Charlottenburg (ab 00:42),
01:14,01:14,RE 3742,Dessau Hbf (ab 23:23),
01:33,01:33,RE 93994,Potsdam Hbf (ab 00:53),
01:33,01:33,RE 94791,Potsdam Hbf (ab 00:53),
01:36,01:36,RE 73752,Frankfurt(Oder) (ab 00:29),6
01:40 (+83),03:03,ICE 1707,Hamburg-Altona (ab 22:34),2
02:42 (+2),02:44,RB 21802,Flughafen BER (ab 02:22),
02:57,02:57,ICE 647,Köln Hbf (ab 21:26),2
03:38,03:38,RB 21805,Berlin-Charlottenburg (ab 03:18),
04:21,04:21,RE 73751,Berlin Zoologischer Garten (ab 04:04),
04:40,04:40,RE 73801,Berlin-Charlottenburg (ab 04:20),
04:41 (+9),04:50,RB 21806,Flughafen BER (ab 04:10),
04:49,04:49,RE 94716,Frankfurt(Oder) (ab 03:38),7
04:56,04:56,RE 3702,Bad Belzig (ab 03:41),2
05:02,05:02,RE 3707,Lübbenau(Spreewald) (ab 03:53),7
05:10,05:10,RE 93759,Frankfurt(Oder) (ab 04:15),
05:10,05:10,RE 94758,Frankfurt(Oder) (ab 04:15),
05:20,05:20,RB 21817,Berlin-Charlottenburg (ab 05:00),
05:23,05:23,RE 2,Liberec (ab 16:29),
05:23,05:23,RE 3103,Cottbus Hbf (ab 03:51),7
05:23,05:23,RE 92303,Cottbus Hbf (ab 04:00),
05:26,05:26,RB 94753,Berlin Zoologischer Garten (ab 05:09),
05:26,05:26,RE 93754,Berlin Zoologischer Garten (ab 05:09),
05:36,05:36,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),1
05:44,05:44,RE 93719,Eisenhüttenstadt (ab 04:21),
05:44,05:44,RE 94718,Eisenhüttenstadt (ab 04:21),7
05:55,05:55,RE 3704,Dessau Hbf (ab 04:05),1
06:02,06:02,RE 3709,Senftenberg (ab 04:11),7
06:05,06:05,EC 430,Przemysl Glowny (ab 18:49),7
06:09,06:09,RE 94713,Berlin-Wannsee (ab 05:39),
06:10,06:10,RE 94760,Frankfurt(Oder) (ab 05:08),7
06:23,06:23,RE 3105,Cottbus Hbf (ab 04:57),7
06:36,06:36,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),
06:46,06:46,RE 94755,Potsdam Hbf (ab 06:10),
06:47,06:47,RE 94720,Frankfurt(Oder) (ab 05:42),
06:56,06:56,RE 3706,Dessau Hbf (ab 05:05),
07:02,07:02,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),3
07:09,07:09,RE 94715,Berlin-Wannsee (ab 06:39),
