Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
01:01,RE 3165,Berlin Hbf (tief) (ab 00:27),Berlin Jungfernheide
04:21,RB 18241,Berlin Gesundbrunnen (ab 04:13),Berlin Jungfernheide
04:54,RE 3144,Rathenow (ab 04:03),Berlin Jungfernheide
05:00 (+1),RE 3145,Berlin Zoologischer Garten (ab 04:05),Berlin Jungfernheide
05:16,RB 18500,Eberswalde Hbf (ab 04:04),Berlin Jungfernheide
05:16 (+1),RE 3369,Eberswalde Hbf (ab 04:04),Berlin Jungfernheide
05:21,RB 18243,Berlin Gesundbrunnen (ab 05:13),Berlin Jungfernheide
05:30 (+1),RB 18240,Potsdam Hbf (ab 04:35),Berlin Jungfernheide
05:39 (+1),RB 18501,Nauen (ab 05:08),Berlin Jungfernheide
05:53,RB 18600,Berlin Südkreuz (ab 05:40),Berlin Jungfernheide
05:53 (+2),RE 3164,Stendal Hbf (ab 04:44),Berlin Jungfernheide
06:00,RB 18601,Nauen (ab 05:18),Berlin Jungfernheide
06:00 (+1),RE 3167,Magdeburg Hbf (ab 04:19),Berlin Jungfernheide
06:16,RB 18502,Berlin Südkreuz (ab 06:03),Berlin Jungfernheide
06:21,RB 18245,Berlin Gesundbrunnen (ab 06:13),Berlin Jungfernheide
06:30 (+5),RB 18242,Potsdam Hbf (ab 05:35),Berlin Jungfernheide
06:39 Ausfall,RB 18503,Nauen (ab 06:08),Berlin Jungfernheide
06:53 (+1),RB 18602,Berlin Südkreuz (ab 06:40),Berlin Jungfernheide
06:54 (+3),RE 3146,Rathenow (ab 06:03),Berlin Jungfernheide
07:00 (+3),RB 18603,Nauen (ab 06:18),Berlin Jungfernheide
07:00 (+1),RE 3147,Elsterwerda-Biehla (ab 04:54),Berlin Jungfernheide
07:16 Ausfall,RB 18504,Berlin Südkreuz (ab 07:03),Berlin Jungfernheide
07:21,RB 18247,Berlin Gesundbrunnen (ab 07:13),Berlin Jungfernheide
07:30 (+9),RB 18244,Potsdam Hbf (ab 06:35),Berlin Jungfernheide
07:39 (+9),RB 18505,Nauen (ab 07:08),Berlin Jungfernheide
07:53 (+1),RE 3166,Rathenow (ab 07:03),Berlin Jungfernheide
07:55,RB 18604,Berlin Südkreuz (ab 07:40),Berlin Jungfernheide
08:00,RB 18605,Nauen (ab 07:18),Berlin Jungfernheide
08:00 (+1),RE 3169,Magdeburg Hbf (ab 05:12),Berlin Jungfernheide
08:16 (+8),RB 18506,Berlin Südkreuz (ab 08:03),Berlin Jungfernheide
08:21,RB 18249,Berlin Gesundbrunnen (ab 08:13),Berlin Jungfernheide
08:30 (+2),RB 18246,Potsdam Hbf (ab 07:35),Berlin Jungfernheide
08:39 (+3),RB 18507,Nauen (ab 08:08),Berlin Jungfernheide
08:54 (+1),RE 3148,Rathenow (ab 08:03),Berlin Jungfernheide
08:56,RB 18606,Berlin Südkreuz (ab 08:43),Berlin Jungfernheide
09:00,RB 18607,Nauen (ab 08:18),Berlin Jungfernheide
09:00,RE 3149,Berlin Hbf (tief) (ab 08:56),Berlin Jungfernheide
09:16 (+3),RB 18508,Berlin Südkreuz (ab 09:03),Berlin Jungfernheide
09:21 (+1),RB 18251,Berlin Gesundbrunnen (ab 09:13),Berlin Jungfernheide
09:30 (+5),RB 18248,Potsdam Hbf (ab 08:35),Berlin Jungfernheide
09:39 (+2),RB 18509,Nauen (ab 09:08),Berlin Jungfernheide
09:53,RB 18608,Berlin Südkreuz (ab 09:40),Berlin Jungfernheide
09:53 (+1),RE 3168,Frankfurt(Oder) (ab 08:26),Berlin Jungfernheide
10:00,RB 18609,Nauen (ab 06:18),Berlin Jungfernheide
10:00,RE 3171,Berlin Hbf (tief) (ab 09:56),Berlin Jungfernheide
10:16 (+2),RB 18510,Berlin Südkreuz (ab 10:03),Berlin Jungfernheide
10:21,RB 18253,Berlin Gesundbrunnen (ab 10:13),Berlin Jungfernheide
10:30 (+3),RB 18250,Potsdam Hbf (ab 09:35),Berlin Jungfernheide
10:39 (+6),RB 18511,Nauen (ab 10:08),Berlin Jungfernheide
10:54 (+2),RB 18610,Berlin Südkreuz (ab 10:41),Berlin Jungfernheide
10:54 (+3),RE 3150,Frankfurt(Oder) (ab 00:24),Berlin Jungfernheide
11:00,RB 18611,Nauen (ab 10:18),Berlin Jungfernheide
11:00 (+3),RE 3151,Berlin Hbf (tief) (ab 10:56),Berlin Jungfernheide
11:16 (+2),RB 18512,Berlin Südkreuz (ab 11:03),Berlin Jungfernheide
11:21 (+1),RB 18255,Berlin Gesundbrunnen (ab 11:13),Berlin Jungfernheide
11:30 (+2),RB 18252,Potsdam Hbf (ab 10:35),Berlin Jungfernheide
11:39,RB 18513,Nauen (ab 11:07),Berlin Jungfernheide
11:53 (+1),RE 3170,Frankfurt(Oder) (ab 09:26),Berlin Jungfernheide
11:54 (+1),RB 18612,Berlin Südkreuz (ab 11:40),Berlin Jungfernheide
12:00,RB 18613,Nauen (ab 11:18),Berlin Jungfernheide
12:00,RE 3173,Brandenburg Hbf (ab 08:20),Berlin Jungfernheide
12:16 (+2),RB 18514,Berlin Südkreuz (ab 12:03),Berlin Jungfernheide
12:21,RB 18257,Berlin Gesundbrunnen (ab 12:13),Berlin Jungfernheide
12:30 (+1),RB 18254,Potsdam Hbf (ab 11:35),Berlin Jungfernheide
12:39 (+1),RB 18515,Nauen (ab 12:08),Berlin Jungfernheide
12:54,RB 18614,Berlin Südkreuz (ab 12:41),Berlin Jungfernheide
12:54,RE 3152,Rathenow (ab 12:03),Berlin Jungfernheide
13:00,RB 18615,Nauen (ab 12:18),Berlin Jungfernheide
13:16,rb 18516,Berlin Südkreuz (ab 13:03),Berlin Jungfernheide
13:39,RB 18517,Nauen (ab 13:08),Berlin Jungfernheide
14:00,RB 18617,Nauen (ab 13:18),Berlin Jungfernheide
14:00,RE 3175,Brandenburg Hbf (ab 09:20),Berlin Jungfernheide
14:39,RB 18519,Nauen (ab 14:08),Berlin Jungfernheide
14:54,RE 3154,Fangschleuse (ab 00:03),Berlin Jungfernheide
15:00,RB 18619,Nauen (ab 14:18),Berlin Jungfernheide
15:21,RB 18263,Berlin Gesundbrunnen (ab 15:13),Berlin Jungfernheide
15:39,RB 18521,Nauen (ab 15:08),Berlin Jungfernheide
15:53,RE 3174,Frankfurt(Oder) (ab 11:26),Berlin Jungfernheide
15:58 (+3),RB 18620,Berlin Südkreuz (ab 15:43),Berlin Jungfernheide
16:00,RB 18621,Nauen (ab 15:18),Berlin Jungfernheide
16:00 (+6),RE 3177,Berlin Hbf (tief) (ab 15:56),Berlin Jungfernheide
16:16 (+1),RB 18522,Berlin Südkreuz (ab 16:03),Berlin Jungfernheide
16:21 (+3),RB 18265,Berlin Gesundbrunnen (ab 16:13),Berlin Jungfernheide
16:30 (+5),RB 18262,Potsdam Hbf (ab 15:35),Berlin Jungfernheide
16:39 (+2),RB 18523,Nauen (ab 16:08),Berlin Jungfernheide
16:54 (+2),RB 18622,Berlin Südkreuz (ab 16:42),Berlin Jungfernheide
16:54 (+9),RE 3156,Stendal Hbf (ab 15:41),Berlin Jungfernheide
17:00 (+7),RB 18623,Nauen (ab 16:18),Berlin Jungfernheide
17:01 (+2),RE 3157,Berlin Hbf (tief) (ab 16:56),Berlin Jungfernheide
17:16,RB 18524,Berlin Südkreuz (ab 17:03),Berlin Jungfernheide
17:21,RB 18267,Berlin Gesundbrunnen (ab 17:13),Berlin Jungfernheide
17:31 (+1),RB 18264,Potsdam Hbf (ab 16:35),Berlin Jungfernheide
17:39 (+2),RB 18525,Nauen (ab 17:08),Berlin Jungfernheide
17:52 (+2),RB 18624,Berlin Südkreuz (ab 17:40),Berlin Jungfernheide
17:53 (+4),RE 3176,Rathenow (ab 17:07),Berlin Jungfernheide
18:00,RB 18625,Nauen (ab 17:18),Berlin Jungfernheide
18:00,RE 3179,Brandenburg Hbf (ab 11:20),Berlin Jungfernheide
18:16 (+4),RB 18526,Berlin Südkreuz (ab 18:03),Berlin Jungfernheide
18:21 (+3),RB 18269,Berlin Gesundbrunnen (ab 18:13),Berlin Jungfernheide
18:30 (+4),RB 18266,Potsdam Hbf (ab 17:35),Berlin Jungfernheide
18:39,RB 18527,Nauen (ab 18:08),Berlin Jungfernheide
18:54,RB 18626,Berlin Südkreuz (ab 18:42),Berlin Jungfernheide
18:54,RE 3158,Rathenow (ab 18:03),Berlin Jungfernheide
19:00,RB 18627,Nauen (ab 18:18),Berlin Jungfernheide
19:00 (+1),RE 3159,Berlin Hbf (tief) (ab 18:56),Berlin Jungfernheide
19:16 (+7),RB 18528,Berlin Südkreuz (ab 19:03),Berlin Jungfernheide
19:21 (+7),RB 18271,Berlin Gesundbrunnen (ab 19:13),Berlin Jungfernheide
19:30 (+7),RB 18268,Potsdam Hbf (ab 18:35),Berlin Jungfernheide
19:39 (+2),RB 18529,Nauen (ab 19:08),Berlin Jungfernheide
19:53,RB 18628,Berlin Südkreuz (ab 19:40),Berlin Jungfernheide
19:53,RE 3178,Rathenow (ab 19:07),Berlin Jungfernheide
20:00 (+4),RB 18629,Nauen (ab 19:18),Berlin Jungfernheide
20:00 (+8),RE 3181,Berlin Hbf (tief) (ab 19:56),Berlin Jungfernheide
20:16,RB 18530,Berlin Südkreuz (ab 20:03),Berlin Jungfernheide
20:21,RB 18273,Berlin Gesundbrunnen (ab 20:13),Berlin Jungfernheide
20:30,RB 18270,Potsdam Hbf (ab 19:35),Berlin Jungfernheide
20:39,RB 18531,Nauen (ab 20:08),Berlin Jungfernheide
20:54 (+1),RB 18630,Berlin Südkreuz (ab 20:42),Berlin Jungfernheide
20:54 (+3),RE 3160,Berlin Ostkreuz (ab 05:25),Berlin Jungfernheide
21:00 (+1),RB 18631,Nauen (ab 20:18),Berlin Jungfernheide
21:00,RE 3161,Berlin Hbf (tief) (ab 20:56),Berlin Jungfernheide
21:16,RB 18532,Berlin Südkreuz (ab 21:03),Berlin Jungfernheide
21:21,RB 18275,Berlin Gesundbrunnen (ab 21:13),Berlin Jungfernheide
21:30 (+5),RB 18272,Potsdam Hbf (ab 20:35),Berlin Jungfernheide
21:39 (+1),RB 18533,Nauen (ab 21:08),Berlin Jungfernheide
21:53,RE 3180,Rathenow (ab 21:07),Berlin Jungfernheide
22:00,RE 3183,Berlin Hbf (tief) (ab 21:56),Berlin Jungfernheide
22:08,RB 18535,Nauen (ab 21:38),Berlin Jungfernheide
22:16 (+1),RB 18534,Berlin Südkreuz (ab 22:03),Berlin Jungfernheide
22:30,RB 18274,Potsdam Hbf (ab 21:35),Berlin Jungfernheide
22:54,RE 3162,Rathenow (ab 22:03),Berlin Jungfernheide
23:11 (+1),RE 3185,Berlin Hbf (tief) (ab 23:06),Berlin Jungfernheide
23:53 (+5),RE 3182,Frankfurt(Oder) (ab 15:26),Berlin Jungfernheide
