Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:02,RE 62045,Nauen (an 00:58),Berlin Ostkreuz
00:02,RE 92825,Nauen (an 20:23),Berlin Ostkreuz
00:08,RE 3138,Berlin-Spandau (an 23:31),Berlin Ostkreuz
00:08,RE 95106,Cottbus Hbf (an 01:38),Berlin Ostkreuz
00:25,RE 73797,Brandenburg Hbf (an 01:40),Berlin Ostkreuz
00:32,RE 3141,Berlin-Charlottenburg (an 00:58),Berlin Ostkreuz
00:58 Ausfall,RE 62041,Berlin Friedrichstr (an 01:10),Berlin Ostkreuz
01:10 (+4),RE 3100,Cottbus Hbf (an 02:42),Berlin Ostkreuz
01:32 (+31),FEX19880,Berlin-Charlottenburg (an 01:55),Berlin Ostkreuz
01:38,RE 73794,Frankfurt(Oder) (an 02:37),Berlin Ostkreuz
01:58 (+1),RE 62047,Nauen (an 02:56),Berlin Ostkreuz
02:03 Ausfall,RE 62042,Flughafen BER (an 02:21),Berlin Ostkreuz
02:58 Ausfall,RE 62043,Berlin-Charlottenburg (an 03:24),Berlin Ostkreuz
02:58,RE8,Doberlug-Kirchhain (an 17:23),Berlin Ostkreuz
03:00,RE 62046,Flughafen BER (an 03:16),Berlin Ostkreuz
03:30,FEX19801,Flughafen BER (an 03:46),Berlin Ostkreuz
03:43 (+3),FEX19803,Flughafen BER (an 04:00),Berlin Ostkreuz
03:52,RE 3700,Senftenberg (an 05:40),Berlin Ostkreuz
04:00 Ausfall,RE 62044,Flughafen BER (an 04:17),Berlin Ostkreuz
04:11,RE 62001,Wismar (an 07:26),Berlin Ostkreuz
04:12,FEX19805,Flughafen BER (an 04:30),Berlin Ostkreuz
04:25,RE 73757,Brandenburg Hbf (an 05:38),Berlin Ostkreuz
04:29,RE 73752,Frankfurt(Oder) (an 05:31),Berlin Ostkreuz
04:41 (+1),FEX19807,Flughafen BER (an 05:00),Berlin Ostkreuz
04:44 (+7),FEX19800,Berlin Hbf (Tiefgeschoß) (an 05:03),Berlin Ostkreuz
04:45 (+5),RE 73717,Magdeburg Hbf (an 06:47),Berlin Ostkreuz
04:48 (+2),RE 62048,Flughafen BER (an 05:14),Berlin Ostkreuz
04:49 (+1),RE 73800,Frankfurt(Oder) (an 05:39),Berlin Ostkreuz
04:49,RE1,Magdeburg Hbf (an 20:47),Berlin Ostkreuz
04:50,RB 61101,Templin Stadt (an 06:19),Berlin Ostkreuz
04:57 (+1),RE 3707,Dessau Hbf (an 06:53),Berlin Ostkreuz
05:03,RE 3702,Senftenberg (an 06:42),Berlin Ostkreuz
05:03,RE 62003,Wismar (an 08:37),Berlin Ostkreuz
05:08,RB 18300,Eberswalde Hbf (an 05:54),Berlin Ostkreuz
05:12 (+1),FEX19809,Flughafen BER (an 05:30),Berlin Ostkreuz
05:17 (+1),FEX19802,Berlin Gesundbrunnen (an 05:27),Berlin Ostkreuz
05:17,RB 61143,Werneuchen (an 05:55),Berlin Ostkreuz
05:20 (+1),RE 3103,Nauen (an 06:23),Berlin Ostkreuz
05:23 Ausfall,RB 18141,Elsterwerda-Biehla (an 07:13),Berlin Ostkreuz
05:25,RE 3160,Jüterbog (an 21:55),Berlin Ostkreuz
05:25 (+2),RE 73759,Brandenburg Hbf (an 06:38),Berlin Ostkreuz
05:31 (+3),RB 18140,Golm (an 06:28),Berlin Ostkreuz
05:31,RE 73754,Frankfurt(Oder) (an 06:31),Berlin Ostkreuz
05:31,RE 73801,Frankfurt(Oder) (an 06:31),Berlin Ostkreuz
05:37,RB 18200,Oranienburg (an 06:09),Berlin Ostkreuz
05:39,RE 3102,Cottbus Hbf (an 06:55),Berlin Ostkreuz
05:41,FEX19811,Flughafen BER (an 06:00),Berlin Ostkreuz
05:45,RE 73719,Magdeburg Hbf (an 07:47),Berlin Ostkreuz
05:48,FEX19804,Berlin Hbf (an 06:03),Berlin Ostkreuz
05:50,RB 61103,Templin Stadt (an 07:19),Berlin Ostkreuz
05:51,RE 62000,Flughafen BER (an 06:10),Berlin Ostkreuz
05:57 (+2),RE 3709,Dessau Hbf (an 07:53),Berlin Ostkreuz
06:01,RE 3704,Senftenberg (an 07:42),Berlin Ostkreuz
06:03,RE 62005,Wittenberge (an 07:57),Berlin Ostkreuz
06:05 (+2),EC 41,Warszawa Centralna (an 11:21),Berlin Ostkreuz
06:07 (+2),RE 73761,Brandenburg Hbf (an 07:38),Berlin Ostkreuz
06:07,RE 73805,Brandenburg Hbf (an 07:16),Berlin Ostkreuz
06:08,RB 18302,Eberswalde Hbf (an 06:54),Berlin Ostkreuz
06:12,FEX19813,Flughafen BER (an 06:30),Berlin Ostkreuz
06:15,RE 73714,Frankfurt(Oder) (an 07:05),Berlin Ostkreuz
06:17 (+5),FEX19806,Berlin Hbf (an 06:33),Berlin Ostkreuz
06:20,RB 61145,Werneuchen (an 06:55),Berlin Ostkreuz
06:20 (+2),RE 3105,Nauen (an 07:23),Berlin Ostkreuz
06:20,RE 95014,Berlin-Spandau (an 06:54),Berlin Ostkreuz
06:21 (+2),RE 18754,Lübbenau(Spreewald) (an 07:13),Berlin Ostkreuz
06:26 (+6),RB 18143,Flughafen BER (an 06:46),Berlin Ostkreuz
06:31 (+1),RB 18142,Golm (an 07:29),Berlin Ostkreuz
06:31 (+5),RE 73756,Frankfurt(Oder) (an 07:31),Berlin Ostkreuz
06:37,RB 18202,Oranienburg (an 07:09),Berlin Ostkreuz
06:39 (+5),RE 3104,Cottbus Hbf (an 07:55),Berlin Ostkreuz
06:39 (+9),RE 92753,Berlin Friedrichstr (an 06:49),Berlin Ostkreuz
06:45 (+7),RE 73721,Magdeburg Hbf (an 08:47),Berlin Ostkreuz
06:48,FEX19808,Berlin Hbf (Tiefgeschoß) (an 07:03),Berlin Ostkreuz
06:50,RB 61105,Templin Stadt (an 08:19),Berlin Ostkreuz
06:52,RE 73802,Frankfurt(Oder) (an 07:40),Berlin Ostkreuz
06:57 (+4),RE 3711,Dessau Hbf (an 08:53),Berlin Ostkreuz
06:57,RE 62002,Flughafen BER (an 07:15),Berlin Ostkreuz
06:57,RE 7,Erfurt Hbf (an 10:38),Berlin Ostkreuz
07:03,RE 3706,Senftenberg (an 08:42),Berlin Ostkreuz
07:03 (+7),RE 62007,Wismar (an 10:37),Berlin Ostkreuz
07:07,RE 73807,Brandenburg Hbf (an 08:16),Berlin Ostkreuz
07:08,RB 18304,Eberswalde Hbf (an 07:54),Berlin Ostkreuz
07:12 (+5),IC 2432,Norddeich Mole (an 14:19),Berlin Ostkreuz
07:12,RE 62432,Potsdam Hbf (an 07:57),Berlin Ostkreuz
07:15,RE 73716,Eisenhüttenstadt (an 08:23),Berlin Ostkreuz
07:17,FEX19810,Berlin Hbf (an 07:33),Berlin Ostkreuz
07:20,RB 61147,Werneuchen (an 07:55),Berlin Ostkreuz
07:20 (+1),RE 3107,Nauen (an 08:23),Berlin Ostkreuz
07:21,RE 18756,Cottbus Hbf (an 08:46),Berlin Ostkreuz
07:21,RE 92756,Cottbus Hbf (an 08:46),Berlin Ostkreuz
07:21,RE7,Cottbus Hbf (an 08:46),Berlin Ostkreuz
07:25 (+1),RE 73763,Brandenburg Hbf (an 08:38),Berlin Ostkreuz
07:26,RB 18145,Flughafen BER (an 07:46),Berlin Ostkreuz
07:31 (+2),RB 18144,Golm (an 08:28),Berlin Ostkreuz
07:31,RE 18541,Frankfurt(Oder) (an 08:31),Berlin Ostkreuz
07:37,RB 18204,Oranienburg (an 08:09),Berlin Ostkreuz
07:37 (+3),RE 92755,Falkenberg(Elster) (an 21:46),Berlin Ostkreuz
07:39,RE 3106,Cottbus Hbf (an 08:54),Berlin Ostkreuz
07:45,RE 73723,Magdeburg Hbf (an 09:47),Berlin Ostkreuz
07:48,FEX19812,Berlin Hbf (Tiefgeschoß) (an 08:03),Berlin Ostkreuz
07:50,RB 61107,Templin Stadt (an 09:19),Berlin Ostkreuz
07:52,RE 73804,Frankfurt(Oder) (an 08:40),Berlin Ostkreuz
07:57 (+3),RE 3713,Dessau Hbf (an 09:53),Berlin Ostkreuz
07:57,RE 62004,Flughafen BER (an 08:15),Berlin Ostkreuz
08:03,RE 3708,Senftenberg (an 09:42),Berlin Ostkreuz
08:03,RE 62009,Wittenberge (an 09:57),Berlin Ostkreuz
08:07,RE 73809,Brandenburg Hbf (an 09:16),Berlin Ostkreuz
08:08,RB 18306,Eberswalde Hbf (an 08:54),Berlin Ostkreuz
08:15,RE 73718,Frankfurt(Oder) (an 09:05),Berlin Ostkreuz
08:17,FEX19814,Berlin Hbf (an 08:33),Berlin Ostkreuz
08:20,RE 3109,Nauen (an 09:23),Berlin Ostkreuz
08:25 (+1),RE 73765,Brandenburg Hbf (an 09:38),Berlin Ostkreuz
08:26 (+1),RB 18147,Flughafen BER (an 08:46),Berlin Ostkreuz
08:31 (+1),RB 18146,Golm (an 09:28),Berlin Ostkreuz
08:31 (+1),RE 73760,Frankfurt(Oder) (an 09:31),Berlin Ostkreuz
08:37,RB 18206,Oranienburg (an 09:09),Berlin Ostkreuz
08:37,RE 18757,Bad Belzig (an 09:54),Berlin Ostkreuz
08:39 (+1),RE 3108,Cottbus Hbf (an 09:54),Berlin Ostkreuz
08:45,RE 73725,Magdeburg Hbf (an 10:47),Berlin Ostkreuz
08:48,FEX19816,Berlin Hbf (Tiefgeschoß) (an 09:03),Berlin Ostkreuz
08:50,RB 61109,Templin Stadt (an 10:19),Berlin Ostkreuz
08:52,RE 73806,Frankfurt(Oder) (an 09:40),Berlin Ostkreuz
08:57 (+4),RE 3715,Dessau Hbf (an 10:53),Berlin Ostkreuz
08:57 (+20),RE 62006,Flughafen BER (an 09:15),Berlin Ostkreuz
09:03,RE 3710,Senftenberg (an 10:42),Berlin Ostkreuz
09:03 (+3),RE 62011,Wismar (an 12:37),Berlin Ostkreuz
09:07,RE 73811,Brandenburg Hbf (an 10:16),Berlin Ostkreuz
09:08,RB 18308,Eberswalde Hbf (an 10:00),Berlin Ostkreuz
09:15,RE 73720,Frankfurt(Oder) (an 10:05),Berlin Ostkreuz
09:17,FEX19818,Berlin Hbf (Tiefgeschoß) (an 09:33),Berlin Ostkreuz
09:20,RE 3111,Nauen (an 10:23),Berlin Ostkreuz
09:25,RE 73767,Brandenburg Hbf (an 10:38),Berlin Ostkreuz
09:31,RB 18148,Golm (an 10:28),Berlin Ostkreuz
09:31,RE 73762,Frankfurt(Oder) (an 10:31),Berlin Ostkreuz
09:37,RB 18208,Oranienburg (an 10:09),Berlin Ostkreuz
09:37,RE 18759,Bad Belzig (an 10:54),Berlin Ostkreuz
09:39,RE 3110,Cottbus Hbf (an 10:54),Berlin Ostkreuz
09:45,RE 73727,Magdeburg Hbf (an 11:47),Berlin Ostkreuz
09:48,FEX19820,Berlin Hbf (Tiefgeschoß) (an 10:03),Berlin Ostkreuz
09:57 (+5),RE 3717,Dessau Hbf (an 11:53),Berlin Ostkreuz
10:03,RE 3712,Senftenberg (an 11:42),Berlin Ostkreuz
10:03,RE 62013,Wittenberge (an 11:57),Berlin Ostkreuz
10:08,RB 18310,Eberswalde Hbf (an 10:54),Berlin Ostkreuz
10:15,RE 73722,Frankfurt(Oder) (an 11:05),Berlin Ostkreuz
10:17,FEX19822,Berlin Hbf (Tiefgeschoß) (an 10:33),Berlin Ostkreuz
10:20,RE 3113,Nauen (an 11:23),Berlin Ostkreuz
10:25,RE 3170,Jüterbog (an 12:56),Berlin Ostkreuz
10:25,RE 73769,Brandenburg Hbf (an 11:38),Berlin Ostkreuz
10:31,RB 18150,Golm (an 11:28),Berlin Ostkreuz
10:31 (+14),RE 73764,Frankfurt(Oder) (an 11:31),Berlin Ostkreuz
10:37,RB 18210,Oranienburg (an 11:09),Berlin Ostkreuz
10:39,RE 3112,Cottbus Hbf (an 11:54),Berlin Ostkreuz
10:39,RE2,Dresden Hbf (an 14:32),Berlin Ostkreuz
10:45,RE 73729,Magdeburg Hbf (an 12:47),Berlin Ostkreuz
10:48,FEX19824,Berlin Hbf (Tiefgeschoß) (an 11:03),Berlin Ostkreuz
10:57 (+1),RE 3719,Dessau Hbf (an 12:53),Berlin Ostkreuz
10:57 (+2),RE 62010,Flughafen BER (an 11:15),Berlin Ostkreuz
11:03,RE 3714,Senftenberg (an 12:42),Berlin Ostkreuz
11:03,RE 62015,Wismar (an 14:37),Berlin Ostkreuz
11:08,RB 18312,Eberswalde Hbf (an 11:54),Berlin Ostkreuz
11:15,RE 73724,Frankfurt(Oder) (an 12:05),Berlin Ostkreuz
11:17,FEX19826,Berlin Hbf (an 11:33),Berlin Ostkreuz
11:20,RE 3115,Nauen (an 12:23),Berlin Ostkreuz
11:25,RE 3172,Jüterbog (an 14:56),Berlin Ostkreuz
11:25,RE 73771,Brandenburg Hbf (an 12:38),Berlin Ostkreuz
11:31,RB 18152,Golm (an 12:28),Berlin Ostkreuz
11:31,RB23,Züssow (an 05:48),Berlin Ostkreuz
11:31 (+9),RE 73766,Frankfurt(Oder) (an 12:31),Berlin Ostkreuz
11:37,RB 18212,Oranienburg (an 12:09),Berlin Ostkreuz
11:39 (+9),RE 3114,Cottbus Hbf (an 12:54),Berlin Ostkreuz
11:45,RE 73731,Magdeburg Hbf (an 13:47),Berlin Ostkreuz
11:48,FEX19828,Berlin Hbf (an 12:03),Berlin Ostkreuz
11:50,RB 61115,Templin Stadt (an 13:19),Berlin Ostkreuz
11:57 (+1),RE 3721,Dessau Hbf (an 13:53),Berlin Ostkreuz
12:03 Ausfall,RE 3716,Senftenberg (an 13:42),Berlin Ostkreuz
12:03 (+1),RE 62017,Wittenberge (an 13:57),Berlin Ostkreuz
12:08,RB 18314,Eberswalde Hbf (an 12:54),Berlin Ostkreuz
12:15,RE 73726,Frankfurt(Oder) (an 13:05),Berlin Ostkreuz
12:17,FEX19830,Berlin Hbf (an 12:33),Berlin Ostkreuz
12:20 (+11),RE 3117,Nauen (an 13:23),Berlin Ostkreuz
12:25 (+1),RE 73773,Brandenburg Hbf (an 13:38),Berlin Ostkreuz
12:31,RE 73768,Frankfurt(Oder) (an 13:31),Berlin Ostkreuz
12:32 (+4),RB 18154,Golm (an 13:29),Berlin Ostkreuz
12:37 (+1),RB 18214,Oranienburg (an 13:09),Berlin Ostkreuz
12:39 (+14),RE 3116,Cottbus Hbf (an 13:54),Berlin Ostkreuz
12:41 (+1),FEX19839,Flughafen BER (an 13:00),Berlin Ostkreuz
12:45 (+1),RE 73733,Magdeburg Hbf (an 14:47),Berlin Ostkreuz
12:48,FEX19832,Berlin Hbf (an 13:03),Berlin Ostkreuz
12:50,RB 61117,Templin Stadt (an 14:19),Berlin Ostkreuz
12:57 (+1),RE 3723,Dessau Hbf (an 14:53),Berlin Ostkreuz
12:57 (+1),RE 62014,Flughafen BER (an 13:15),Berlin Ostkreuz
13:03 (+1),RE 3718,Senftenberg (an 14:42),Berlin Ostkreuz
13:03,RE 62019,Wismar (an 16:37),Berlin Ostkreuz
13:08,RB 18316,Eberswalde Hbf (an 13:54),Berlin Ostkreuz
13:12,FEX19841,Flughafen BER (an 13:30),Berlin Ostkreuz
13:15,RE 73728,Eisenhüttenstadt (an 14:22),Berlin Ostkreuz
13:17,FEX19834,Berlin Hbf (an 13:35),Berlin Ostkreuz
13:20,RB 61159,Werneuchen (an 13:55),Berlin Ostkreuz
13:20 (+2),RE 3119,Nauen (an 14:23),Berlin Ostkreuz
13:25,RE 73775,Brandenburg Hbf (an 14:38),Berlin Ostkreuz
13:26 (+3),RB 18157,Flughafen BER (an 13:46),Berlin Ostkreuz
13:31 (+6),RB 18156,Golm (an 14:28),Berlin Ostkreuz
13:31 (+3),RE 73770,Frankfurt(Oder) (an 14:31),Berlin Ostkreuz
13:33,RB 5167,Küstrin-Kietz (an 14:48),Berlin Ostkreuz
13:37,RB 18216,Oranienburg (an 14:09),Berlin Ostkreuz
13:39,RE 3118,Cottbus Hbf (an 14:54),Berlin Ostkreuz
13:41,FEX19843,Flughafen BER (an 14:00),Berlin Ostkreuz
13:45,RE 73735,Magdeburg Hbf (an 15:47),Berlin Ostkreuz
13:48 (+6),FEX19836,Berlin Hbf (an 14:03),Berlin Ostkreuz
13:50,RB 61119,Templin Stadt (an 15:19),Berlin Ostkreuz
13:54 (+8),RB 18319,Schönefeld(bei Berlin) (an 14:10),Berlin Ostkreuz
13:57 (+2),RE 3725,Dessau Hbf (an 15:53),Berlin Ostkreuz
13:57 (+1),RE 62016,Flughafen BER (an 14:15),Berlin Ostkreuz
14:03,RE 3720,Senftenberg (an 15:42),Berlin Ostkreuz
14:03,RE 62021,Wittenberge (an 15:57),Berlin Ostkreuz
14:08,RB 18318,Eberswalde Hbf (an 14:54),Berlin Ostkreuz
14:08 (+1),RE 73815,Brandenburg Hbf (an 15:16),Berlin Ostkreuz
14:12,FEX19845,Flughafen BER (an 14:30),Berlin Ostkreuz
14:15,RE 73730,Eisenhüttenstadt (an 15:22),Berlin Ostkreuz
14:17 (+1),FEX19838,Berlin Hbf (Tiefgeschoß) (an 14:33),Berlin Ostkreuz
14:20,RB 61161,Werneuchen (an 14:55),Berlin Ostkreuz
14:20 (+1),RE 3121,Nauen (an 15:23),Berlin Ostkreuz
14:25 (+1),RE 73777,Brandenburg Hbf (an 15:38),Berlin Ostkreuz
14:26 (+3),RB 18159,Flughafen BER (an 14:46),Berlin Ostkreuz
14:31 (+4),RB 18158,Golm (an 15:28),Berlin Ostkreuz
14:31 (+2),RE 73772,Frankfurt(Oder) (an 15:31),Berlin Ostkreuz
14:37 (+1),RB 18218,Oranienburg (an 15:09),Berlin Ostkreuz
14:39 (+1),RE 3120,Cottbus Hbf (an 15:54),Berlin Ostkreuz
14:41,FEX19847,Flughafen BER (an 15:00),Berlin Ostkreuz
14:45 (+2),RE 73737,Magdeburg Hbf (an 16:47),Berlin Ostkreuz
14:48,FEX19840,Berlin Hbf (an 15:03),Berlin Ostkreuz
14:50,RB 61121,Templin Stadt (an 16:19),Berlin Ostkreuz
14:52,RE 73812,Frankfurt(Oder) (an 15:40),Berlin Ostkreuz
14:54 (+2),RB 18321,Schönefeld(bei Berlin) (an 15:10),Berlin Ostkreuz
14:57 (+2),RE 3727,Dessau Hbf (an 16:53),Berlin Ostkreuz
14:57,RE 62018,Flughafen BER (an 15:15),Berlin Ostkreuz
15:03,RE 3722,Senftenberg (an 16:42),Berlin Ostkreuz
15:03 (+2),RE 62023,Wismar (an 18:37),Berlin Ostkreuz
15:07 (+2),RE 73817,Brandenburg Hbf (an 16:16),Berlin Ostkreuz
15:08,RB 18320,Eberswalde Hbf (an 15:54),Berlin Ostkreuz
15:12 Ausfall,FEX19849,Flughafen BER (an 15:30),Berlin Ostkreuz
15:15,RE 73732,Frankfurt(Oder) (an 16:05),Berlin Ostkreuz
15:17,FEX19842,Berlin Hbf (Tiefgeschoß) (an 15:33),Berlin Ostkreuz
15:20,RB 61163,Werneuchen (an 15:55),Berlin Ostkreuz
15:20 (+13),RE 3123,Nauen (an 16:23),Berlin Ostkreuz
15:21,RE 18760,Lübbenau(Spreewald) (an 16:13),Berlin Ostkreuz
15:21,RE 92760,Lübbenau(Spreewald) (an 16:13),Berlin Ostkreuz
15:25 (+1),RE 73779,Brandenburg Hbf (an 16:38),Berlin Ostkreuz
15:26,RB 18161,Flughafen BER (an 15:46),Berlin Ostkreuz
15:31 (+6),RB 18160,Golm (an 16:28),Berlin Ostkreuz
15:31,RE 73774,Frankfurt(Oder) (an 16:31),Berlin Ostkreuz
15:33 (+2),RB 5171,Küstrin-Kietz (an 16:48),Berlin Ostkreuz
15:37 (+1),RB 18220,Oranienburg (an 16:09),Berlin Ostkreuz
15:39 (+1),RE 3122,Cottbus Hbf (an 16:54),Berlin Ostkreuz
15:41,FEX19851,Flughafen BER (an 16:00),Berlin Ostkreuz
15:45,RE 73739,Magdeburg Hbf (an 17:47),Berlin Ostkreuz
15:48 (+4),FEX19844,Berlin Hbf (an 16:09),Berlin Ostkreuz
15:50,RB 61123,Templin Stadt (an 17:19),Berlin Ostkreuz
15:52,RE 73814,Frankfurt(Oder) (an 16:40),Berlin Ostkreuz
15:54 (+2),RB 18323,Bernau(b Berlin) (an 15:27),Berlin Ostkreuz
15:57 (+2),RE 3729,Dessau Hbf (an 17:53),Berlin Ostkreuz
15:57,RE 62020,Flughafen BER (an 16:15),Berlin Ostkreuz
16:03,RE 3724,Senftenberg (an 17:42),Berlin Ostkreuz
16:03 (+4),RE 62025,Wittenberge (an 17:57),Berlin Ostkreuz
16:07 (+5),RE 73819,Brandenburg Hbf (an 17:16),Berlin Ostkreuz
16:08,RB 18322,Eberswalde Hbf (an 16:56),Berlin Ostkreuz
16:12,FEX19853,Flughafen BER (an 16:30),Berlin Ostkreuz
16:15,RE 73734,Frankfurt(Oder) (an 17:05),Berlin Ostkreuz
16:17,FEX19846,Berlin Hbf (an 16:33),Berlin Ostkreuz
16:20,RB 61165,Werneuchen (an 16:55),Berlin Ostkreuz
16:20,RE 18762,Lübbenau(Spreewald) (an 17:13),Berlin Ostkreuz
16:20 (+5),RE 3125,Nauen (an 17:23),Berlin Ostkreuz
16:20,RE 92762,Lübbenau(Spreewald) (an 17:13),Berlin Ostkreuz
16:26 (+2),RB 18163,Flughafen BER (an 16:46),Berlin Ostkreuz
16:26,RE 3182,Brandenburg Hbf (an 17:38),Berlin Ostkreuz
16:26 (+2),RE 73781,Brandenburg Hbf (an 17:38),Berlin Ostkreuz
16:31 (+1),RB 18162,Golm (an 17:28),Berlin Ostkreuz
16:31 (+1),RE 73776,Frankfurt(Oder) (an 17:31),Berlin Ostkreuz
16:37 (+1),RB 18222,Oranienburg (an 17:09),Berlin Ostkreuz
16:37 (+6),RE 92761,Berlin Friedrichstraße (an 16:49),Berlin Ostkreuz
