Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
01:33,FEX19880,Flughafen BER (ab 01:15),Berlin-Hohenschönhausen
04:26 (+1),RB 32910,Berlin-Lichtenberg (ab 04:19),Berlin-Hohenschönhausen
05:02,RB 61101,Berlin Ostkreuz (ab 04:50),Berlin-Hohenschönhausen
05:48,RB 61102,Templin Stadt (ab 04:32),Berlin-Hohenschönhausen
05:49 (+2),RB 18200,Schönefeld(bei Berlin) (ab 05:19),Berlin-Hohenschönhausen
06:02,RB 61103,Berlin Ostkreuz (ab 05:50),Berlin-Hohenschönhausen
10:39,RB 18313,Eberswalde Hbf (ab 10:08),Berlin-Hohenschönhausen
10:48,RB 61112,Templin Stadt (ab 09:32),Berlin-Hohenschönhausen
11:48,RB 61114,Templin Stadt (ab 10:32),Berlin-Hohenschönhausen
15:49,RB 18220,Schönefeld(bei Berlin) (ab 15:19),Berlin-Hohenschönhausen
21:02,RB 61133,Berlin Ostkreuz (ab 20:50),Berlin-Hohenschönhausen
