Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:16 (+2),ICE 901,Berlin Ostbahnhof (an 00:23),Berlin Hbf
00:26 Ausfall,ICE 1000,Berlin Ostbahnhof (an 00:33),Berlin Hbf
00:29 (+2),ICE 947,Berlin Ostbahnhof (an 00:36),Berlin Hbf
00:29 (+2),ICE 957,Berlin Ostbahnhof (an 00:36),Berlin Hbf
00:29,RE 3745,Bad Belzig (an 01:31),Berlin Hbf
00:50,RE 3141,Berlin-Charlottenburg (an 01:00),Berlin Hbf
00:52,RB 21967,Berlin Südkreuz (an 00:59),Berlin Hbf
00:52,RE 3140,Cottbus Hbf (an 03:13),Berlin Hbf
00:53,RE 3165,Berlin-Spandau (an 01:03),Berlin Hbf
00:55,RE 73796,Magdeburg Hbf (an 02:59),Berlin Hbf
00:58 Ausfall,ICE 1500,Berlin Ostbahnhof (an 01:02),Berlin Hbf
00:58 (+32),ICE 2500,Berlin Ostbahnhof (an 01:02),Berlin Hbf
01:04,RE 3742,Berlin Ostbahnhof (an 01:14),Berlin Hbf
01:12 (+60),ICE 700,Berlin Ostbahnhof (an 01:19),Berlin Hbf
01:22,RE 73791,Güsen(b Genthin) (an 23:51),Berlin Hbf
01:32 (+10),ICE 1707,Berlin Ostbahnhof (an 01:40),Berlin Hbf
01:43,RB 21969,Berlin Ostbahnhof (an 01:53),Berlin Hbf
01:50,RE 73752,Brandenburg Hbf (an 02:51),Berlin Hbf
01:57,RE 62088,Berlin-Spandau (an 02:08),Berlin Hbf
02:09,RB 91440,Eberswalde Hbf (an 02:48),Berlin Hbf
02:09,RE 91762,Eberswalde Hbf (an 02:48),Berlin Hbf
02:30,RE 3701,Bad Belzig (an 03:33),Berlin Hbf
02:30,RE 3703,Berlin-Wannsee (an 02:48),Berlin Hbf
02:37,RE 73793,Erkner (an 03:09),Berlin Hbf
03:03,RE 62090,Berlin-Spandau (an 03:14),Berlin Hbf
03:07,RE 73754,Magdeburg Hbf (an 05:15),Berlin Hbf
03:57,RE 62092,Berlin-Spandau (an 04:09),Berlin Hbf
04:18,RE 3340,Schwedt(Oder) (an 05:50),Berlin Hbf
04:23 (+1),ICE 646,Essen Hbf (an 08:40),Berlin Hbf
04:25,RE 62001,Berlin-Spandau (an 04:35),Berlin Hbf
04:30,RE 73801,Berlin Ostbahnhof (an 04:40),Berlin Hbf
04:39,ICE 1706,Hamburg Hbf (an 07:11),Berlin Hbf
04:39,RE 73756,Brandenburg Hbf (an 05:33),Berlin Hbf
04:47,RE 3369,Berlin Südkreuz (an 04:53),Berlin Hbf
04:47,RE 62040,Elsterwerda (an 06:29),Berlin Hbf
05:03,RE 73716,Genthin (an 06:17),Berlin Hbf
05:09,RB 91445,Stendal Hbf (an 23:13),Berlin Hbf
05:09,RE 3144,Berlin Südkreuz (an 05:15),Berlin Hbf
05:14,RE 4351,Berlin Südkreuz (an 05:23),Berlin Hbf
05:14,RE 5,Plochingen (an 08:02),Berlin Hbf
05:16,RE 73753,Erkner (an 05:48),Berlin Hbf
05:22,RE 3302,Stralsund Hbf (an 08:45),Berlin Hbf
05:22,RE 91433,Greifswald (an 08:19),Berlin Hbf
05:24,RE 73758,Berlin-Wannsee (an 05:41),Berlin Hbf
05:25,RE 62003,Berlin-Spandau (an 05:38),Berlin Hbf
05:26,RE 3102,Cottbus Hbf (an 06:56),Berlin Hbf
05:27,ICE 2825,Stuttgart Hbf (an 16:38),Berlin Hbf
05:27 (+1),ICE 593,München Hbf (an 13:15),Berlin Hbf
05:28 (+1),ICE 946,Essen Hbf (an 09:37),Berlin Hbf
