Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:33,EC 40,Milano Centrale (ab 08:10),Berlin-Lichtenberg
06:40 (+80),RE 18754,Bad Belzig (ab 05:01),Berlin-Lichtenberg
08:39,RE 18758,Bad Belzig (ab 07:01),Berlin-Lichtenberg
09:58 (+8),EC 248,Warszawa Wschodnia (ab 04:44),Berlin-Lichtenberg
11:12,RB 18312,Schönefeld(bei Berlin) (ab 10:49),Berlin-Lichtenberg
11:58 (+4),EC 246,Warszawa Wschodnia (ab 06:44),Berlin-Lichtenberg
13:58 (+10),EC 48,Warszawa Wschodnia (ab 08:44),Berlin-Lichtenberg
14:47,RB 18321,Eberswalde Hbf (ab 14:08),Berlin-Lichtenberg
14:58 (+8),EC 56,Przemysl Gl. (ab 05:07),Berlin-Lichtenberg
15:58 (+10),EC 46,Warszawa Wschodnia (ab 10:44),Berlin-Lichtenberg
16:12,RB 18322,Schönefeld(bei Berlin) (ab 15:49),Berlin-Lichtenberg
17:58 (+20),EC 44,Warszawa Wschodnia (ab 12:44),Berlin-Lichtenberg
18:58 (+11),EC 58,Przemysl Gl. (ab 09:20),Berlin-Lichtenberg
20:42,RE 91392,Nauen (ab 19:37),Berlin-Lichtenberg
21:06,RE 62030,Wismar (ab 17:24),Berlin-Lichtenberg
21:06 (+6),RE 62030,Wismar (ab 17:24),Berlin-Lichtenberg S+U
21:06,RE 62030,Dorf Mecklenburg (ab 17:30),Berlin-Lichtenberg
21:06 (+6),RE 62030,Dorf Mecklenburg (ab 17:30),Berlin-Lichtenberg S+U
21:06,RE 62030,Schwerin Mitte (ab 18:02),Berlin-Lichtenberg
21:06 (+6),RE 62030,Schwerin Süd (ab 18:07),Berlin-Lichtenberg S+U
21:06,RE 62030,Sülstorf (ab 18:15),Berlin-Lichtenberg
21:06 (+6),RE 62030,Rastow (ab 18:20),Berlin-Lichtenberg S+U
21:06,RE 62030,Grabow(Meckl) (ab 18:39),Berlin-Lichtenberg
21:06 (+6),RE 62030,Grabow(Meckl) (ab 18:39),Berlin-Lichtenberg S+U
21:06,RE 62030,Paulinenaue (ab 19:50),Berlin-Lichtenberg
21:06 (+6),RE 62030,Nauen (ab 20:01),Berlin-Lichtenberg S+U
21:06,RE 62030,Falkensee (ab 20:15),Berlin-Lichtenberg
21:06 (+6),RE 62030,Falkensee (ab 20:15),Berlin-Lichtenberg S+U
21:06,RE 62030,Berlin Friedrichstr (ab 20:44),Berlin-Lichtenberg
21:06 (+6),RE 62030,Berlin Friedrichstr (ab 20:44),Berlin-Lichtenberg S+U
