Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:03,RE 73750,Eisenhüttenstadt (an 01:35),Berlin Alexanderplatz
00:20,RE 3743,Dessau Hbf (an 00:53),Berlin Alexanderplatz
00:20,RE 93001,Berlin Zoologischer Garten (an 00:32),Berlin Alexanderplatz
00:34,RE 3154,Falkenberg(Elster) (an 16:35),Berlin Alexanderplatz
00:34,RE 73797,Magdeburg Hbf (an 02:34),Berlin Alexanderplatz
01:02,RE 3141,Berlin-Charlottenburg (an 01:19),Berlin Alexanderplatz
01:02,RE 4255,Frankfurt(Main)Hbf (an 08:48),Berlin Alexanderplatz
01:06,RE 93042,Berlin Ostkreuz (an 01:14),Berlin Alexanderplatz
01:07,RE 62041,Nauen (an 01:56),Berlin Alexanderplatz
01:19 (+3),FEX19878,Berlin Zoologischer Garten (an 01:30),Berlin Alexanderplatz
01:28,RE 73794,Frankfurt(Oder) (an 02:36),Berlin Alexanderplatz
01:34,RE 3150,Falkenberg(Elster) (an 12:35),Berlin Alexanderplatz
01:34,RE 73753,Brandenburg Hbf (an 02:40),Berlin Alexanderplatz
01:53 (+1),FEX19880,Berlin Zoologischer Garten (an 02:05),Berlin Alexanderplatz
02:07,RE 62047,Nauen (an 02:57),Berlin Alexanderplatz
02:12,RE 3703,Bad Belzig (an 03:23),Berlin Alexanderplatz
02:12,RE 7,Augsburg Hbf (an 11:16),Berlin Alexanderplatz
02:12,RE7,Nürnberg Hbf (an 20:36),Berlin Alexanderplatz
02:44,RE 73798,Frankfurt(Oder) (an 03:54),Berlin Alexanderplatz
03:01 (+2),RE 73755,Magdeburg Hbf (an 05:08),Berlin Alexanderplatz
03:07,RE 62043,Nauen (an 03:56),Berlin Alexanderplatz
03:08 (+1),FEX19801,Flughafen BER - Terminal 1-2 (an 03:46),Berlin Alexanderplatz
03:14,FEX19803,Flughafen BER - Terminal 1-2 (an 04:00),Berlin Alexanderplatz
03:52,RE 62044,Flughafen BER - Terminal 1-2 (an 04:17),Berlin Alexanderplatz
04:11,RE 62001,Wismar (an 07:26),Berlin Alexanderplatz
04:18,RE 73752,Frankfurt(Oder) (an 05:31),Berlin Alexanderplatz
04:40 Ausfall,RE 73800,Frankfurt(Oder) (an 05:39),Berlin Alexanderplatz
04:42,RE 1,Vaihingen(Enz) (an 23:51),Berlin Alexanderplatz
04:45,RE 73717,Magdeburg Hbf (an 06:47),Berlin Alexanderplatz
04:48,RE 62048,Flughafen BER - Terminal 1-2 (an 05:14),Berlin Alexanderplatz
05:06,RE 93007,Berlin Zoologischer Garten (an 05:19),Berlin Alexanderplatz
05:06,RE 95121,Berlin Zoologischer Garten (an 05:19),Berlin Alexanderplatz
05:11 (+1),RE 62003,Wismar (an 08:37),Berlin Alexanderplatz
05:13,RB 18141,Flughafen BER - Terminal 1-2 (an 05:45),Berlin Alexanderplatz
05:18 (+5),RE 73754,Frankfurt(Oder) (an 06:28),Berlin Alexanderplatz
05:29,RE 3103,Nauen (an 06:23),Berlin Alexanderplatz
05:29,RE 63959,Albrechtshof (an 06:00),Berlin Alexanderplatz
05:30,RE 2,Baden-Baden (an 16:27),Berlin Alexanderplatz
05:30 (+1),RE 3102,Cottbus Hbf (an 06:57),Berlin Alexanderplatz
05:34,RE 73759,Brandenburg Hbf (an 06:40),Berlin Alexanderplatz
05:34,RE 93759,Berlin Zoologischer Garten (an 05:46),Berlin Alexanderplatz
05:39 (+2),RE 62000,Flughafen BER - Terminal 1-2 (an 06:10),Berlin Alexanderplatz
05:42,RB 18140,Golm (an 06:28),Berlin Alexanderplatz
05:42,RB23,Züssow (an 20:48),Berlin Alexanderplatz
05:53,RE 3704,Lübbenau(Spreewald) (an 07:03),Berlin Alexanderplatz
05:53,RE 93004,Senftenberg (an 07:42),Berlin Alexanderplatz
05:56,RE 90393,Berlin Zoologischer Garten (an 06:08),Berlin Alexanderplatz
05:56 (+1),RE 93719,Berlin Zoologischer Garten (an 06:08),Berlin Alexanderplatz
06:11 (+2),RE 62005,Konstanz (an 16:45),Berlin Alexanderplatz
06:16 (+1),RB 18143,Flughafen BER - Terminal 1-2 (an 06:46),Berlin Alexanderplatz
06:21,RE 3167,Frankfurt(Oder) (an 07:31),Berlin Alexanderplatz
06:21,RE 93167,Frankfurt(Oder) (an 07:31),Berlin Alexanderplatz
06:21,RE 93756,Frankfurt(Oder) (an 07:31),Berlin Alexanderplatz
06:29,RE 3105,Potsdam Hbf (an 07:28),Berlin Alexanderplatz
06:29,RE 95014,Albrechtshof (an 07:00),Berlin Alexanderplatz
06:30,RE 3104,Cottbus Hbf (an 07:55),Berlin Alexanderplatz
06:34,RE 73805,Berlin Zoologischer Garten (an 06:46),Berlin Alexanderplatz
06:34,RE 93761,Berlin Zoologischer Garten (an 06:46),Berlin Alexanderplatz
06:42,RB 18142,Berlin Zoologischer Garten (an 06:55),Berlin Alexanderplatz
06:48,RE 62002,Flughafen BER - Terminal 1-2 (an 07:15),Berlin Alexanderplatz
06:53,RE 3706,Senftenberg (an 08:50),Berlin Alexanderplatz
06:53 (+1),RE 93006,Berlin Ostbahnhof (an 06:56),Berlin Alexanderplatz
06:56,RE 90417,Berlin Zoologischer Garten (an 07:08),Berlin Alexanderplatz
06:56,RE 93721,Berlin Zoologischer Garten (an 07:08),Berlin Alexanderplatz
07:03,RE 3169,Rathenow (an 08:53),Berlin Alexanderplatz
07:03 (+1),RE 93716,Frankfurt(Oder) (an 08:03),Berlin Alexanderplatz
07:04,DPN,Bergen auf Rügen (an 18:20),Berlin Alexanderplatz
07:04 (+4),HBX74516,Thale Hbf (an 10:42),Berlin Alexanderplatz
07:06 (+6),RE 93011,Berlin Zoologischer Garten (an 07:19),Berlin Alexanderplatz
07:11 (+5),RE 62007,Wismar (an 10:37),Berlin Alexanderplatz
07:16 (+1),RB 18145,Flughafen BER - Terminal 1-2 (an 07:46),Berlin Alexanderplatz
07:21,RE 18541,Frankfurt(Oder) (an 08:31),Berlin Alexanderplatz
07:21,RE 93758,Frankfurt(Oder) (an 08:31),Berlin Alexanderplatz
07:29 (+1),RE 3107,Potsdam Hbf (an 08:28),Berlin Alexanderplatz
07:29,RE 63961,Ostseebad Binz (an 16:55),Berlin Alexanderplatz
07:29,RE 95021,Berlin-Spandau (an 07:54),Berlin Alexanderplatz
07:30,RE 3106,Cottbus Hbf (an 08:54),Berlin Alexanderplatz
07:34,RE 3164,Berlin Zoologischer Garten (an 07:46),Berlin Alexanderplatz
07:34,RE 73807,Berlin Zoologischer Garten (an 07:46),Berlin Alexanderplatz
07:34,RE 93763,Berlin Zoologischer Garten (an 07:46),Berlin Alexanderplatz
07:42 (+1),RB 18144,Berlin Zoologischer Garten (an 07:55),Berlin Alexanderplatz
07:48 Ausfall,RE 62004,Flughafen BER - Terminal 1-2 (an 08:15),Berlin Alexanderplatz
07:53,RE 3708,Lübbenau(Spreewald) (an 09:03),Berlin Alexanderplatz
07:53,RE 93008,Senftenberg (an 09:42),Berlin Alexanderplatz
07:56,RE 73723,Magdeburg Hbf (an 09:47),Berlin Alexanderplatz
07:56,RE 93723,Berlin Zoologischer Garten (an 08:08),Berlin Alexanderplatz
08:03,RE 73718,Frankfurt(Oder) (an 09:03),Berlin Alexanderplatz
08:03,RE 93718,Frankfurt(Oder) (an 09:03),Berlin Alexanderplatz
