Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:15 Ausfall,ICE 907,Hamburg-Altona (ab 21:22),Berlin Südkreuz
00:26,RE 3360,Ludwigsfelde (ab 00:04),Berlin Südkreuz
00:29 (+12),ICE 376,Interlaken Ost (ab 15:00),Berlin Südkreuz
00:49,RE 3363,Berlin Hbf (ab 00:42),Berlin Südkreuz
00:55,RE 62090,Berlin Hbf (ab 00:48),Berlin Südkreuz
01:02,RE 62089,Baruth(Mark) (ab 00:07),Berlin Südkreuz
04:45,RE 62052,Berlin Hbf (ab 04:38),Berlin Südkreuz
05:02,RE 62051,Baruth(Mark) (ab 04:08),Berlin Südkreuz
05:11 (+1),RE 3144,Rathenow (ab 04:06),Berlin Südkreuz
05:17,RE 3340,Jüterbog (ab 04:32),Berlin Südkreuz
05:41,RE 3301,Angermünde (ab 04:27),Berlin Südkreuz
05:41,RE 93701,Berlin Hbf (ab 05:31),Berlin Südkreuz
05:44,RE 3167,Jüterbog (ab 05:03),Berlin Südkreuz
05:50,RE 62054,Berlin Hbf (ab 05:42),Berlin Südkreuz
05:59,RE 62053,Elsterwerda (ab 04:13),Berlin Südkreuz
06:11 (+1),RE 3164,Stendal Hbf (ab 04:45),Berlin Südkreuz
06:17,RB 18601,Nauen (ab 05:31),Berlin Südkreuz
06:19,RE 50257,Berlin Hbf (ab 06:15),Berlin Südkreuz
06:19,RJ 257,Berlin Hbf (ab 06:15),Berlin Südkreuz
06:21 (+1),RE 3304,Lutherstadt Wittenberg Hbf (ab 05:03),Berlin Südkreuz
06:24 (+15),IC 296,Wien Hbf (ab 18:35),Berlin Südkreuz
06:39,RE 3341,Schwedt(Oder) (ab 05:06),Berlin Südkreuz
06:43 (+1),RE 3147,Falkenberg(Elster) (ab 05:14),Berlin Südkreuz
06:52,RE 62056,Berlin Hbf (ab 06:45),Berlin Südkreuz
07:04,RE 62055,Finsterwalde(Niederlausitz) (ab 05:35),Berlin Südkreuz
07:11,IC 60409,Zürich HB (ab 19:59),Berlin Südkreuz
07:11,NJ 12N,Darmstadt Hbf (ab 00:33),Berlin Südkreuz
07:11,NJ 409,Darmstadt Hbf (ab 00:33),Berlin Südkreuz
07:11 (+2),RE 3146,Rathenow (ab 06:06),Berlin Südkreuz
07:11,RE 62154,Rathenow (ab 06:06),Berlin Südkreuz
07:19,RE 3342,Jüterbog (ab 06:33),Berlin Südkreuz
07:20,RB 18603,Nauen (ab 06:31),Berlin Südkreuz
07:22 (+2),ICE 1606,Erfurt Hbf (ab 05:27),Berlin Südkreuz
07:34,FLX 1241,Berlin Hbf (ab 07:26),Berlin Südkreuz
07:39 (+1),ICE 701,Hamburg-Altona (ab 04:32),Berlin Südkreuz
