Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
05:27,05:27,RB 61003,Ruhlsdorf-Zerpenschleuse (an 06:00),
06:27,06:27,RB 61005,Ruhlsdorf-Zerpenschleuse (an 07:00),
07:27,07:27,RB 61007,Ruhlsdorf-Zerpenschleuse (an 08:00),
08:27,08:27,RB 61009,Ruhlsdorf-Zerpenschleuse (an 09:00),
09:27,09:27,RB 61011,Klosterfelde (an 09:51),
09:57,09:57,RB 61053,Basdorf (an 10:09),
10:27,10:27,RB 61013,Klandorf (an 11:04),
12:27,12:27,RB 61017,Klandorf (an 13:04),
14:27,14:27,RB 61021,Klandorf (an 15:04),
15:27,15:27,RB 61023,Ruhlsdorf-Zerpenschleuse (an 16:00),
16:27,16:27,RB 61025,Ruhlsdorf-Zerpenschleuse (an 17:00),
17:13,17:13,S 26,Berlin Südkreuz (S) (an 17:44),
17:27,17:27,RB 61027,Ruhlsdorf-Zerpenschleuse (an 18:00),
18:27,18:27,RB 61029,Ruhlsdorf-Zerpenschleuse (an 19:00),
20:27,20:27,RB 61033,Ruhlsdorf-Zerpenschleuse (an 21:00),
22:27,22:27,RB 61037,Ruhlsdorf-Zerpenschleuse (an 23:00),
