Ankunft,Zugnr.,von (Abfahrt),Gleis
22:33,ICE 792,Frankfurt(M) Flughafen Fernbf (ab 18:09),2
23:20,RE 3743,Berlin Ostbahnhof (ab 23:04),
23:27 (+25),ICE 276,Brig (ab 13:45),2
23:32,ICE 645,Köln Hbf (ab 18:25),1
23:33,ICE 273,Berlin Ostbahnhof (ab 23:15),3
23:38 (+3),RE 3740,Dessau Hbf (ab 22:05),2
23:41 (+10),RE 62036,Elstal (ab 23:07),2
23:42,RE 3139,Berlin Ostbahnhof (ab 23:24),4
23:45 (+2),ICE 1540,Berlin Ostbahnhof (ab 23:20),3
23:45 (+13),RE 3138,Hennigsdorf(b Berlin) (ab 23:00),2
