Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:10 (+58),ICE 947,Berlin Ostbahnhof (an 00:36),Berlin-Spandau
00:10 (+58),ICE 957,Berlin Ostbahnhof (an 00:36),Berlin-Spandau
00:23,RB 93038,Berlin Gesundbrunnen (an 00:49),Berlin-Spandau
00:23,RE 92306,Berlin Gesundbrunnen (an 00:40),Berlin-Spandau
01:14 Ausfall,ICE 1707,Berlin Ostbahnhof (an 01:40),Berlin-Spandau
01:41 (+4),ICE 274,Berlin Ostbahnhof (an 02:07),Berlin-Spandau
02:36,RB 93389,Berlin Gesundbrunnen (an 02:54),Berlin-Spandau
03:16,RE 62090,Wustermark (an 03:33),Berlin-Spandau
04:30,RB 18241,Potsdam Hbf (an 05:23),Berlin-Spandau
04:35,RE 62040,Elsterwerda (an 06:37),Berlin-Spandau
04:39 (+8),ICE 646,Essen Hbf (an 08:40),Berlin-Spandau
04:46 (+6),ICE 277,Chur (an 14:22),Berlin-Spandau
04:48,ICE 1706,Hamburg Hbf (an 07:11),Berlin-Spandau
04:54,RE 3144,Berlin Südkreuz (an 05:15),Berlin-Spandau
04:54,RE 4,München Hbf (an 07:33),Berlin-Spandau
04:55,RE 3101,Hennigsdorf(b Berlin) (an 05:23),Berlin-Spandau
05:06,RE 3145,Stendal Hbf (an 06:13),Berlin-Spandau
05:07,RE 3102,Cottbus Hbf (an 06:56),Berlin-Spandau
05:22,RE 62000,Elsterwerda (an 07:15),Berlin-Spandau
05:28,RB 18240,Berlin Gesundbrunnen (an 05:40),Berlin-Spandau
05:30,RB 18243,Potsdam Hbf (an 06:23),Berlin-Spandau
05:40,RE 62003,Elstal (an 05:53),Berlin-Spandau
05:46 (+6),ICE 946,Essen Hbf (an 09:37),Berlin-Spandau
05:46 (+6),ICE 956,Düsseldorf Hbf (an 10:04),Berlin-Spandau
05:51 (+5),ICE 1158,Bonn Hbf (an 10:08),Berlin-Spandau
05:54,RE 3164,Berlin Südkreuz (an 06:13),Berlin-Spandau
05:56,RE 3103,Hennigsdorf(b Berlin) (an 06:23),Berlin-Spandau
05:57 (+2),ICE 2920,Hamburg Hbf (an 08:15),Berlin-Spandau
05:57 (+1),ICE 608,Hamburg Hbf (an 08:15),Berlin-Spandau
06:01,RB 62051,Rangsdorf (an 06:38),Berlin-Spandau
06:06,RE 3167,Stendal Hbf (an 07:13),Berlin-Spandau
06:07,RE 3104,Cottbus Hbf (an 07:57),Berlin-Spandau
06:22,RE 62002,Elsterwerda (an 08:31),Berlin-Spandau
06:26 (+13),ICE 240,Amsterdam Centraal (an 11:59),Berlin-Spandau
06:28,RB 18242,Berlin Gesundbrunnen (an 06:40),Berlin-Spandau
06:30,ICE 1272,Frankfurt(M) Flughafen Fernbahnhof (an 23:46),Berlin-Spandau
06:30,RB 18245,Potsdam Hbf (an 07:23),Berlin-Spandau
06:37 (+8),ICE 210,Frankfurt(Main)Hbf (an 15:44),Berlin-Spandau
06:37,RE 62005,Elstal (an 06:49),Berlin-Spandau
06:46 (+8),ICE 279,Interlaken Ost (an 15:59),Berlin-Spandau
06:48 Ausfall,ICE 1704,Hamburg Hbf (an 09:11),Berlin-Spandau
06:54,RE 3146,Berlin Südkreuz (an 07:15),Berlin-Spandau
06:56,RE 3105,Hennigsdorf(b Berlin) (an 07:23),Berlin-Spandau
06:59 (+10),ICE 644,Salzburg Hbf (an 15:49),Berlin-Spandau
07:01,RB 62053,Rangsdorf (an 07:38),Berlin-Spandau
07:07,RE 3106,Cottbus Hbf (an 08:56),Berlin-Spandau
07:22,RE 62004,Elsterwerda (an 09:14),Berlin-Spandau
07:25 (+1),ICE 1548,Köln Hbf (an 12:09),Berlin-Spandau
07:30,RB 18244,Berlin Gesundbrunnen (an 07:48),Berlin-Spandau
07:30,RB 18247,Potsdam Hbf (an 08:23),Berlin-Spandau
07:33 (+7),ICE 649,Berlin Ostbahnhof (an 08:03),Berlin-Spandau
07:37 (+1),ICE 795,Karlsruhe Hbf (an 13:17),Berlin-Spandau
07:41,RE 62007,Elstal (an 07:53),Berlin-Spandau
07:49 (+2),ICE 606,Hamburg-Altona (an 10:24),Berlin-Spandau
07:54,RE 3166,Jüterbog (an 08:54),Berlin-Spandau
07:56,RE 3107,Hennigsdorf(b Berlin) (an 08:23),Berlin-Spandau
07:59 (+12),ICE 851,Berlin Ostbahnhof (an 08:28),Berlin-Spandau
07:59 (+35),ICE 944,Essen Hbf (an 11:37),Berlin-Spandau
07:59 (+35),ICE 954,Düsseldorf Hbf (an 12:04),Berlin-Spandau
08:01,RB 62055,Berlin Südkreuz (an 08:21),Berlin-Spandau
08:06,RE 3169,Schorndorf (an 17:39),Berlin-Spandau
08:07 (+1),ICE 505,München Hbf (an 13:02),Berlin-Spandau
08:07,RE 3108,Cottbus Hbf (an 09:55),Berlin-Spandau
08:12 Ausfall,ICE 1131,Saarbrücken Hbf (an 14:17),Berlin-Spandau
08:22,RE 62006,Elsterwerda (an 10:31),Berlin-Spandau
08:26 (+32),ICE 148,Amsterdam Centraal (an 14:01),Berlin-Spandau
08:27,RB 18246,Berlin Gesundbrunnen (an 08:40),Berlin-Spandau
08:30,RB 18249,Potsdam Hbf (an 09:23),Berlin-Spandau
08:34,ICE 841,Berlin Ostbahnhof (an 09:03),Berlin-Spandau
08:37 (+1),ICE 118,Münster(Westf)Hbf (an 20:46),Berlin-Spandau
08:37,RE 62009,Elstal (an 08:49),Berlin-Spandau
08:42,ICE 1702,Hamburg Hbf (an 11:12),Berlin-Spandau
08:46 (+35),ICE 371,Basel SBB (an 15:48),Berlin-Spandau
08:50,DRF 1322,Köln Hbf (an 13:49),Berlin-Spandau
08:54,RE 3148,Falkenberg(Elster) (an 10:44),Berlin-Spandau
