Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:53,RE 73797,Berlin Hbf (ab 00:44),Berlin-Charlottenburg
01:09,RE 73794,Groß Kreutz (ab 00:34),Berlin-Charlottenburg
05:42,RE 73714,Groß Kreutz (ab 05:13),Berlin-Charlottenburg
06:10,RE 73719,Eisenhüttenstadt (ab 04:26),Berlin-Charlottenburg
06:23,RE 94709,Berlin Hbf (ab 06:14),Berlin-Charlottenburg
07:23,RE 94711,Berlin Hbf (ab 07:14),Berlin-Charlottenburg
08:23,RE 94713,Berlin Hbf (ab 08:14),Berlin-Charlottenburg
08:35,RE 94710,Dessau Hbf (ab 07:05),Berlin-Charlottenburg
09:23,RE 94715,Berlin Hbf (ab 09:14),Berlin-Charlottenburg
09:35,RE 94712,Dessau Hbf (ab 08:05),Berlin-Charlottenburg
09:47 (+3),RE 3611,Dossow(Prign) (ab 08:00),Berlin Charlottenburg
09:47,RE 73722,Groß Kreutz (ab 09:13),Berlin-Charlottenburg
10:23,RE 94717,Berlin Hbf (ab 10:14),Berlin-Charlottenburg
10:35,RE 94714,Dessau Hbf (ab 09:05),Berlin-Charlottenburg
10:47,RE 3613,Dossow(Prign) (ab 09:00),Berlin-Charlottenburg
10:48,RE 73724,Groß Kreutz (ab 10:13),Berlin-Charlottenburg
11:10,RE 73729,Frankfurt(Oder) (ab 09:55),Berlin-Charlottenburg
11:12,RE 92414,Nauen (ab 10:37),Berlin-Charlottenburg
11:23,RE 92519,Berlin Hbf (ab 11:14),Berlin-Charlottenburg
11:35 (+1),RE 94716,Dessau Hbf (ab 10:05),Berlin-Charlottenburg
11:44,RE 92415,Berlin Hbf (ab 11:35),Berlin-Charlottenburg
11:47,RE 3615,Dossow(Prign) (ab 10:00),Berlin-Charlottenburg
11:48,RE 73726,Groß Kreutz (ab 11:13),Berlin-Charlottenburg
12:11,RE 73731,Frankfurt(Oder) (ab 10:55),Berlin-Charlottenburg
12:12,RE 92416,Nauen (ab 11:37),Berlin-Charlottenburg
12:35,RE 91918,Dessau Hbf (ab 11:05),Berlin-Charlottenburg
12:44,RE 92417,Berlin Hbf (ab 12:35),Berlin-Charlottenburg
12:47,RE 3617,Dossow(Prign) (ab 11:00),Berlin-Charlottenburg
12:48,RE 73728,Groß Kreutz (ab 12:13),Berlin-Charlottenburg
13:10,RE 73733,Frankfurt(Oder) (ab 11:55),Berlin-Charlottenburg
13:47,RE 3619,Dossow(Prign) (ab 12:00),Berlin-Charlottenburg
13:48,RE 73730,Groß Kreutz (ab 13:13),Berlin-Charlottenburg
15:35 Ausfall,RE 3724,Dessau Hbf (ab 14:05),Berlin-Charlottenburg
15:48,RE 73734,Groß Kreutz (ab 15:13),Berlin-Charlottenburg
16:10,RE 73739,Eisenhüttenstadt (ab 14:36),Berlin-Charlottenburg
16:23,RE 91929,Berlin Hbf (ab 16:14),Berlin-Charlottenburg
16:35 (+2),RE 91926,Dessau Hbf (ab 15:05),Berlin-Charlottenburg
16:44,RE 92425,Berlin Hbf (ab 16:35),Berlin-Charlottenburg
16:47 (+15),RE 3625,Dossow(Prign) (ab 15:00),Berlin Charlottenburg
16:48,RE 73736,Groß Kreutz (ab 16:13),Berlin-Charlottenburg
17:10,RE 73741,Frankfurt(Oder) (ab 15:55),Berlin-Charlottenburg
17:23,RE 94731,Berlin Hbf (ab 17:14),Berlin-Charlottenburg
17:35 (+7),RE 91928,Dessau Hbf (ab 16:05),Berlin-Charlottenburg
17:44,RE 92427,Berlin Hbf (ab 17:35),Berlin-Charlottenburg
17:47,RE 3627,Dossow(Prign) (ab 16:00),Berlin-Charlottenburg
17:48,RE 73738,Groß Kreutz (ab 17:13),Berlin-Charlottenburg
18:10,RE 73743,Frankfurt(Oder) (ab 16:55),Berlin-Charlottenburg
18:12,RE 92028,Nauen (ab 17:37),Berlin-Charlottenburg
18:23,RE 94733,Berlin Hbf (ab 18:14),Berlin-Charlottenburg
18:35,RE 91930,Dessau Hbf (ab 17:05),Berlin-Charlottenburg
18:44,RE 92029,Berlin Hbf (ab 18:35),Berlin-Charlottenburg
18:47,RE 3629,Dossow(Prign) (ab 17:00),Berlin-Charlottenburg
18:47 (+12),RE 3629,Dossow(Prign) (ab 17:00),Berlin Charlottenburg
18:47,RE 3629,Neuruppin Rheinsberger Tor (ab 17:28),Berlin-Charlottenburg
18:47 (+12),RE 3629,Neuruppin Rheinsberger Tor (ab 17:28),Berlin Charlottenburg
18:47,RE 3629,Wustrau-Radensleben (ab 17:36),Berlin-Charlottenburg
18:47 (+12),RE 3629,Wustrau-Radensleben (ab 17:36),Berlin Charlottenburg
18:47,RE 3629,Beetz-Sommerfeld (ab 17:43),Berlin-Charlottenburg
18:47 (+12),RE 3629,Velten(Mark) (ab 17:58),Berlin Charlottenburg
18:47,RE 3629,Velten(Mark) (ab 17:58),Berlin-Charlottenburg
