Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:05,RE 62045,Berlin-Spandau (an 00:32),Berlin Ostbahnhof
00:24,FEX19878,Berlin Zoologischer Garten (an 00:40),Berlin Ostbahnhof
00:28,TL 20856,Dresden Hbf (an 22:57),Berlin Ostbahnhof (S)
00:30,RE 91705,Berlin-Wannsee (an 01:02),Berlin Ostbahnhof
00:30,RE 93797,Berlin-Wannsee (an 01:02),Berlin Ostbahnhof
01:03,RE 62041,Berlin Hbf (an 01:13),Berlin Ostbahnhof
01:25,ICE 101,Karlsruhe Hbf (an 08:58),Berlin Ostbahnhof
01:30,RE 73753,Berlin Zoologischer Garten (an 01:46),Berlin Ostbahnhof
01:34,RE 93794,Frankfurt(Oder) (an 02:37),Berlin Ostbahnhof
01:37,FEX19880,Berlin Hbf (an 01:46),Berlin Ostbahnhof
02:02,RE 62047,Berlin-Spandau (an 02:30),Berlin Ostbahnhof
03:01,RE 62043,Berlin Hbf (an 03:11),Berlin Ostbahnhof
04:04,RE 62001,Wismar (an 07:26),Berlin Ostbahnhof
04:04,RE 94758,Schwerin Hbf (an 06:58),Berlin Ostbahnhof
04:11,ICE 646,Düsseldorf Hbf (an 09:09),Berlin Ostbahnhof
04:11,ICE 656,Köln Hbf (an 09:15),Berlin Ostbahnhof
04:16,ICE 275,Interlaken Ost (an 13:59),Berlin Ostbahnhof
04:22,RE 73752,Frankfurt(Oder) (an 05:31),Berlin Ostbahnhof
04:23,RE 3101,Nauen (an 05:21),Berlin Ostbahnhof
04:30,RE 73757,Brandenburg Hbf (an 05:38),Berlin Ostbahnhof
04:30,RE 93757,Berlin Zoologischer Garten (an 04:46),Berlin Ostbahnhof
04:44,RE 73800,Frankfurt(Oder) (an 05:39),Berlin Ostbahnhof
04:49,RE 93717,Berlin-Wannsee (an 05:20),Berlin Ostbahnhof
05:02 (+12),RE 3707,Dessau Hbf (an 06:53),Berlin Ostbahnhof
05:07 (+1),RE 62003,Wismar (an 08:37),Berlin Ostbahnhof
05:07,RE 8,Schwerin Hbf (an 07:57),Berlin Ostbahnhof
05:16 (+3),ICE 946,Düsseldorf Hbf (an 10:11),Berlin Ostbahnhof
05:16 (+3),ICE 956,Köln Hbf (an 10:12),Berlin Ostbahnhof
05:25,RE 3103,Nauen (an 06:21),Berlin Ostbahnhof
05:25,RE 93754,Frankfurt(Oder) (an 06:33),Berlin Ostbahnhof
05:25,RE 95005,Berlin-Spandau (an 05:54),Berlin Ostbahnhof
05:30,RE 73759,Brandenburg Hbf (an 06:38),Berlin Ostbahnhof
05:30,RE 93759,Berlin Zoologischer Garten (an 05:46),Berlin Ostbahnhof
05:35,RE 3102,Cottbus Hbf (an 06:57),Berlin Ostbahnhof
05:38,RB 18140,Potsdam Griebnitzsee (an 06:12),Berlin Ostbahnhof
05:39,RE 50257,Elsterwerda (an 07:33),Berlin Ostbahnhof
05:39 (+2),RJ 257,Graz Hbf (an 17:33),Berlin Ostbahnhof
05:44,RE 62000,Flughafen BER (an 06:11),Berlin Ostbahnhof
05:49,RE 93719,Berlin-Wannsee (an 06:20),Berlin Ostbahnhof
05:54 Ausfall,IC 240,Amsterdam Centraal (an 11:59),Berlin Ostbahnhof
05:56 (+2),RE 3704,Senftenberg (an 07:41),Berlin Ostbahnhof
05:59 (+2),EC 41,Warszawa Wschodnia (an 11:16),Berlin Ostbahnhof
06:02 (+12),RE 3709,Dessau Hbf (an 07:53),Berlin Ostbahnhof
06:02,RE 7,Berlin Hbf (an 20:12),Berlin Ostbahnhof
06:06,RE 93014,Frankfurt(Oder) (an 07:05),Berlin Ostbahnhof
06:07,RE 62005,Wittenberge (an 07:57),Berlin Ostbahnhof
06:12,RE 73761,Brandenburg Hbf (an 07:38),Berlin Ostbahnhof
06:12,RE 73805,Brandenburg Hbf (an 07:30),Berlin Ostbahnhof
06:15 (+3),ICE 277,Basel SBB (an 13:48),Berlin Ostbahnhof
06:16,RE 18754,Lübbenau(Spreewald) (an 07:15),Berlin Ostbahnhof
06:25,RE 3105,Nauen (an 07:21),Berlin Ostbahnhof
06:25,RE 93756,Frankfurt(Oder) (an 07:31),Berlin Ostbahnhof
06:30,RE 93761,Berlin Zoologischer Garten (an 06:46),Berlin Ostbahnhof
06:35,RE 3104,Cottbus Hbf (an 07:56),Berlin Ostbahnhof
06:42 (+30),RE 18753,Bad Belzig (an 07:54),Berlin Ostbahnhof
06:44 (+1),ICE 644,Düsseldorf Hbf (an 11:15),Berlin Ostbahnhof
06:44 (+1),ICE 654,Köln Hbf (an 11:15),Berlin Ostbahnhof
06:49,RE 93721,Berlin-Wannsee (an 07:20),Berlin Ostbahnhof
