Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
05:54,05:54,RE 3601,Neuruppin West (ab 04:26),2
08:34,08:34,RB 18246,Potsdam Hbf (ab 07:36),2
08:50,08:50,RB 18607,Nauen (ab 08:11),3
08:55,08:55,RE 3609,Wittenberge (ab 06:05),2
09:35,09:35,RB 18248,Potsdam Hbf (ab 08:36),3
09:38,09:38,RE 3712,Dessau Hbf (ab 08:05),2
09:54,09:54,RE 3611,Wittenberge (ab 07:05),2
10:04,10:04,RE 73811,Brandenburg Hbf (ab 09:22),1
10:26,10:26,RE 73763,Brandenburg Hbf (ab 09:44),3
10:32 Ausfall,--:--,ICE 996,Kassel-Wilhelmshöhe (ab 07:49),4
10:37 (+1),10:38,RE 3714,Dessau Hbf (ab 09:05),1
10:47 (+8),10:55,ICE 1543,Essen Hbf (ab 06:44),2
10:48,10:48,RE 73723,Burg(Magdeburg) (ab 09:28),4
11:48,11:48,RE 73725,Burg(Magdeburg) (ab 10:28),4
11:54 (+7),12:01,RE 3615,Wittenberge (ab 09:05),2
12:31 (+9),12:40,ICE 994,Stuttgart Hbf (ab 06:36),4
12:47 (+28),13:15,ICE 1545,Essen Hbf (ab 08:44),2
12:55,12:55,RE 3617,Wittenberge (ab 10:05),3
13:24,13:24,IC 2035,Norddeich (ab 05:39),1
13:54,13:54,RE 3619,Wittenberge (ab 11:05),2
14:31 (+56),15:27,ICE 992,Frankfurt(M) Flughafen Fernbf (ab 10:09),4
14:47 (+17),15:04,ICE 1547,Aachen Hbf (ab 09:06),2
14:50 (+10),15:00,RE 73731,Burg(Magdeburg) (ab 13:28),4
15:26,15:26,RE 73773,Brandenburg Hbf (ab 14:44),4
15:37,15:37,RE 3724,Dessau Hbf (ab 14:05),2
15:48,15:48,RE 73733,Burg(Magdeburg) (ab 14:28),1
16:04,16:04,RE 73815,Brandenburg Hbf (ab 15:22),4
16:31 (+6),16:37,ICE 798,Karlsruhe Hbf (ab 10:40),4
16:42 (+33),17:15,ICE 1053,Münster(Westf)Hbf (ab 13:25),2
17:54 (+5),17:59,RE 3627,Wittenberge (ab 15:05),
18:31 (+5),18:36,ICE 796,Frankfurt(M) Flughafen Fernbf (ab 14:09),4
18:45 (+2),18:47,IC 2431,Emden Außenhafen (ab 12:01),1
18:55 (+4),18:59,RE 3629,Wittenberge (ab 16:05),
20:30 (+25),20:55,ICE 2842,Karlsruhe Hbf (ab 14:40),
20:30 (+25),20:55,ICE 794,Karlsruhe Hbf (ab 14:40),
