Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:13 (+1),ICE 901,Hamburg-Altona (ab 21:26),Berlin Hbf
00:16 (+19),ICE 792,Frankfurt(M) Flughafen Fernbf (ab 18:09),Berlin Hbf
00:26 (+3),ICE 947,Düsseldorf Hbf (ab 19:49),Berlin Hbf
00:26 (+3),ICE 957,Köln Hbf (ab 19:46),Berlin Hbf
00:40,ICE 592,München Hbf (ab 16:45),Berlin Hbf
00:41 (+24),ICE 700,München Hbf (ab 19:09),Berlin Hbf
00:54 (+2),ICE 1500,München Hbf (ab 20:28),Berlin Hbf
01:29 (+3),ICE 1707,Hamburg-Altona (ab 22:34),Berlin Hbf
01:29 (+2),ICE 2839,Hamburg-Altona (ab 22:34),Berlin Hbf
01:46 (+22),ICE 705,Hamburg-Altona (ab 20:36),Berlin Hbf
04:20 (+8),ICE 646,Berlin Ostbahnhof (ab 04:09),Berlin Hbf
04:35,ICE 1706,Berlin Südkreuz (ab 04:29),Berlin Hbf
05:21 (+22),ICE 593,Berlin Gesundbrunnen (ab 05:16),Berlin Hbf
05:25,ICE 946,Berlin Ostbahnhof (ab 05:15),Berlin Hbf
05:25,ICE 956,Berlin Ostbahnhof (ab 05:15),Berlin Hbf
05:29,ICE 1158,Berlin Ostbahnhof (ab 05:19),Berlin Hbf
05:32,ICE 1501,Berlin Gesundbrunnen (ab 05:26),Berlin Hbf
05:36,ICE 608,Berlin Südkreuz (ab 05:31),Berlin Hbf
06:05 (+78),ICE 1541,Köln Hbf (ab 23:27),Berlin Hbf
06:10 (+14),ICE 240,Berlin Südkreuz (ab 06:05),Berlin Hbf
06:14 (+3),EC 430,Nowy Tomysl (ab 03:55),Berlin Hbf
06:22 (+12),ICE 503,Berlin Gesundbrunnen (ab 06:16),Berlin Hbf
06:25 (+6),ICE 279,Berlin Ostbahnhof (ab 06:15),Berlin Hbf
06:30 (+2),ICE 904,München Hbf (ab 23:12),Berlin Hbf
06:42,ICE 644,Berlin Ostbahnhof (ab 06:32),Berlin Hbf
06:48,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),Berlin Hbf
07:00 (+5),ICE 654,Berlin Ostbahnhof (ab 06:32),Berlin Hbf
07:06 (+1),ICE 1548,Berlin Ostbahnhof (ab 06:55),Berlin Hbf
07:16 (+4),ICE 795,Berlin Ostbahnhof (ab 07:06),Berlin Hbf
07:22,IC 60409,Zürich HB (ab 19:59),Berlin Hbf
07:22,NJ 409,Zürich HB (ab 19:59),Berlin Hbf
07:29 (+1),ICE 606,Leipzig Hbf (ab 06:12),Berlin Hbf
07:32 (+13),IC 2274,Dresden Hbf (ab 05:35),Berlin Hbf
07:32 (+6),ICE 1503,Berlin Gesundbrunnen (ab 07:26),Berlin Hbf
07:34,ICE 1605,Hamburg-Altona (ab 04:36),Berlin Hbf
07:34,ICE 1705,Hamburg-Altona (ab 04:36),Berlin Hbf
07:41 (+69),EN 40476,Budapest-Nyugati (ab 19:30),Berlin Hbf
07:41 (+69),NJ 456,Graz Hbf (ab 19:21),Berlin Hbf
07:42 (+3),ICE 944,Berlin Ostbahnhof (ab 07:32),Berlin Hbf
07:42 (+3),ICE 954,Berlin Ostbahnhof (ab 07:32),Berlin Hbf
07:46 (+29),ICE 703,Berlin Gesundbrunnen (ab 07:41),Berlin Hbf
08:06,ICE 698,München Hbf (ab 22:46),Berlin Hbf
08:12 (+2),ICE 148,Berlin Südkreuz (ab 08:06),Berlin Hbf
08:17 (+14),ICE 2817,Köln Hbf (ab 03:21),Berlin Hbf
08:17 (+13),ICE 851,Hannover Hbf (ab 06:09),Berlin Hbf
08:21 (+6),ICE 505,Hamburg-Altona (ab 05:34),Berlin Hbf
08:23 (+1),IC 2173,Rostock Hbf (ab 06:20),Berlin Hbf
08:27,ICE 371,Berlin Ostbahnhof (ab 08:17),Berlin Hbf
08:27 (+4),RJ 874,Dresden Hbf (ab 06:42),Berlin Hbf
08:32 (+22),ICE 1005,Berlin Gesundbrunnen (ab 08:26),Berlin Hbf
08:32,ICE 806,Leipzig Hbf (ab 07:16),Berlin Hbf
08:34, 1320,Dresden Hbf (ab 06:53),Berlin Hbf
08:51 (+6),ICE 2835,Hannover Hbf (ab 06:50),Berlin Hbf
08:51 (+6),ICE 841,Hannover Hbf (ab 06:50),Berlin Hbf
08:54 (+2),ICE 936,Eisenach Hbf (ab 06:37),Berlin Hbf
09:00,ICE 642,Berlin Ostbahnhof (ab 08:32),Berlin Hbf
09:00,ICE 652,Berlin Ostbahnhof (ab 08:32),Berlin Hbf
09:05 (+1),ICE 1052,Berlin Ostbahnhof (ab 08:55),Berlin Hbf
09:16,ICE 541,Köln Hbf (ab 04:25),Berlin Hbf
09:16,ICE 797,Berlin Ostbahnhof (ab 09:08),Berlin Hbf
09:23 (+1),ICE 1104,München Hbf (ab 05:25),Berlin Hbf
09:29 (+1),ICE 604,Leipzig Hbf (ab 08:12),Berlin Hbf
09:32 (+6),IC 2272,Chemnitz Hbf (ab 06:26),Berlin Hbf
09:32,ICE 1505,Berlin Gesundbrunnen (ab 09:26),Berlin Hbf
09:34,ICE 1901,Hamburg-Altona (ab 06:35),Berlin Hbf
09:37 (+1),ICE 676,Kassel-Wilhelmshöhe (ab 06:45),Berlin Hbf
09:41 (+1),ICE 741,Münster(Westf)Hbf (ab 06:24),Berlin Hbf
09:42 (+3),ICE 942,Berlin Ostbahnhof (ab 09:32),Berlin Hbf
09:42 (+3),ICE 952,Berlin Ostbahnhof (ab 09:32),Berlin Hbf
09:55 (+1),ICE 1044,Berlin Südkreuz (ab 09:49),Berlin Hbf
10:00, 1234,Leipzig Hbf (ab 08:45),Berlin Hbf
