Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:22,00:22,RB 62086,Nauen (an 00:53),4
04:26,04:26,RE 62001,Wismar (an 07:27),4
04:35,04:35,RE 62040,Elsterwerda (an 06:29),
05:31,05:31,RE 62000,Baruth(Mark) (an 06:36),3
06:00,06:00,RE 3164,Berlin-Lichterfelde Ost (an 06:19),
06:00,06:00,RE 3167,Stendal Hbf (an 07:13),4
06:28,06:28,RE 62002,Elsterwerda (an 08:31),
06:30 (+1),06:31,RE 62005,Wismar (an 09:37),4
06:30,06:30,RE 8,Kassel-Wilhelmshöhe (an 14:55),
06:59,06:59,RE 3146,Falkenberg(Elster) (an 08:44),3
07:00,07:00,RE 3147,Rathenow (an 07:52),4
07:26,07:26,RE 62007,Wittenberge (an 08:56),4
07:28 (+1),07:29,RE 62004,Baruth(Mark) (an 08:36),3
08:00,08:00,RE 3166,Jüterbog (an 08:54),3
08:00,08:00,RE 3169,Stendal Hbf (an 09:13),
08:28 (+6),08:34,RE 62006,Elsterwerda (an 10:31),3
08:31,08:31,RE 62009,Wismar (an 11:37),4
08:59 (+1),09:00,RE 3148,Falkenberg(Elster) (an 10:44),3
09:26 (+8),09:34,RE 62011,Wittenberge (an 10:56),4
09:27 (+11),09:38,RE 62008,Baruth(Mark) (an 10:36),3
10:00,10:00,RE 3168,Berlin Südkreuz (an 10:13),
10:00,10:00,RE 3171,Stendal Hbf (an 11:13),4
10:28 (+7),10:35,RE 62010,Elsterwerda (an 12:31),3
10:31 (+1),10:32,RE 62013,Wismar (an 13:37),4
10:59 (+6),11:05,RE 3150,Falkenberg(Elster) (an 12:44),3
11:00,11:00,RE 3151,Rathenow (an 11:54),4
11:26 (+1),11:27,RE 62015,Wittenberge (an 12:56),4
11:27 (+1),11:28,RE 62012,Baruth(Mark) (an 12:35),3
12:00,12:00,RE 3170,Jüterbog (an 12:54),3
12:00,12:00,RE 3173,Stendal Hbf (an 13:13),4
12:28 (+4),12:32,RE 62014,Elsterwerda (an 14:31),3
12:31,12:31,RE 62017,Wismar (an 15:37),4
12:59,12:59,RE 3152,Berlin Südkreuz (an 13:15),
13:26 (+1),13:27,RE 62019,Wittenberge (an 14:56),4
13:28 (+1),13:29,RE 62016,Baruth(Mark) (an 14:36),3
14:00,14:00,RE 3172,Berlin Südkreuz (an 14:13),
14:00,14:00,RE 3175,Stendal Hbf (an 15:13),4
14:28,14:28,RB 62018,Hohenleipisch (an 16:26),
14:28,14:28,RE 62018,Elsterwerda (an 16:31),
14:31 (+4),14:35,RE 62021,Wismar (an 17:37),4
14:59,14:59,RE 3154,Berlin Südkreuz (an 15:15),
15:26 (+2),15:28,RE 62023,Wittenberge (an 16:56),4
15:27 (+1),15:28,RE 62020,Baruth(Mark) (an 16:36),3
16:00,16:00,RE 3177,Stendal Hbf (an 17:13),
16:28,16:28,RE 62022,Elsterwerda (an 18:31),
16:31 (+1),16:32,RE 62025,Wismar (an 19:37),4
17:26,17:26,RE 62027,Wittenberge (an 18:56),4
17:28 (+2),17:30,RE 62024,Baruth(Mark) (an 18:35),3
18:00,18:00,RE 26117,Stendal Hbf (an 19:13),
18:28,18:28,RE 62026,Elsterwerda (an 20:31),
18:31 (+3),18:34,RE 62029,Wismar (an 21:37),4
18:59 (+8),19:07,RE 3158,Falkenberg(Elster) (an 20:44),3
19:00,19:00,RE 3159,Rathenow (an 19:49),4
19:26 (+2),19:28,RE 62031,Wittenberge (an 20:56),4
19:28 (+3),19:31,RE 62028,Baruth(Mark) (an 20:35),3
20:00,20:00,RE 3181,Stendal Hbf (an 21:06),4
20:28,20:28,RE 62030,Elsterwerda (an 22:31),
20:31 (+1),20:32,RE 62033,Schwerin Hbf (an 23:21),4
21:28 (+1),21:29,RE 62032,Baruth(Mark) (an 22:36),3
21:31 (+1),21:32,RE 62035,Wismar (an 00:46),4
21:48,21:48,RE 3135,Nauen (an 22:21),4
22:00,22:00,RE 3183,Stendal Hbf (an 23:13),4
22:30,22:30,RE 62037,Wittenberge (an 23:56),
22:48,22:48,RE 3137,Nauen (an 23:21),4
23:14,23:14,RE 3185,Stendal Hbf (an 00:18),4
23:41,23:41,RE 3138,Cottbus Hbf (an 01:30),3
