Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
05:58,RE 62054,Berlin-Lichtenberg (ab 05:41),Berlin-Lichterfelde Ost
07:58,RE 62058,Berlin-Lichtenberg (ab 07:41),Berlin-Lichterfelde Ost
09:58,RE 62062,Berlin-Lichtenberg (ab 09:41),Berlin-Lichterfelde Ost
10:37 (+3),RE 92551,Falkenberg(Elster) (ab 09:14),Berlin-Lichterfelde Ost
11:58,RE 62066,Berlin-Lichtenberg (ab 11:41),Berlin-Lichterfelde Ost
13:58,RE 62070,Berlin-Lichtenberg (ab 13:41),Berlin-Lichterfelde Ost
15:58,RE 62074,Berlin-Lichtenberg (ab 15:41),Berlin-Lichterfelde Ost
17:58,RE 62078,Berlin-Lichtenberg (ab 17:41),Berlin-Lichterfelde Ost
19:58,RE 62082,Berlin-Lichtenberg (ab 19:41),Berlin-Lichterfelde Ost
21:58,RE 62086,Berlin-Lichtenberg (ab 21:41),Berlin-Lichterfelde Ost
