Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:04,00:04,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:52),4
05:02 (+1),05:03,RE 3302,Jüterbog (ab 04:22),4
05:36,05:36,RE 3167,Jüterbog (ab 05:02),4
05:50,05:50,RE 3341,Schwedt(Oder) (ab 04:04),3
06:05,06:05,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),4
06:53 (+1),06:54,RE 3301,Pasewalk (ab 04:44),3
07:02 (+3),07:05,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),4
07:21 (+3),07:24,RE 3146,Stendal Hbf (ab 05:48),3
07:36 (+6),07:42,RE 3169,Jüterbog (ab 07:02),4
07:50,07:50,RE 3343,Schwedt(Oder) (ab 06:04),3
08:05,08:05,RE 3344,Lutherstadt Wittenberg Hbf (ab 06:53),4
08:19 (+2),08:21,RE 3166,Stendal Hbf (ab 06:47),3
08:36 (+1),08:37,RE 3149,Falkenberg(Elster) (ab 07:18),4
08:53 (+7),09:00,RE 3303,Stralsund Hbf (ab 05:10),3
09:02 (+5),09:07,RE 3306,Luckenwalde (ab 08:35),4
09:21 (+4),09:25,RE 3148,Rathenow (ab 08:05),3
09:36,09:36,RE 3171,Jüterbog (ab 09:02),4
09:50,09:50,RE 3345,Schwedt(Oder) (ab 08:04),3
10:05,10:05,RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),4
10:19,10:19,RE 3168,Stendal Hbf (ab 08:47),3
10:53 (+2),10:55,RE 3305,Stralsund Hbf (ab 07:10),3
11:02 (+7),11:09,RE 3308,Luckenwalde (ab 10:35),4
11:21,11:21,RE 3150,Rathenow (ab 10:02),3
11:50,11:50,RE 3347,Schwedt(Oder) (ab 10:04),3
12:05 (+9),12:14,RE 3348,Lutherstadt Wittenberg Hbf (ab 10:45),4
12:19,12:19,RE 3170,Stendal Hbf (ab 10:47),3
12:36,12:36,RE 3153,Falkenberg(Elster) (ab 11:18),4
12:53 (+3),12:56,RE 3307,Stralsund Hbf (ab 09:10),3
13:02 (+3),13:05,RE 3310,Luckenwalde (ab 12:35),4
13:21,13:21,RE 3152,Rathenow (ab 12:02),3
13:36,13:36,RE 3175,Jüterbog (ab 13:02),4
13:50 (+32),14:22,RE 3349,Schwedt(Oder) (ab 12:04),3
14:05 (+2),14:07,RE 3350,Lutherstadt Wittenberg Hbf (ab 12:52),4
14:19,14:19,RE 3172,Stendal Hbf (ab 12:47),3
14:36 (+16),14:52,RE 3155,Falkenberg(Elster) (ab 13:18),4
14:53 (+3),14:56,RE 3309,Stralsund Hbf (ab 11:10),3
15:02 (+4),15:06,RE 3312,Luckenwalde (ab 14:35),4
15:21 (+4),15:25,RE 3154,Rathenow (ab 14:02),3
15:36 (+6),15:42,RE 3177,Jüterbog (ab 15:02),4
15:50 (+2),15:52,RE 3351,Schwedt(Oder) (ab 14:04),3
16:05 (+4),16:09,RE 3352,Lutherstadt Wittenberg Hbf (ab 14:52),4
16:19 (+15),16:34,RE 3174,Stendal Hbf (ab 14:47),3
16:36 (+2),16:38,RE 3157,Falkenberg(Elster) (ab 15:18),4
16:53 (+4),16:57,RE 3311,Stralsund Hbf (ab 13:10),3
17:02 (+15),17:17,RE 3314,Lutherstadt Wittenberg Hbf (ab 15:51),4
17:21 (+41),18:02,RE 3156,Rathenow (ab 16:02),3
17:36 (+35),18:11,RE 3179,Jüterbog (ab 17:02),4
17:50 (+7),17:57,RE 3353,Schwedt(Oder) (ab 16:04),3
18:05 (+3),18:08,RE 3354,Lutherstadt Wittenberg Hbf (ab 16:52),4
18:19,18:19,RE 3176,Stendal Hbf (ab 16:47),3
18:36 (+8),18:44,RE 3159,Falkenberg(Elster) (ab 17:18),4
18:53 (+3),18:56,RE 3313,Stralsund Hbf (ab 15:10),3
19:02 (+8),19:10,RE 3316,Lutherstadt Wittenberg Hbf (ab 17:51),4
19:21 (+10),19:31,RE 3158,Rathenow (ab 18:02),3
19:36 (+1),19:37,RE 3181,Jüterbog (ab 19:02),4
19:50,19:50,RE 3355,Schwedt(Oder) (ab 18:04),3
20:05 (+6),20:11,RE 3356,Lutherstadt Wittenberg Hbf (ab 18:52),4
20:52 (+1),20:53,RE 3315,Stralsund Hbf (ab 17:10),3
21:02 (+1),21:03,RE 3318,Luckenwalde (ab 20:35),4
21:47,21:47,RE 3357,Schwedt(Oder) (ab 20:04),3
22:05,22:05,RE 3358,Lutherstadt Wittenberg Hbf (ab 20:52),4
22:53 (+10),23:03,RE 3317,Stralsund Hbf (ab 19:10),3
23:48,23:48,RE 3359,Schwedt(Oder) (ab 22:04),3
