Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
06:49,06:49,RE 73715,Magdeburg Hbf (ab 04:59),4
07:54 (+1),07:55,RE 3607,Wittenberge (ab 05:05),
10:32 (+6),10:38,ICE 996,Kassel-Wilhelmshöhe (ab 07:49),
11:50,11:50,RB 18613,Nauen (ab 11:10),3
12:20 (+5),12:25,IC 2035,Norddeich (ab 05:39),1
12:26,12:26,RE 73767,Brandenburg Hbf (ab 11:44),3
12:31 (+10),12:41,ICE 994,Stuttgart Hbf (ab 06:28),4
12:34,12:34,RB 18254,Potsdam Hbf (ab 11:36),2
12:37,12:37,RE 3718,Dessau Hbf (ab 11:05),1
12:48,12:48,RE 73727,Magdeburg Hbf (ab 11:10),4
12:50,12:50,RB 18615,Nauen (ab 12:11),1
13:26,13:26,RE 73769,Brandenburg Hbf (ab 12:44),3
13:34,13:34,RB 18256,Potsdam Hbf (ab 12:36),2
13:37,13:37,RE 3720,Dessau Hbf (ab 12:05),1
13:48,13:48,RE 73729,Magdeburg Hbf (ab 12:10),4
13:50,13:50,RB 18617,Nauen (ab 13:10),3
13:54,13:54,RE 3619,Wittenberge (ab 11:05),2
14:25,14:25,RE 73771,Brandenburg Hbf (ab 13:44),1
14:31 (+13),14:44,ICE 992,Frankfurt(M) Flughafen Fernbf (ab 10:09),4
14:34,14:34,RB 18258,Potsdam Hbf (ab 13:36),2
14:38,14:38,RE 3722,Dessau Hbf (ab 13:05),4
14:50,14:50,RE 73731,Magdeburg Hbf (ab 13:10),4
14:52,14:52,RB 18619,Nauen (ab 14:11),1
14:55,14:55,RE 3621,Wittenberge (ab 12:05),3
15:07,15:07,RB 73813,Brandenburg Hbf (ab 14:22),3
15:26,15:26,RE 73773,Brandenburg Hbf (ab 14:44),4
15:34,15:34,RB 18260,Potsdam Hbf (ab 14:36),1
15:37,15:37,RE 3724,Dessau Hbf (ab 14:05),2
15:48,15:48,RE 73733,Magdeburg Hbf (ab 14:10),1
15:50,15:50,RB 18621,Nauen (ab 15:10),3
15:54,15:54,RE 3623,Wittenberge (ab 13:05),2
16:04,16:04,RE 73815,Brandenburg Hbf (ab 15:22),4
16:31 (+9),16:40,ICE 798,Karlsruhe Hbf (ab 10:40),
16:51,16:51,RB 18623,Nauen (ab 16:11),1
18:20 (+2),18:22,IC 2431,Emden Außenhafen (ab 12:01),
18:31 (+10),18:41,ICE 796,Frankfurt(M) Flughafen Fernbf (ab 14:09),
18:34 (+1),18:35,RB 18266,Potsdam Hbf (ab 17:36),2
18:37,18:37,RE 3730,Dessau Hbf (ab 17:05),3
18:48,18:48,RE 73739,Magdeburg Hbf (ab 17:10),4
18:50,18:50,RB 18627,Nauen (ab 18:11),3
18:55 (+9),19:04,RB 3629,Diekirch (ab 04:51),2
18:55 (+8),19:03,RE 3629,Wittenberge (ab 16:05),
19:04,19:04,RE 73821,Brandenburg Hbf (ab 18:21),1
19:25,19:25,RE 73781,Brandenburg Hbf (ab 18:44),1
19:34,19:34,RB 18268,Potsdam Hbf (ab 18:36),2
19:38,19:38,RE 3732,Dessau Hbf (ab 18:05),3
19:48,19:48,RE 73741,Magdeburg Hbf (ab 18:10),4
19:56 (+3),19:59,RE 3631,Wittenberge (ab 17:05),
20:30 (+11),20:41,ICE 794,Karlsruhe Hbf (ab 14:40),
20:34,20:34,RB 18270,Potsdam Hbf (ab 19:36),2
20:48,20:48,RE 73743,Magdeburg Hbf (ab 19:10),4
21:26,21:26,RE 73785,Brandenburg Hbf (ab 20:44),1
21:34 (+1),21:35,RB 18272,Potsdam Hbf (ab 20:36),2
21:37,21:37,RE 3736,Dessau Hbf (ab 20:05),3
21:48,21:48,RE 73745,Magdeburg Hbf (ab 20:10),
21:50,21:50,RB 18633,Nauen (ab 21:10),1
21:54,21:54,RB 3635,Diekirch (ab 10:51),2
22:25,22:25,RE 73787,Brandenburg Hbf (ab 21:44),1
22:48,22:48,RE 73747,Magdeburg Hbf (ab 21:07),4
23:48,23:48,RE 73749,Magdeburg Hbf (ab 22:07),4
