Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
04:21,RB 18241,Potsdam Hbf (an 05:23),Berlin Jungfernheide
04:58,RE 3144,Falkenberg(Elster) (an 06:34),Berlin Jungfernheide
05:02,RE 3145,Rathenow (an 05:52),Berlin Jungfernheide
05:18,RB 18500,Nauen (an 05:48),Berlin Jungfernheide
05:24,RB 18243,Potsdam Hbf (an 06:23),Berlin Jungfernheide
05:40,RB 18501,Berlin Südkreuz (an 05:54),Berlin Jungfernheide
05:55,RB 18600,Nauen (an 06:34),Berlin Jungfernheide
05:57,RE 3164,Jüterbog (an 06:56),Berlin Jungfernheide
06:17,RB 18502,Nauen (an 06:51),Berlin Jungfernheide
06:24,RB 18245,Potsdam Hbf (an 07:23),Berlin Jungfernheide
06:40,RB 18503,Berlin Südkreuz (an 06:54),Berlin Jungfernheide
06:58,RE 3146,Berlin Südkreuz (an 07:12),Berlin Jungfernheide
07:04,FEX19819,Flughafen BER (an 08:00),Berlin Jungfernheide
07:17,RB 18504,Nauen (an 07:50),Berlin Jungfernheide
07:24,RB 18247,Potsdam Hbf (an 08:23),Berlin Jungfernheide
07:33,RB 18244,Berlin Gesundbrunnen (an 07:41),Berlin Jungfernheide
07:40,RB 18505,Berlin Südkreuz (an 07:55),Berlin Jungfernheide
07:55,RB 18604,Nauen (an 08:34),Berlin Jungfernheide
07:56,RE 3166,Berlin Südkreuz (an 08:09),Berlin Jungfernheide
08:02,RE 3169,Stendal Hbf (an 09:15),Berlin Jungfernheide
08:05,FEX19823,Flughafen BER (an 09:04),Berlin Jungfernheide
08:05,RB 18605,Ludwigsfelde (an 09:23),Berlin Jungfernheide
08:17,RB 18506,Nauen (an 08:50),Berlin Jungfernheide
08:24,RB 18249,Potsdam Hbf (an 09:23),Berlin Jungfernheide
08:34 (+1),RB 18246,Berlin Gesundbrunnen (an 08:41),Berlin Jungfernheide
08:40,RB 18507,Berlin Südkreuz (an 08:55),Berlin Jungfernheide
08:55,RB 18606,Nauen (an 09:33),Berlin Jungfernheide
