Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
05:53,05:53,RB 61002,Basdorf (ab 05:40),1
07:53,07:53,RB 61006,Groß Schönebeck (ab 07:12),1
09:53,09:53,RB 61010,Groß Schönebeck (ab 09:12),1
11:53,11:53,RB 61014,Groß Schönebeck (ab 11:12),1
13:53 (+1),13:54,RB 61018,Groß Schönebeck (ab 13:12),1
14:23,14:23,RB 61060,Basdorf (ab 14:10),1
14:53,14:53,RB 61020,Klosterfelde (ab 14:27),1
15:53,15:53,RB 61022,Groß Schönebeck (ab 15:12),1
17:53,17:53,RB 61026,Groß Schönebeck (ab 17:12),1
19:53,19:53,RB 61030,Groß Schönebeck (ab 19:12),1
21:53,21:53,RB 61034,Groß Schönebeck (ab 21:12),
23:53,23:53,RB 61038,Groß Schönebeck (ab 23:12),1
