Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:27,RE 62045,Nauen (an 00:58),Berlin-Charlottenburg
00:48,RE 3742,Berlin Ostkreuz (an 01:14),Berlin-Charlottenburg
00:48,RE7,Flensburg (an 22:40),Berlin-Charlottenburg
01:16,RE 73797,Werder(Havel) (an 01:40),Berlin-Charlottenburg
02:25,RE 62047,Nauen (an 02:56),Berlin-Charlottenburg
02:35,RE 62046,Flughafen BER (an 03:16),Berlin-Charlottenburg
03:05,FEX19801,Flughafen BER (an 03:46),Berlin-Charlottenburg
03:20,FEX19803,Flughafen BER (an 04:00),Berlin-Charlottenburg
04:27 (+1),RE 62001,Wismar (an 07:26),Berlin-Charlottenburg
04:27,RE 8,Elsterwerda (an 07:46),Berlin-Charlottenburg
04:32,RE 62048,Flughafen BER (an 05:15),Berlin-Charlottenburg
04:36,RE 3702,Lübbenau(Spreewald) (an 06:03),Berlin-Charlottenburg
04:57,RB 18141,Flughafen BER (an 05:46),Berlin-Charlottenburg
05:12,RE 3602,Wittenberge (an 07:55),Berlin-Charlottenburg
05:24 (+1),RE 3707,Dessau Hbf (an 06:53),Berlin-Charlottenburg
05:27 (+3),RE 62003,Wismar (an 08:37),Berlin-Charlottenburg
05:27,RE8,Berlin Hbf (an 16:11),Berlin-Charlottenburg
05:35 (+1),RE 3704,Lübbenau(Spreewald) (an 07:03),Berlin-Charlottenburg
05:49,RE 73714,Frankfurt(Oder) (an 07:05),Berlin-Charlottenburg
05:50,RE 73759,Brandenburg Hbf (an 06:38),Berlin-Charlottenburg
05:59 (+1),RB 18140,Golm (an 06:28),Berlin-Charlottenburg
06:00,RB 18143,Flughafen BER (an 06:46),Berlin-Charlottenburg
06:11 (+1),RE 93719,Werder(Havel) (an 06:38),Berlin-Charlottenburg
06:12,RE 3622,Wittenberge (an 08:55),Berlin-Charlottenburg
06:24,RE 3709,Dessau Hbf (an 07:53),Berlin-Charlottenburg
06:28,RE 62005,Wittenberge (an 07:57),Berlin-Charlottenburg
06:36 Ausfall,RE 3706,Senftenberg (an 08:42),Berlin-Charlottenburg
06:47,RE 3105,Nauen (an 07:23),Berlin-Charlottenburg
06:49,RE 73716,Frankfurt(Oder) (an 08:05),Berlin-Charlottenburg
06:49,RE 93706,Eisenhüttenstadt (an 08:23),Berlin-Charlottenburg
06:49,RE1,Vaihingen(Enz) (an 23:59),Berlin-Charlottenburg
06:50,RE 73761,Brandenburg Hbf (an 07:38),Berlin-Charlottenburg
06:55,RE 18756,Cottbus Hbf (an 08:46),Berlin-Charlottenburg
06:59 (+1),RB 18142,Golm (an 07:29),Berlin-Charlottenburg
07:00 (+3),RB 18145,Flughafen BER (an 07:46),Berlin-Charlottenburg
07:11 (+1),RE 93721,Werder(Havel) (an 07:38),Berlin-Charlottenburg
07:12,RE 3604,Wittenberge (an 09:55),Berlin-Charlottenburg
07:24 (+1),RE 3711,Dessau Hbf (an 08:53),Berlin-Charlottenburg
07:28,RE 62007,Wismar (an 10:37),Berlin-Charlottenburg
07:36,RE 3708,Lübbenau(Spreewald) (an 09:03),Berlin-Charlottenburg
07:49 (+3),RE 73718,Frankfurt(Oder) (an 09:05),Berlin-Charlottenburg
07:50,RE 73763,Brandenburg Hbf (an 08:38),Berlin-Charlottenburg
07:59,RB 18144,Golm (an 08:28),Berlin-Charlottenburg
08:00 (+4),RB 18147,Flughafen BER (an 08:46),Berlin-Charlottenburg
08:11 (+7),RE 93723,Werder(Havel) (an 08:38),Berlin-Charlottenburg
08:12,RE 3624,Wittenberge (an 10:55),Berlin-Charlottenburg
08:13,RE 3108,Cottbus Hbf (an 09:54),Berlin-Charlottenburg
08:24,RE 3713,Dessau Hbf (an 09:53),Berlin-Charlottenburg
08:28,RE 62009,Wittenberge (an 09:57),Berlin-Charlottenburg
08:36 (+5),RE 3710,Lübbenau(Spreewald) (an 10:03),Berlin-Charlottenburg
08:50,RE 73765,Werder(Havel) (an 09:18),Berlin-Charlottenburg
08:51,RE 73720,Frankfurt(Oder) (an 10:05),Berlin-Charlottenburg
08:51 (+1),RE 93720,Frankfurt(Oder) (an 10:05),Berlin-Charlottenburg
08:59 (+2),RB 18146,Golm (an 09:28),Berlin-Charlottenburg
09:00 (+5),RB 18149,Flughafen BER (an 09:46),Berlin-Charlottenburg
09:11 (+1),RE 93705,Werder(Havel) (an 09:38),Berlin-Charlottenburg
09:12,RE 3606,Wittenberge (an 11:55),Berlin-Charlottenburg
09:24,RE 3715,Dessau Hbf (an 10:53),Berlin-Charlottenburg
09:28,RE 62011,Wismar (an 12:37),Berlin-Charlottenburg
09:36,RE 3712,Lübbenau(Spreewald) (an 11:03),Berlin-Charlottenburg
09:48,RE 73722,Frankfurt(Oder) (an 11:05),Berlin-Charlottenburg
09:48,RE 93722,Frankfurt(Oder) (an 11:05),Berlin-Charlottenburg
09:50,RE 73767,Werder(Havel) (an 10:18),Berlin-Charlottenburg
09:50,RE 93767,Werder(Havel) (an 10:18),Berlin-Charlottenburg
09:59 (+1),RB 18148,Golm (an 10:28),Berlin-Charlottenburg
10:00 (+6),RB 18151,Flughafen BER (an 10:46),Berlin-Charlottenburg
10:11 (+3),RE 93727,Werder(Havel) (an 10:38),Berlin-Charlottenburg
10:12 (+1),RE 3626,Wittenberge (an 12:55),Berlin-Charlottenburg
10:24,RE 3717,Dessau Hbf (an 11:53),Berlin-Charlottenburg
10:28,RE 62013,Wittenberge (an 11:57),Berlin-Charlottenburg
10:36 (+2),RE 3714,Lübbenau(Spreewald) (an 12:03),Berlin-Charlottenburg
10:49,RE 73724,Frankfurt(Oder) (an 12:05),Berlin-Charlottenburg
10:49 (+1),RE 93704,Frankfurt(Oder) (an 12:05),Berlin-Charlottenburg
10:50 (+1),RE 73769,Werder(Havel) (an 11:18),Berlin-Charlottenburg
10:50 (+1),RE 93769,Werder(Havel) (an 11:18),Berlin-Charlottenburg
10:59 (+1),RB 18150,Golm (an 11:28),Berlin-Charlottenburg
11:00 (+4),RB 18153,Flughafen BER (an 11:46),Berlin-Charlottenburg
