Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
04:27 (+1),RB 61001,Groß Schönebeck (an 05:07),Berlin-Karow
05:27,RB 61003,Groß Schönebeck (an 06:07),Berlin-Karow
06:27 (+3),RB 61005,Groß Schönebeck (an 07:07),Berlin-Karow
07:27,RB 61007,Groß Schönebeck (an 08:07),Berlin-Karow
07:57 (+1),RB 61049,Wensickendorf (an 08:16),Berlin-Karow
08:27,RB 61009,Groß Schönebeck (an 09:07),Berlin-Karow
08:57,RB 61051,Wensickendorf (an 09:16),Berlin-Karow
09:27,RB 61011,Klosterfelde (an 09:51),Berlin-Karow
10:27 (+2),RB 61013,Groß Schönebeck (an 11:07),Berlin-Karow
10:57,RB 61055,Wensickendorf (an 11:16),Berlin-Karow
11:27,RB 61015,Klosterfelde (an 11:51),Berlin-Karow
