Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:05,RE 73794,Berlin Zoologischer Garten (ab 00:02),Berlin-Charlottenburg
00:37,RE 3745,Berlin Ostbahnhof (ab 00:17),Berlin-Charlottenburg
04:24,RE 3705,Berlin Ostbahnhof (ab 04:04),Berlin-Charlottenburg
04:48,RE 73756,Berlin Ostbahnhof (ab 04:28),Berlin-Charlottenburg
05:04,RE 73753,Brandenburg Hbf (ab 04:17),Berlin-Charlottenburg
05:12,RE 73716,Berlin Zoologischer Garten (ab 05:09),Berlin-Charlottenburg
05:24,RE 3707,Berlin Ostbahnhof (ab 05:04),Berlin-Charlottenburg
05:34,RE 3704,Dessau Hbf (ab 04:05),Berlin-Charlottenburg
06:11,RE 73718,Berlin Zoologischer Garten (ab 06:08),Berlin-Charlottenburg
06:14,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),Berlin-Charlottenburg
06:34,RE 3706,Dessau Hbf (ab 05:05),Berlin-Charlottenburg
07:11,RE 73720,Berlin Zoologischer Garten (ab 07:08),Berlin-Charlottenburg
07:14,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),Berlin-Charlottenburg
07:25,RE 73757,Brandenburg Hbf (ab 06:44),Berlin-Charlottenburg
07:32,RE 73762,Berlin Ostbahnhof (ab 07:12),Berlin-Charlottenburg
07:34,RE 3708,Dessau Hbf (ab 06:05),Berlin-Charlottenburg
07:46,RE 3107,Cottbus Hbf (ab 06:07),Berlin-Charlottenburg
07:47,RE 73717,Genthin (ab 06:44),Berlin-Charlottenburg
07:50,RE 73806,Berlin Ostbahnhof (ab 07:30),Berlin-Charlottenburg
07:59,RB 18145,Golm (ab 07:27),Berlin-Charlottenburg
08:01,RB 18146,Berlin Ostbahnhof (ab 07:39),Berlin-Charlottenburg
08:04,RE 73807,Brandenburg Hbf (ab 07:22),Berlin-Charlottenburg
08:11,RE 73722,Berlin Zoologischer Garten (ab 08:08),Berlin-Charlottenburg
08:14,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),Berlin-Charlottenburg
08:24,RE 3713,Senftenberg (ab 06:14),Berlin-Charlottenburg
08:25,RE 73759,Brandenburg Hbf (ab 07:44),Berlin-Charlottenburg
08:32,RE 73764,Berlin Ostbahnhof (ab 08:12),Berlin-Charlottenburg
08:34,RE 3710,Dessau Hbf (ab 07:05),Berlin-Charlottenburg
08:46,RE 3109,Cottbus Hbf (ab 07:03),Berlin-Charlottenburg
08:47,RE 73719,Magdeburg Hbf (ab 06:59),Berlin-Charlottenburg
09:14,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),Berlin-Charlottenburg
09:24,RE 3715,Senftenberg (ab 07:14),Berlin-Charlottenburg
09:34,RE 3712,Dessau Hbf (ab 08:05),Berlin-Charlottenburg
10:11,RE 73726,Berlin Zoologischer Garten (ab 10:08),Berlin-Charlottenburg
10:13,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),Berlin-Charlottenburg
11:11,RE 73728,Berlin Zoologischer Garten (ab 11:08),Berlin-Charlottenburg
11:14,RE 3114,Hennigsdorf(b Berlin) (ab 10:35),Berlin-Charlottenburg
11:32,RE 73770,Berlin Ostbahnhof (ab 11:12),Berlin-Charlottenburg
11:34,RE 3716,Dessau Hbf (ab 10:05),Berlin-Charlottenburg
12:11,RE 73730,Berlin Zoologischer Garten (ab 12:08),Berlin-Charlottenburg
12:14,RE 3116,Hennigsdorf(b Berlin) (ab 11:35),Berlin-Charlottenburg
12:25,RE 73767,Brandenburg Hbf (ab 11:44),Berlin-Charlottenburg
12:32,RE 73772,Berlin Ostbahnhof (ab 12:12),Berlin-Charlottenburg
12:34,RE 3718,Dessau Hbf (ab 11:05),Berlin-Charlottenburg
12:46,RE 3117,Cottbus Hbf (ab 11:03),Berlin-Charlottenburg
12:47,RE 73727,Magdeburg Hbf (ab 10:53),Berlin-Charlottenburg
13:11,RE 73732,Berlin Zoologischer Garten (ab 13:08),Berlin-Charlottenburg
13:14,RE 3118,Hennigsdorf(b Berlin) (ab 12:35),Berlin-Charlottenburg
13:24,RE 3723,Senftenberg (ab 11:14),Berlin-Charlottenburg
13:25,RE 73769,Brandenburg Hbf (ab 12:44),Berlin-Charlottenburg
13:32,RE 73774,Berlin Ostbahnhof (ab 13:12),Berlin-Charlottenburg
13:34,RE 3720,Dessau Hbf (ab 12:05),Berlin-Charlottenburg
13:46,RE 3119,Cottbus Hbf (ab 12:03),Berlin-Charlottenburg
13:47,RE 73729,Genthin (ab 12:44),Berlin-Charlottenburg
14:11,RE 73734,Berlin Zoologischer Garten (ab 14:08),Berlin-Charlottenburg
14:14,RE 3120,Hennigsdorf(b Berlin) (ab 13:35),Berlin-Charlottenburg
14:24,RE 3725,Senftenberg (Sachs) (ab 12:14),Berlin-Charlottenburg
14:25,RE 73771,Brandenburg Hbf (ab 13:44),Berlin-Charlottenburg
14:32,RE 73776,Berlin Ostbahnhof (ab 14:12),Berlin-Charlottenburg
14:34,RE 3722,Dessau Hbf (ab 13:05),Berlin-Charlottenburg
14:46,RE 3121,Cottbus Hbf (ab 13:03),Berlin-Charlottenburg
14:47,RE 73731,Magdeburg Hbf (ab 12:59),Berlin-Charlottenburg
14:50,RE 73812,Berlin Ostkreuz (ab 14:26),Berlin-Charlottenburg
14:59,RB 18159,Golm (ab 14:27),Berlin-Charlottenburg
15:01,RB 18160,Berlin Ostbahnhof (ab 14:39),Berlin-Charlottenburg
15:04,RB 73813,Brandenburg Hbf (ab 14:22),Berlin-Charlottenburg
15:11,RE 73736,Berlin Zoologischer Garten (ab 15:08),Berlin-Charlottenburg
15:14,RE 3122,Hennigsdorf(b Berlin) (ab 14:35),Berlin-Charlottenburg
15:24,RE 3727,Senftenberg (Sachs) (ab 13:14),Berlin-Charlottenburg
15:25,RE 73773,Brandenburg Hbf (ab 14:44),Berlin-Charlottenburg
15:34,RE 3724,Dessau Hbf (ab 14:05),Berlin-Charlottenburg
15:47,RE 73733,Genthin (ab 14:44),Berlin-Charlottenburg
