Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
05:36,05:36,RE 3167,Jüterbog (ab 05:02),4
06:36,06:36,RE 3147,Falkenberg(Elster) (ab 05:14),4
07:02,07:02,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),4
07:21,07:21,RE 3146,Stendal Hbf (ab 05:48),3
07:36 (+15),07:51,RE 3169,Jüterbog (ab 07:02),4
07:50,07:50,RE 3343,Schwedt(Oder) (ab 06:04),3
08:05,08:05,RE 3344,Lutherstadt Wittenberg Hbf (ab 06:53),4
08:19 (+10),08:29,RE 3166,Stendal Hbf (ab 06:47),3
08:36,08:36,RE 3149,Falkenberg(Elster) (ab 07:18),4
09:36,09:36,RE 3171,Jüterbog (ab 09:02),4
10:05,10:05,RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),4
10:19,10:19,RE 3168,Stendal Hbf (ab 08:47),3
10:36,10:36,RE 3151,Falkenberg(Elster) (ab 09:18),4
11:21,11:21,RE 3150,Rathenow (ab 10:02),3
12:36,12:36,RE 3153,Falkenberg(Elster) (ab 11:18),4
13:02,13:02,RE 3310,Luckenwalde (ab 12:35),4
13:21,13:21,RE 3152,Rathenow (ab 12:02),3
13:36,13:36,RE 3175,Jüterbog (ab 13:02),4
15:36,15:36,RE 3177,Jüterbog (ab 15:02),4
16:05,16:05,RE 3352,Lutherstadt Wittenberg Hbf (ab 14:52),4
16:19,16:19,RE 3174,Stendal Hbf (ab 14:32),3
18:36,18:36,RE 3159,Falkenberg(Elster) (ab 17:18),4
20:19,20:19,RE 3178,Stendal Hbf (ab 18:32),3
20:36,20:36,RE 3161,Falkenberg(Elster) (ab 19:18),4
21:02,21:02,RE 3318,Luckenwalde (ab 20:35),4
21:21,21:21,RE 3160,Rathenow (ab 20:04),3
21:21,21:21,RE 5338,Rathenow (ab 20:04),3
